timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
18800.05,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
20811.19,8,253952,62,36081,2377478838,1,4139022,205,14,14,511,277,2,567,351923,0,29,14159,25,71,105076921,1136,1,0,4,1656,44878798,8,179256528,24,28,0,10,4914,567,0,0,21010349,1346362,780949788,0,567,586,0,3,1,14,14,2264,3,781270819,751192464,26376768,45549113,45549113,1,3,1,2367814208,73389,73389,14,14,14,45534892,10,3,110824,360721,645177,6516,781270819,351923,20365918,2235
22822.46,11,253952,62,72717,4791330156,1,8013813,389,14,14,511,521,3,576,692569,0,29,28597,25,71,109039868,1154,1,0,4,1656,90605832,8,362237936,24,28,0,10,4914,576,0,0,42285095,2284671,1541674874,0,576,598,0,3,1,14,14,2264,3,1541674827,1511225408,52524035,91950194,91982962,1,3,1,4781410120,73389,73389,14,14,14,91950198,10,3,119849,708758,1043971,12845,1541674827,692569,41242620,2269
24827.93,12,253952,62,108445,7143189190,2,12294610,549,14,14,511,750,3,576,998996,0,29,42631,25,71,111573728,1154,1,0,4,1656,135134274,8,540407972,24,28,0,10,4914,576,0,0,62262181,2698703,2283139348,0,576,598,0,3,1,14,14,2264,3,2282504448,2251614654,77111035,137197091,137197091,1,3,1,7132544828,73389,73389,14,14,14,137164327,10,3,128883,1022008,1405833,18995,2282504448,998996,60858553,2269
26839.83,16,253952,62,141841,9344088502,5,17316286,665,17,17,511,960,4,576,1251073,0,29,55806,25,71,114674690,1154,1,0,4,1656,176953774,8,707685612,24,31,0,10,4914,576,0,0,79135091,2921625,2975208353,0,576,598,0,3,1,14,14,2264,3,2973941931,2944611668,99326261,179514682,179514682,1,3,1,9334763496,73389,73389,14,14,14,179514686,10,3,144677,1279764,1705995,24726,2973941931,1251073,77431941,2269
28851.52,20,253952,62,185239,12204520996,5,20302891,887,21,21,511,1245,5,576,1664034,0,29,72891,28,71,116858636,1154,1,0,4,1656,231087841,8,924222132,27,35,0,10,6356,576,0,0,104413561,3990993,3873708344,0,576,598,0,3,1,14,14,2264,3,3872622673,3845129935,128673622,234485422,234534574,1,3,1,12190686072,73389,73389,14,14,14,234436274,10,3,164037,1701427,2238283,32190,3872622673,1664034,102178991,2269
30861.63,21,253952,62,228713,15068365646,6,25222386,1103,21,21,511,1527,21,594,2082439,0,29,89999,28,71,119799464,1190,1,0,4,1656,285378867,8,1141127660,27,35,0,10,6356,594,0,0,129965231,4892715,4777270800,0,594,618,0,3,1,14,14,2264,3,4775172588,4746921056,160052922,289581645,289581645,1,3,1,15057393604,73389,73389,14,14,14,289565265,10,3,182759,2128572,2727903,39679,4775172588,2082439,127241898,2328
32866.55,23,253952,62,279831,18436843936,7,29155715,1319,26,26,511,1854,24,621,2555400,2,29,110046,32,71,125178488,1244,1,0,4,1656,348936801,8,1395682680,31,40,0,10,7505,621,0,0,158387257,5557590,5844333986,0,619,650,2,3,1,14,14,2264,3,5842236825,5807951275,192693104,354310328,354326712,1,3,1,18423285120,73389,73389,14,14,14,354293948,10,3,224044,2611502,3359452,48535,5842236825,2555400,155033390,2430
34874.22,25,253952,62,331478,21839753124,13,37294145,1488,31,31,511,2181,25,630,2971049,2,29,130395,32,71,126677254,1262,1,0,4,1656,413459091,8,1653642484,31,45,0,10,7505,630,0,0,184092470,5825538,6960861886,0,628,663,2,3,1,14,14,2264,3,6957724655,6882673384,227199677,419540882,419557266,1,3,1,21814421960,73389,73389,14,14,14,419508118,10,3,264042,3036089,3876504,57780,6957724655,2971049,180222567,2465
36878.58,27,253952,62,399895,26347899038,17,44041763,1736,43,43,511,2621,25,702,3583732,2,29,157133,42,72,138877612,1406,1,0,4,1656,498270957,8,1992889536,41,57,30,10,10457,702,0,0,220705475,6649366,8462526256,0,700,721,2,3,1,14,14,2264,3,8459888348,8308578856,271347009,505769186,505834722,1,3,1,26299145736,73389,73389,14,14,14,505752806,10,3,317080,3661812,4675892,70265,8459888348,3583732,216037506,2702
38889.07,27,253952,62,472850,31152168520,25,55778239,1983,50,50,511,3087,31,1503,4162254,8,29,185570,42,72,279775471,3008,1,0,4,1656,588462392,8,2353397128,41,64,30,10,10457,1503,0,0,256598243,6972044,10186270260,0,1495,1308,8,3,1,14,14,2264,3,10180431511,9838886799,319466252,597069609,597102377,1,3,1,31047619700,73389,73389,14,14,14,597069613,10,3,368912,4253242,5446669,84515,10180431511,4162254,251159893,5377
38984.48,27,253952,62,475191,31305588038,25,56145482,2002,84,84,511,3127,31,1503,4178382,8,29,186584,78,92,287429660,3015,1,1227,4,1656,591599349,8,2366397396,77,105,54,70,10611,1503,1227,81,258513247,7023693,10239768601,8,1495,1308,8,3,1,14,14,2264,3,10230434319,9887172098,342763924,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,10,3,370690,4269758,5714108,84905,10230434319,4178382,252808633,5377
