timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
184429.22,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
186433.82,3,0,0,19425,1278876744,0,1212,0,3,1,1,10915,117,603,124926,237,1815,16,11,124525652,1208,1,0,15,15,14,56,603,0,0,0,1993736,829,422834896,0,603,438,2,1,14,14,346,1,422740164,377176842,1996821,28747382,28763766,1,2,1,1264884808,73389,73389,14,14,14,28747382,5,3,371298,127033,804370,3243,422740164,124926,1189453,2105
188447.05,3,253952,62,37510,2470212766,3,3002899,0,7,17,17,10915,120,675,248488,237,6366,32,25,140299886,1352,1,0,31,31,14,868,675,0,0,0,6151914,1980203,773398649,0,675,467,2,1,14,14,346,1,776600368,726005473,20382268,55780477,55780477,1,2,1,2453620092,73389,73389,14,14,14,55764093,5,3,479087,255044,1192347,5944,776600368,248488,4959760,2303
190451.79,3,253952,62,51367,3383654158,15,16287351,0,56,17,17,10915,122,675,333292,237,10293,32,25,140830790,1352,1,0,31,31,14,868,675,0,0,0,9640810,3044789,1043903269,0,675,467,2,1,14,14,346,1,1043725104,992967852,54614459,76544977,76544977,1,2,1,3367978988,73389,73389,14,14,14,76544977,5,3,489189,341769,1349421,7982,1043725104,333292,8291682,2303
192458.81,3,253952,62,64106,4223029946,15,17763162,0,77,18,18,10915,124,675,408006,237,13838,32,25,141096242,1352,1,0,31,32,14,868,675,0,0,0,12461415,3200771,1288197646,0,675,467,2,1,14,14,346,1,1288829744,1238336481,59135645,95612018,95628402,1,2,1,4206928792,73389,73389,14,14,14,95612018,5,3,498744,418172,1425609,9852,1288829744,408006,11036206,2303
194473.19,3,253952,62,79198,5217142846,16,21287542,0,116,21,21,10915,127,675,527464,237,18135,32,25,141361694,1352,1,0,31,35,14,868,675,0,0,0,16431386,3882231,1579059199,0,675,467,2,1,14,14,346,1,1579154224,1528922279,67862679,118221877,118221877,1,2,1,5201041692,73389,73389,14,14,14,118205493,5,3,504103,540127,1575622,12067,1579154224,527464,14856305,2303
196490.21,3,253952,62,94592,6231843974,17,25329370,0,165,21,21,10915,129,675,645011,237,22432,32,25,141892598,1352,1,0,31,35,14,868,675,0,0,0,20492641,4531680,1874509235,0,675,467,2,1,14,14,346,1,1875639088,1825531381,76995740,141275819,141292203,1,2,1,6216136036,73389,73389,14,14,14,141275819,5,3,511809,660221,1728888,14329,1875639088,645011,18764444,2303
198495.10,3,253952,62,107833,7104142966,19,28609774,0,201,21,21,10915,131,675,727922,237,26147,32,25,142158050,1352,1,0,31,35,14,868,675,0,0,0,23575018,4761505,2129812618,0,675,467,2,1,14,14,346,1,2130705200,2080665280,83741098,161096524,161096524,1,2,1,7088247056,73389,73389,14,14,14,161096524,5,3,515059,744948,1824133,16275,2130705200,727922,21751681,2303
200501.80,3,253952,62,121811,8025224630,19,30346009,0,228,23,23,10915,134,675,806075,237,30120,32,25,142423502,1352,1,0,31,37,14,868,675,0,0,0,26647560,4996277,2399022104,0,675,467,2,1,14,14,346,1,2399796016,2349827446,88907327,182035215,182035215,1,2,1,8009549460,73389,73389,14,14,14,182035215,5,3,527458,824971,1933635,18328,2399796016,806075,24714845,2303
202511.18,3,253952,62,137683,9071251966,20,33965583,0,275,23,23,10915,136,675,923464,237,34565,32,25,142942340,1352,1,0,31,37,14,868,675,0,0,0,30738662,5505953,2705224614,0,675,467,2,1,14,14,346,1,2705193776,2655596458,97509367,205810053,205810053,1,2,1,9055642332,73389,73389,14,14,14,205810053,5,3,534886,944913,2083206,20658,2705193776,923464,28656530,2303
204524.99,3,253952,62,152677,10058617966,21,37750854,0,320,25,25,10915,139,675,1046905,237,38816,32,25,143207792,1352,1,0,31,39,14,868,675,0,0,0,34746536,6088789,2992647340,0,675,467,2,1,14,14,346,1,2993130448,2944203653,105424119,228253913,228253913,1,2,1,10043172172,73389,73389,14,14,14,228253913,5,3,542016,1070861,2269336,22858,2993130448,1046905,32478414,2303
206539.98,3,253952,62,168206,11082166454,21,40476153,0,363,25,25,10915,141,675,1167156,237,43167,32,25,144004148,1352,1,0,31,39,14,868,675,0,0,0,38764629,6652039,3290589822,0,675,467,2,1,14,14,346,1,3291974608,3243294071,113785496,251512655,251529039,1,2,1,11066556820,73389,73389,14,14,14,251512655,5,3,551311,1193652,2404411,25138,3291974608,1167156,36361580,2303
208553.64,3,253952,62,184118,12130284326,21,44196303,0,404,26,26,10915,144,675,1293999,237,47688,32,25,144269600,1352,1,0,31,40,14,868,675,0,0,0,42882944,7425596,3597036473,0,675,467,2,1,14,14,346,1,3598158800,3549736503,123038666,275324579,275340963,1,2,1,12114281476,73389,73389,14,14,14,275324579,5,3,563834,1323060,2568631,27474,3598158800,1293999,40315809,2303
210566.43,3,253952,62,200019,13178212206,22,47758593,0,449,27,27,10915,146,675,1425565,237,52118,32,25,144535052,1352,1,0,31,41,14,868,675,0,0,0,46927294,8359516,3903095473,0,675,467,2,1,14,14,346,1,3904342992,3856002822,132124031,299156761,299156761,1,2,1,13162176588,73389,73389,14,14,14,299140377,5,3,575179,1457081,2735604,29810,3904342992,1425565,44193317,2303
212572.68,3,253952,62,215059,14169182686,23,51624128,0,494,27,27,10915,149,675,1546235,237,56379,32,25,145065956,1352,1,0,31,41,14,868,675,0,0,0,51000116,9076644,4193294260,0,675,467,2,1,14,14,346,1,4193618896,4145726242,140385540,321674349,321690733,1,2,1,14153671356,73389,73389,14,14,14,321674349,5,3,577832,1580190,2876287,32017,4193618896,1546235,48125598,2303
214580.23,3,253952,62,230130,15162450234,24,55163899,0,535,28,28,10915,151,675,1674965,237,60602,32,25,145596860,1352,1,0,31,42,14,868,675,0,0,0,55047285,9757072,4484153872,0,675,467,2,1,14,14,346,1,4483681232,4436029604,149079292,344247122,344263506,1,2,1,15146873368,73389,73389,14,14,14,344247122,5,3,583485,1711461,3026218,34230,4483681232,1674965,52022977,2303
216584.94,3,253952,62,243651,16053075174,26,59197300,0,578,28,28,10915,153,675,1765671,237,64398,32,25,145596860,1352,1,0,31,42,14,868,675,0,0,0,58332288,10111737,4745362941,0,675,467,2,1,14,14,346,1,4743990224,4696389065,157691188,364493811,364510195,1,2,1,16037727684,73389,73389,14,14,14,364493811,5,3,592692,1804114,3147539,36216,4743990224,1765671,55186777,2303
218595.54,3,253952,62,256739,16915588478,26,60859152,0,599,29,29,10915,156,675,1840852,237,68132,32,25,146127764,1352,1,0,31,43,14,868,675,0,0,0,61177740,10123972,4996874716,0,675,467,2,1,14,14,346,1,4996303824,4948598134,162290110,384082981,384099365,1,2,1,16899651164,73389,73389,14,14,14,384082981,5,3,598369,1881059,3234544,38141,4996303824,1840852,57945343,2303
220602.08,3,253952,62,271503,17888736474,26,62759030,0,632,30,30,10915,158,675,1967153,237,72271,32,25,146658668,1352,1,0,31,44,14,868,675,0,0,0,65205578,10862817,5279597297,0,675,467,2,1,14,14,346,1,5280730064,5233032423,168698614,406197002,406213386,1,2,1,17872668088,73389,73389,14,14,14,406197002,5,3,610067,2012900,3396112,40311,5280730064,1967153,61811747,2303
222610.45,3,253952,62,286693,18888845918,26,66323865,0,678,31,31,10915,161,675,2096023,237,76587,32,25,146658668,1352,1,0,31,45,14,868,675,0,0,0,69370485,11701721,5570710924,0,675,467,2,1,14,14,346,1,5572107083,5525329448,178385932,428937933,428954317,1,2,1,18873269052,73389,73389,14,14,14,428937933,5,3,617743,2145439,3573261,42538,5572107083,2096023,65799637,2303
224614.91,3,253952,62,299790,19751949046,29,70327587,0,720,31,31,10915,163,675,2183917,237,80259,32,25,147189572,1352,1,0,31,45,14,868,675,0,0,0,72490344,12037298,5825365370,0,675,467,2,1,14,14,346,1,5824289611,5777638324,185987273,448559871,448576255,1,2,1,19736634324,73389,73389,14,14,14,448559871,5,3,620470,2235195,3674295,44462,5824289611,2183917,68818572,2303
226619.29,3,253952,62,310956,20487247050,29,72229501,0,759,31,31,10915,166,675,2242106,237,83466,32,25,147720476,1352,1,0,31,45,14,868,675,0,0,0,74823218,12038156,6040699815,0,675,467,2,1,14,14,346,1,6038492521,5992518852,190230175,465280126,465280126,1,2,1,20472325544,73389,73389,14,14,14,465280126,5,3,625623,2294694,3764137,46103,6038492521,2242106,71061687,2303
228624.63,3,253952,62,323551,21317185654,29,73656817,0,782,34,34,10915,168,675,2307521,237,87032,32,25,147985928,1352,1,0,31,48,14,868,675,0,0,0,77528751,12247877,6279618237,0,675,467,2,1,14,14,346,1,6281368937,6235152586,194751994,484142367,484142367,1,2,1,21302264148,73389,73389,14,14,14,484142367,5,3,633493,2361714,3855366,47956,6281368937,2307521,73676099,2303
230630.09,3,253952,62,334502,22038598784,33,78126737,0,800,35,35,10915,170,675,2353813,237,90110,32,25,148251380,1352,1,0,31,49,14,868,675,0,0,0,79720126,12248781,6494376552,0,675,467,2,1,14,14,346,1,6491586341,6445998044,201421749,500537101,500537101,1,2,1,22023632444,73389,73389,14,14,14,500537101,5,3,635206,2409207,3920365,49560,6491586341,2353813,75802551,2303
232638.69,3,253952,62,350227,23074566344,33,79664539,0,838,37,37,10915,173,675,2456910,237,94606,32,25,148782284,1352,1,0,31,51,14,868,675,0,0,0,83623360,13083333,6793983591,0,675,467,2,1,14,14,346,1,6793932810,6748811703,208127512,524074371,524090755,1,2,1,23059272324,73389,73389,14,14,14,524074371,5,3,653338,2515158,4086870,51873,6793932810,2456910,79539420,2303
234645.63,3,253952,62,367358,24203473876,33,82183980,0,877,39,39,10915,177,675,2572644,237,99496,32,25,149844092,1352,1,0,31,53,14,868,675,0,0,0,87866018,13875945,7123649836,0,675,467,2,1,14,14,346,1,7122918211,7078785913,216379074,549726892,549743276,1,2,1,24187983248,73389,73389,14,14,14,549726892,5,3,666745,2633411,4262845,54389,7122918211,2572644,83606262,2303
236650.82,3,253952,62,383091,25239860804,35,86222706,0,924,39,39,10915,179,675,2684357,237,103919,32,25,149844092,1352,1,0,31,53,14,868,675,0,0,0,91774703,14710449,7425273898,0,675,467,2,1,14,14,346,1,7425843885,7381679402,225697731,573284864,573301248,1,2,1,25224534016,73389,73389,14,14,14,573284864,5,3,677269,2747426,4424562,56701,7425843885,2684357,87353373,2303
238659.78,3,253952,62,393372,25916209176,37,90126910,0,940,39,39,10915,184,675,2729250,237,106991,32,25,150905900,1352,1,0,31,53,14,868,675,0,0,0,93878009,14714024,7623657152,0,675,467,2,1,14,14,346,1,7621261039,7579314085,231741998,588661631,588678015,1,2,1,25901111764,73389,73389,14,14,14,588661631,5,3,678104,2793447,4475538,58209,7621261039,2729250,89405789,2303
240044.06,3,253952,62,400982,26415782060,38,91019906,1,975,40,40,10915,191,675,2763813,237,109422,39,25,158511825,1359,1,1038,38,61,31,905,675,519,1038,114,95739698,14732894,7767251894,8,675,467,2,1,14,14,346,1,7763869224,7725268584,290157060,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,5,3,683705,2828856,4526628,59330,7763869224,2763813,91216458,2303
