timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1051184.68,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
1053189.15,4,253952,62,32476,2138144728,7,8483340,165,18,18,1141,249,2,567,287751,0,32,12694,33,104509819,1136,1,0,4,2722,40231174,7,160924696,32,32,26,14,13957,567,0,0,18248082,568556,706332446,0,567,568,0,3,1,14,14,3382,3,706082251,676136197,27203444,40934031,40934031,1,3,1,2128569644,73389,73389,14,14,14,40934035,9,3,123972,293991,634654,5880,706082251,287751,17614056,3480
1055193.48,7,253952,62,75904,5000193388,9,12848342,300,26,26,1141,536,2,576,602024,0,32,29825,33,115673846,1154,1,0,4,2722,94484149,7,377936596,32,40,26,14,13957,576,0,0,39397952,585307,1603637649,0,576,577,0,3,1,14,14,3382,3,1605292762,1576933403,52707488,95931506,95980658,1,3,1,4987586376,73389,73389,14,14,14,95915126,9,3,152794,615717,1005212,13353,1605292762,602024,38394213,3506
1057199.47,10,253952,62,121756,8018688112,17,24031336,495,32,32,1141,833,8,585,978643,0,32,47857,35,118357797,1172,1,0,4,2722,151713633,7,606725056,34,46,26,14,14050,585,0,0,63516743,1247096,2564949411,0,585,586,0,3,1,14,14,3382,3,2565040198,2528015166,88803554,153944525,154010061,1,3,1,8004263364,73389,73389,14,14,14,153928145,9,3,173141,1000863,1487969,21328,2565040198,978643,62031179,3535
1059211.15,19,253952,62,164071,10808760484,18,27895008,699,32,32,1141,1108,8,585,1370528,0,32,64507,35,118671513,1172,1,0,4,2722,204516722,7,817937632,34,46,26,14,14050,585,0,0,87937713,2138228,3448618103,0,585,586,0,3,1,14,14,3382,3,3447738363,3406831130,117990004,207567459,207616611,1,3,1,10792655932,73389,73389,14,14,14,207551079,9,3,190499,1401440,1992411,28661,3447738363,1370528,85948536,3535
1061220.33,22,253952,62,205707,13551884514,19,31807188,913,34,34,1141,1378,11,585,1760204,0,32,80922,35,118671513,1172,1,0,4,2722,256546127,7,1026184508,34,48,26,14,14050,585,0,0,112404171,2888432,4321332214,0,585,586,0,3,1,14,14,3382,3,4320850155,4271165784,147102631,260290161,260322929,1,3,1,13534236436,73389,73389,14,14,14,260273781,9,3,206149,1799652,2443928,35901,4320850155,1760204,109964352,3535
1063224.49,24,253952,62,242444,15971911712,25,39359154,1038,34,34,1141,1612,11,603,2025859,0,32,95276,35,121983442,1208,1,0,4,2722,302147479,7,1208396184,34,48,26,14,14050,603,0,0,130340626,2908134,5098237938,0,603,598,0,3,1,14,14,3382,3,5094409107,5034412865,172618484,306773162,306773162,1,3,1,15952204456,73389,73389,14,14,14,306773166,9,3,223532,2071552,2785632,42309,5094409107,2025859,127559809,3586
1065233.26,28,253952,62,279919,18443583244,25,41247754,1229,40,40,1141,1850,11,612,2372324,0,32,110092,35,123795382,1226,1,0,4,2722,349096825,7,1396193096,34,54,26,14,14050,612,0,0,152110453,3661640,5903968660,0,612,607,0,3,1,14,14,3382,3,5900793106,5814783995,197026098,354162428,354162428,1,3,1,18416446288,73389,73389,14,14,14,354162432,9,3,257975,2425657,3247470,48981,5900793106,2372324,148867544,3618
1067251.16,35,253952,62,323394,21305379616,25,45840129,1433,43,43,1141,2132,12,648,2805803,4,32,127126,35,129868113,1298,1,0,4,2722,403073080,7,1612163140,34,57,26,14,14050,648,0,0,178054849,4544022,6854359464,0,644,650,4,3,1,14,14,3382,3,6853092866,6719541460,228507533,408923223,408972375,1,3,1,21264007628,73389,73389,14,14,14,408923227,9,3,281255,2868547,3780682,56901,6853092866,2805803,174280692,3782
1069263.80,46,253952,62,390436,25720796244,25,49900813,1720,51,51,1141,2554,12,1341,3473173,6,32,153307,42,247518048,2684,1,0,4,2722,486167767,7,1944218820,41,65,33,14,14095,1341,0,0,217979000,5704080,8359187681,0,1335,1316,6,3,1,14,14,3382,3,8356238827,8118305335,273637329,493301209,493350361,1,3,1,25650810932,73389,73389,14,14,14,493284829,9,3,318712,3550029,4623662,69368,8356238827,3473173,213363184,6458
