timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
782045.28,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
784049.21,0,0,19182,1262686044,0,0,0,1,1,6038,117,585,127820,108,1791,16,210,120717836,1172,1,15,15,0,14,1299,585,1970709,7119,414183111,585,386,2,1,14,14,6222,1,416448708,372420716,1978786,28380901,28397285,1,2,1,1248759644,73389,73389,14,14,14,28380901,12,3,363522,129955,795841,3195,416448708,127820,1174962,1603
786059.84,253952,62,34814,2292731354,25,26244195,56,29,29,6038,119,675,246446,108,5586,44,249,140299886,1352,1,43,43,0,14,1658,675,5904081,716300,723353941,675,425,2,1,14,14,6222,1,724958000,674061883,38502429,51748298,51764682,1,2,1,2276925112,73389,73389,14,14,14,51748298,12,3,478198,250923,1157096,5550,724958000,246446,4747216,1829
788064.06,253952,62,45685,3009154990,27,29703479,99,29,29,6038,121,675,302292,108,8648,44,249,140565338,1352,1,43,43,0,14,1658,675,8248914,728641,934331789,675,425,2,1,14,14,6222,1,934411056,883490963,44328827,68034377,68034377,1,2,1,2993512588,73389,73389,14,14,14,68034377,12,3,478341,308138,1222041,7148,934411056,302292,7027186,1829
790069.91,253952,62,59326,3907909702,27,31365919,141,31,31,6038,123,675,408822,108,12485,44,249,140830790,1352,1,43,45,0,14,1658,675,11932236,1166898,1195562347,675,425,2,1,14,14,6222,1,1196948272,1146196836,49999875,88450939,88467323,1,2,1,3891841316,73389,73389,14,14,14,88450939,12,3,483657,416902,1347289,9151,1196948272,408822,10585393,1829
792076.33,253952,62,73286,4827835850,28,35655610,181,32,32,6038,126,675,512478,108,16451,44,249,141361694,1352,1,43,46,0,14,1658,675,16024432,1709541,1464017699,675,425,2,1,14,14,6222,1,1465383728,1415158697,58798937,109356862,109373246,1,2,1,4811701928,73389,73389,14,14,14,109356862,12,3,490235,522940,1497646,11200,1465514800,512524,14527382,1829
794079.83,253952,62,92411,6088113602,28,37235356,207,43,43,6038,129,675,606599,108,21833,44,249,141892598,1352,1,43,57,21,14,1658,675,20101730,1911770,1831976176,675,425,2,1,14,14,6222,1,1833958192,1783552057,66820123,138013688,138013688,1,2,1,6071881376,73389,73389,14,14,14,137997304,12,3,499661,619241,1639577,14011,1833958192,606599,18462920,1829
796082.81,253952,62,115490,7608847958,28,37235356,207,43,43,6038,132,675,687011,108,28292,44,249,142423502,1352,1,43,57,21,14,1658,675,24044842,1911827,2277276192,675,425,2,1,14,14,6222,1,2278161200,2228133813,72783547,172557959,172574343,1,2,1,7592550196,73389,73389,14,14,14,172557959,12,3,500943,701551,1736365,17400,2278161200,687011,22309422,1829
798086.32,253952,62,138322,9113394922,28,37235356,207,43,43,6038,136,675,765970,108,34739,44,249,142942340,1352,1,43,57,21,14,1658,675,28034697,1911893,2715626923,675,425,2,1,14,14,6222,1,2717383472,2667919993,78889613,206766358,206766358,1,2,1,9097719752,73389,73389,14,14,14,206766358,12,3,504632,782399,1839439,20751,2717383472,765970,26196393,1829
800092.85,253952,62,158505,10442685390,28,38476096,232,43,43,6038,140,675,856032,108,40462,44,249,143738696,1352,1,43,57,21,14,1658,675,32198878,2211976,3104134012,675,425,2,1,14,14,6222,1,3104934864,3056393371,104328988,236985697,236985697,1,2,1,10426649772,73389,73389,14,14,14,236969313,12,3,518129,874628,1970931,23711,3104934864,856032,30229248,1829
