timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
449665.81,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,14,3284,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0
451670.45,0,0,18371,1209005444,0,0,0,0,1,1,5600,117,558,124919,12,1716,5,0,114873386,1118,1,0,4,15,0,3,929,558,0,0,0,1979437,14509,397669229,0,558,366,2,1,14,14,3284,0,1,398229700,356556466,1994219,27189187,27205571,1,2,1,0,1196324228,73389,73389,14,14,14,27189187,11,3,348836,126971,810959,3056,398229700,124919,1168565,1659
453675.43,253952,62,40171,2645665870,11,11001052,0,11,36,36,5600,120,675,250083,12,7088,40,55,140299886,1352,1,0,39,50,19,3,1344,675,0,0,0,6408145,68860,826534385,0,675,449,2,1,14,14,3284,0,1,828504880,777280084,21294915,59769537,59769537,1,2,1,0,2629859628,73389,73389,14,14,14,59769537,11,3,480805,255037,1211116,6340,828504880,250083,5197282,1976
455683.98,253952,62,57097,3761033602,30,32278081,0,54,36,36,5600,123,675,376615,12,11874,40,55,140830790,1352,1,0,39,50,19,3,1344,675,0,0,0,10561608,901116,1151206749,0,675,449,2,1,14,14,3284,0,1,1154087728,1103280682,100384041,85106888,85123272,1,2,1,0,3744703072,73389,73389,14,14,14,85106888,11,3,506428,384139,1422628,8824,1154087728,376615,9139365,1976
457691.19,253952,62,71151,4687385586,33,37969563,0,97,37,37,5600,125,675,503796,12,15817,40,55,141361694,1352,1,0,39,51,19,3,1344,675,0,0,0,14640639,2183306,1422383559,0,675,449,2,1,14,14,3284,0,1,1424620336,1374094640,111700347,106166300,106182684,1,2,1,0,4671317200,73389,73389,14,14,14,106166300,11,3,515797,513783,1569942,10888,1424620336,503796,13071200,1976
459699.68,253952,62,85090,5605670026,34,42569957,0,131,39,39,5600,128,675,632120,12,19785,40,55,141627146,1352,1,0,39,53,19,3,1344,675,0,0,0,18640151,3529309,1691591285,0,675,449,2,1,14,14,3284,0,1,1692793648,1642501873,121962745,127049806,127049806,1,2,1,0,5589470568,73389,73389,14,14,14,127033422,11,3,525453,644763,1741600,12934,1692793648,632120,16899171,1976
461708.14,253952,62,99453,6552007182,35,45813241,0,179,40,40,5600,130,675,756027,12,23807,40,55,141892598,1352,1,0,39,54,19,3,1344,675,0,0,0,22713408,4663368,1966306523,0,675,449,2,1,14,14,3284,0,1,1969617712,1919184555,132226680,148553745,148553745,1,2,1,0,6536364780,73389,73389,14,14,14,148553745,11,3,528813,771095,1887911,15046,1969617712,756027,20826235,1976
463713.28,253952,62,109777,7232558494,38,50304957,0,202,40,40,5600,132,675,811447,12,26730,40,55,142399370,1352,1,0,39,54,19,3,1344,675,0,0,0,25016628,4715899,2168243035,0,675,449,2,1,14,14,3284,0,1,2168322864,2118152093,139272727,163990015,164012432,1,2,1,0,7215560660,73389,73389,14,14,14,163990015,11,3,529819,827819,1958023,16562,2168322864,811447,23059426,1976
465722.57,253952,62,123098,8109834914,39,53504784,0,237,44,44,5600,134,675,921447,12,30493,40,55,142423502,1352,1,0,39,58,19,3,1344,675,0,0,0,28529451,5903804,2421972321,0,675,449,2,1,14,14,3284,0,1,2424437552,2374579730,147799714,183958176,183974560,1,2,1,0,8094159744,73389,73389,14,14,14,183958176,11,3,547595,939937,2122756,18516,2424437552,921447,26407627,1976
467731.13,253952,62,137300,9045886226,39,56917240,0,278,44,44,5600,136,675,1043604,12,34478,40,55,142942340,1352,1,0,39,58,19,3,1344,675,0,0,0,32494865,7203562,2696546046,0,675,449,2,1,14,14,3284,0,1,2697984816,2648227897,155586503,205230580,205230580,1,2,1,0,9029424624,73389,73389,14,14,14,205214196,11,3,553670,1064430,2294357,20603,2697984816,1043604,30201543,1976
