timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
553806.85,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
555819.38,0,253952,62,21828,1436239092,0,1445888,0,67,8,8,2849,191,0,558,161628,2,22,8548,23,18,97363635,1118,1,0,4,440,27050667,5,108138152,22,22,14,151,558,0,0,10528954,88915,488360005,0,556,375,2,3,1,14,14,900,0,3,488874365,454923678,12050054,27437106,27453490,1,3,1,0,1426729544,73389,73389,14,14,14,27437110,6,3,97150,165353,350507,4103,488874365,161628,10178840,1440
557824.72,8,253952,62,48734,3209891270,0,3008978,0,209,10,10,2849,370,0,567,373400,2,22,19157,25,18,105111665,1136,1,0,4,440,60652361,5,242553412,24,24,14,176,567,0,0,25157675,486855,1042683070,0,565,379,2,3,1,14,14,900,0,3,1042908672,1013354742,28544792,61551075,61551075,1,3,1,0,3200655932,73389,73389,14,14,14,61551079,6,3,112596,382293,627769,8721,1042908672,373400,24530812,1466
559829.38,10,253952,62,82248,5418487632,2,6333309,0,368,12,12,2849,579,5,585,604622,2,22,32313,27,18,114058660,1172,1,0,4,440,102456335,5,409566748,26,26,14,189,585,0,0,41744583,695667,1737613006,0,583,397,2,3,1,14,14,900,0,3,1738420037,1708717426,48704378,104016122,104032506,1,3,1,0,5408838376,73389,73389,14,14,14,104016126,6,3,130381,619358,917271,14468,1738420037,604622,40828877,1531
561837.48,17,253952,62,116550,7679353794,5,10717602,0,507,18,18,2849,801,5,594,826400,2,22,45856,29,18,119855639,1190,1,0,4,440,145327517,5,581180920,28,32,14,215,594,0,0,57891736,891500,2450125166,0,592,405,2,3,1,14,14,900,0,3,2449406727,2420712534,69423448,147484467,147484467,1,3,1,0,7668340348,73389,73389,14,14,14,147468087,6,3,151423,846670,1224604,20373,2449406727,826400,56669323,1569
563843.43,24,253952,62,157094,10349645582,5,13953929,0,706,18,18,2849,1065,5,594,1160777,2,22,61774,29,18,120483071,1190,1,0,4,440,195881809,5,783204364,28,32,14,215,594,0,0,80117761,1457765,3290599676,0,592,405,2,3,1,14,14,900,0,3,3289776336,3261370314,95423959,198839549,198839549,1,3,1,0,10339656580,73389,73389,14,14,14,198839553,6,3,162504,1188690,1646779,27356,3289776336,1160777,78473964,1569
565848.38,25,253952,62,188952,12449050698,11,20997493,0,799,18,18,2849,1267,5,594,1342607,2,22,74301,29,18,120483071,1190,1,0,4,440,235636865,5,942482980,28,32,14,215,594,0,0,93489460,1458758,3953055961,0,592,405,2,3,1,14,14,900,0,3,3950911742,3922299363,115856792,239211762,239228146,1,3,1,0,12439011656,73389,73389,14,14,14,239211766,6,3,170858,1375162,1843488,32830,3950911742,1342607,91649473,1569
567857.22,34,253952,62,216508,14264420458,13,25163482,0,947,21,21,2849,1447,5,594,1562493,2,22,85203,29,18,120483071,1190,1,0,4,440,270109245,5,1080436980,28,35,14,215,594,0,0,108184750,1791359,4531059408,0,592,405,2,3,1,14,14,900,0,3,4528474167,4494272203,134956347,274077680,274126832,1,3,1,0,14252039392,73389,73389,14,14,14,274077684,6,3,198176,1600176,2171927,37616,4528481271,1562499,106016889,1569
569861.61,34,253952,62,239606,15786605120,15,28130929,0,1044,21,21,2849,1594,5,594,1732062,2,22,94185,29,18,120483071,1190,1,0,4,440,298722705,5,1194890820,28,35,14,215,594,0,0,119494472,1911505,5026208489,0,592,405,2,3,1,14,14,900,0,3,5024039292,4974949501,149381540,303248443,303281211,1,3,1,0,15768067100,73389,73389,14,14,14,303232063,6,3,214982,1773766,2374849,41711,5024039292,1732062,117124110,1569
571873.53,34,253952,62,258675,17042657820,17,31126953,0,1142,24,24,2849,1715,5,594,1869246,2,22,101707,29,18,120483071,1190,1,0,4,440,322523992,5,1289966736,28,38,14,215,594,0,0,128897038,2020413,5444781831,0,592,405,2,3,1,14,14,900,0,3,5441171512,5372222109,161854314,327306127,327306127,1,3,1,0,17019178936,73389,73389,14,14,14,327291906,6,3,245031,1914189,2585665,45179,5441171512,1869246,126316226,1569
