timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
308540.13,1,253952,62,23922,1574931462,0,0,0,11,26,26,5819,118,0,675,141931,32,2555,38,48,140034434,1352,1,0,37,40,12,11,1605,675,0,0,0,2163694,13328,508264048,0,675,496,2,1,14,14,492,1,515373872,464146204,2672847,35429451,35445835,1,2,1,1558895844,73389,73389,14,14,14,35429451,16,3,206363,144452,551583,3951,515373872,141931,1612200,2041
310543.95,1,253952,62,37189,2449175710,22,24363939,0,70,26,26,5819,120,0,675,220412,32,6301,38,48,140299886,1352,1,0,37,40,12,11,1605,675,0,0,0,6070714,1081472,766874677,0,675,496,2,1,14,14,492,1,770702128,719812985,37670328,55305341,55305341,1,2,1,2433435004,73389,73389,14,14,14,55305341,16,3,261778,224954,800823,5899,770702128,220412,5270127,2041
312555.62,1,253952,62,47610,3135842694,25,28006300,0,84,27,27,5819,121,0,675,268109,32,9173,38,48,140565338,1352,1,0,37,41,12,11,1605,675,0,0,0,8405409,1105663,971438282,0,675,496,2,1,14,14,492,1,971373360,920522670,43712548,70913643,70913643,1,2,1,3120200292,73389,73389,14,14,14,70913643,16,3,273843,273852,873995,7430,971373360,268109,7531737,2041
314567.30,1,253952,62,60881,4010349086,26,31713691,0,136,30,30,5819,124,0,675,368838,32,12959,38,48,141096242,1352,1,0,37,44,12,11,1605,675,0,0,0,12448649,1842451,1224151046,0,675,496,2,1,14,14,492,1,1226832688,1176149306,52632468,90781341,90797725,1,2,1,3994379004,73389,73389,14,14,14,90781341,16,3,297966,376733,1071086,9379,1226832688,368838,11378018,2041
316574.46,1,253952,62,74466,4905699234,26,35350898,0,184,31,31,5819,126,0,675,479588,32,16772,38,48,141361694,1352,1,0,37,45,12,11,1605,675,0,0,0,16532217,2402128,1486304469,0,675,496,2,1,14,14,492,1,1488190256,1437940890,60428838,111122016,111138400,1,2,1,4889368704,73389,73389,14,14,14,111122016,16,3,311328,489884,1245431,11373,1488190256,479588,15286384,2041
318584.76,1,253952,62,88511,5830930490,28,38838648,0,232,31,31,5819,128,0,675,574085,32,20714,38,48,141627146,1352,1,0,37,45,12,11,1605,675,0,0,0,20609771,3087122,1758691969,0,675,496,2,1,14,14,492,1,1758460720,1708344627,69956566,132169362,132169362,1,2,1,5815451928,73389,73389,14,14,14,132169362,16,3,329484,586658,1400678,13435,1758460720,574085,19209833,2041
320589.69,1,253952,62,101071,6658575334,29,41088700,0,285,32,32,5819,130,0,675,657698,32,24246,38,48,141892598,1352,1,0,37,46,12,11,1605,675,0,0,0,23959873,3389833,1999722433,0,675,496,2,1,14,14,492,1,2000288560,1950359977,76051296,150974259,150974259,1,2,1,6642146500,73389,73389,14,14,14,150957875,16,3,341771,672128,1507721,15280,2000288560,657698,22453007,2041
322595.58,1,253952,62,112263,7396301478,30,43604477,0,305,34,34,5819,132,0,675,719426,32,27413,38,48,142423502,1352,1,0,37,48,12,11,1605,675,0,0,0,26598928,3543511,2216490704,0,675,496,2,1,14,14,492,1,2216295216,2165967924,81448979,167733315,167749699,1,2,1,7380265860,73389,73389,14,14,14,167733315,16,3,353152,735376,1593802,16928,2216295216,719426,25006080,2041
324601.16,1,253952,62,127145,8376651818,30,46142014,0,360,37,37,5819,134,0,675,823350,32,31580,38,48,142423502,1352,1,0,37,51,12,11,1605,675,0,0,0,30731118,4286581,2501854116,0,675,496,2,1,14,14,492,1,2502425392,2452532564,89605571,190023686,190023686,1,2,1,8361042184,73389,73389,14,14,14,190023686,16,3,364562,841604,1759055,19111,2502425392,823350,28973175,2041
326609.28,1,253952,62,141451,9319253422,33,53019174,0,413,37,37,5819,137,0,675,927207,32,35646,38,48,142942340,1352,1,0,37,51,12,11,1605,675,0,0,0,34776070,4930023,2776861873,0,675,496,2,1,14,14,492,1,2777414448,2728081215,101730514,211437513,211453897,1,2,1,9303250572,73389,73389,14,14,14,211437513,16,3,373345,947752,1920182,21210,2777545520,927207,32857153,2041
328617.68,1,253952,62,156798,10330284534,33,55275028,0,466,39,39,5819,139,0,675,1044443,32,39939,38,48,143473244,1352,1,0,37,53,12,11,1605,675,0,0,0,39080670,5521583,3070975618,0,675,496,2,1,14,14,492,1,3072297936,3023573842,109445564,234417727,234434111,1,2,1,10314379988,73389,73389,14,14,14,234417727,16,3,387295,1067398,2102473,23462,3072297936,1044443,36979612,2041
330629.46,1,253952,62,171216,11280226170,35,60701708,0,517,39,39,5819,142,0,675,1150883,32,44040,38,48,144004148,1352,1,0,37,53,12,11,1605,675,0,0,0,43155796,6146153,3350176220,0,675,496,2,1,14,14,492,1,3349777360,3301184487,119886145,256019970,256019970,1,2,1,11264878680,73389,73389,14,14,14,256019970,16,3,409307,1176114,2274667,25579,3349777360,1150883,40882695,2041
332637.72,1,253952,62,186812,12307900118,37,64835297,0,553,41,41,5819,144,0,675,1263973,32,48405,38,48,144269600,1352,1,0,37,55,12,11,1605,675,0,0,0,47336749,7039289,3648667624,0,675,496,2,1,14,14,492,1,3649932240,3601624568,130109704,279362791,279379175,1,2,1,12291962804,73389,73389,14,14,14,279362791,16,3,430050,1291545,2455049,27869,3649932240,1263973,44883441,2041
334643.55,1,253952,62,201324,13264267590,38,68154775,0,586,43,43,5819,147,0,675,1375409,32,52527,38,48,144800504,1352,1,0,37,57,12,11,1605,675,0,0,0,51308488,8068517,3929713099,0,675,496,2,1,14,14,492,1,3929639888,3881148702,139145532,301110331,301110331,1,2,1,13248133668,73389,73389,14,14,14,301093947,16,3,453400,1405802,2643610,30003,3929639888,1375409,48666782,2041
336653.67,1,253952,62,216442,14260349878,39,71177040,0,630,44,44,5819,149,0,675,1499614,32,56756,38,48,145065956,1352,1,0,37,58,12,11,1605,675,0,0,0,55443890,9116907,4221113274,0,675,496,2,1,14,14,492,1,4220488656,4172361404,148063560,323734415,323750799,1,2,1,14244314260,73389,73389,14,14,14,323734415,16,3,468936,1532250,2813894,32222,4220488656,1499614,52632061,2041
338662.31,1,253952,62,232372,15310178302,40,74717232,0,682,45,45,5819,152,1,675,1619309,32,61268,38,48,145596860,1352,1,0,37,59,12,11,1605,675,0,0,0,59775692,9891609,4525895160,0,675,496,2,1,14,14,492,1,4526934992,4479154033,157412710,347607557,347623941,1,2,1,15294732508,73389,73389,14,14,14,347607557,16,3,493328,1654375,2998269,34560,4526934992,1619309,56779657,2041
340665.56,1,253952,62,252768,16654017762,40,76096313,0,702,52,52,5819,155,1,675,1710005,32,66995,38,48,146127764,1352,1,0,37,66,19,11,1605,675,0,0,0,63839055,10051479,4918495780,0,675,496,2,1,14,14,492,1,4919888848,4872142815,165731788,378138192,378154576,1,2,1,16638080448,73389,73389,14,14,14,378138192,16,3,519505,1747168,3143863,37558,4919888848,1710005,60697003,2041
342674.37,1,253952,62,273891,18046032798,40,76261803,0,722,52,52,5819,158,1,675,1800447,32,72920,38,48,146658668,1352,1,0,37,66,19,11,1605,675,0,0,0,67872732,10171686,5326695045,0,675,496,2,1,14,14,492,1,5326736336,5278985868,179918703,409786813,409786813,1,2,1,18029898876,73389,73389,14,14,14,409770429,16,3,547268,1839605,3280528,40662,5326736336,1800447,64594788,2041
344678.06,1,253952,62,287791,18961335350,50,88387387,0,772,52,52,5819,161,1,675,1889945,32,76875,38,48,146924120,1352,1,0,37,66,19,11,1605,675,0,0,0,71282523,10481545,5595412367,0,675,496,2,1,14,14,492,1,5593340747,5546550143,215168745,430588399,430604783,1,2,1,18945889556,73389,73389,14,14,14,430588399,16,3,565356,1930964,3411357,42700,5593340747,1889945,67873829,2041
346684.51,1,253952,62,301075,19836693710,50,89577940,0,819,54,54,5819,163,1,675,1984296,32,80611,38,48,147189572,1352,1,0,37,68,19,11,1605,675,0,0,0,74687926,10768554,5848637410,0,675,496,2,1,14,14,492,1,5848800075,5802469632,220209011,450488865,450488865,1,2,1,19821510060,73389,73389,14,14,14,450488865,16,3,585646,2027210,3551777,44649,5848800075,1984296,71138894,2041
348688.19,1,253952,62,317157,20895759402,50,92030039,0,872,62,62,5819,167,1,675,2099276,32,85214,38,48,147720476,1352,1,0,37,76,30,11,1605,675,0,0,0,78897694,11308451,6158936203,0,675,496,2,1,14,14,492,1,6157899113,6111997772,228257911,474544390,474560774,1,2,1,20879953160,73389,73389,14,14,14,474544390,16,3,615024,2144468,3738992,47014,6157899113,2099276,75161637,2041
350696.50,1,253952,62,333511,21973387156,57,102908471,0,933,62,62,5819,170,1,675,2204735,32,89842,38,48,148251380,1352,1,0,37,76,30,11,1605,675,0,0,0,83205809,11985457,6474335807,0,675,496,2,1,14,14,492,1,6472865129,6426922625,248473020,499056508,499056508,1,2,1,21957765456,73389,73389,14,14,14,499040124,16,3,636481,2252343,3920189,49417,6472865129,2204735,79288738,2041
