timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
628560.31,0,0,19228,1265700700,0,0,0,0,1,1,4969,117,0,585,128188,13,1795,15,48,120717836,1172,1,0,14,15,0,13,498,585,0,0,0,1989373,1548,416805917,0,585,464,2,1,14,14,3569,1,417497284,373304041,1991733,28446437,28462821,1,2,1,1251643228,73389,73389,14,14,14,28446437,10,3,366274,130281,811847,3203,417497284,128188,1177681,1871
630565.28,253952,62,32799,2160145410,21,21559367,0,41,23,23,4969,119,0,675,201175,13,5024,37,76,140299886,1352,1,0,36,37,16,13,603,675,0,0,0,4664698,97866,686364291,0,675,526,2,1,14,14,3569,1,686291760,635281571,29205615,48737960,48737960,1,2,1,2144470240,73389,73389,14,14,14,48737960,10,3,479290,204884,1114946,5255,686291760,201175,3550021,2124
632570.17,253952,62,44419,2925655510,21,23611931,0,84,23,23,4969,121,0,675,253671,13,8303,37,76,140565338,1352,1,0,36,37,16,13,603,675,0,0,0,7040926,98543,909796736,0,675,526,2,1,14,14,3569,1,910031664,859060232,33650374,66138151,66138151,1,2,1,2910078644,73389,73389,14,14,14,66138151,10,3,479860,258734,1177954,6962,910031664,253671,5863329,2124
634577.32,253952,62,58417,3848072026,21,25168917,0,112,25,25,4969,123,0,675,337104,13,12232,37,76,140830790,1352,1,0,36,39,16,13,603,675,0,0,0,10294730,564022,1178234950,0,675,526,2,1,14,14,3569,1,1179384624,1128725451,39248837,87101418,87101418,1,2,1,3831741496,73389,73389,14,14,14,87085034,10,3,488510,344018,1295054,9017,1179384624,337104,9000168,2124
636585.25,253952,62,74269,4892523190,21,28157131,0,157,26,26,4969,126,0,675,438361,13,16718,37,76,141361694,1352,1,0,36,40,16,13,603,675,0,0,0,14256584,1305855,1481824713,0,675,526,2,1,14,14,3569,1,1484258096,1434112378,46807818,110837455,110837455,1,2,1,4876127124,73389,73389,14,14,14,110821071,10,3,490454,447528,1421363,11343,1484258096,438361,12835888,2124
638590.40,253952,62,87357,5755036494,24,32554504,0,194,26,26,4969,128,0,675,507081,13,20397,37,76,141627146,1352,1,0,36,40,16,13,603,675,0,0,0,17225931,1684549,1735695096,0,675,526,2,1,14,14,3569,1,1736571696,1686177638,55665801,130443009,130443009,1,2,1,5739492396,73389,73389,14,14,14,130443009,10,3,493560,517925,1511174,13268,1736571696,507081,15715540,2124
640601.16,253952,62,101821,6707992786,24,34105171,0,226,28,28,4969,130,0,675,581074,13,24455,37,76,141892598,1352,1,0,36,42,16,13,603,675,0,0,0,20406124,1962691,2015534516,0,675,526,2,1,14,14,3569,1,2015099696,1964768799,60873998,152094404,152110788,1,2,1,6692153776,73389,73389,14,14,14,152094404,10,3,500288,593770,1622863,15393,2015099696,581074,18784168,2124
642608.83,253952,62,118258,7791047962,27,40455760,0,267,32,32,4969,133,0,675,676865,13,29102,37,76,142423502,1352,1,0,36,46,16,13,603,675,0,0,0,24520512,3006252,2329090090,0,675,526,2,1,14,14,3569,1,2331376432,2281354950,74390187,176704826,176721210,1,2,1,7775012344,73389,73389,14,14,14,176704826,10,3,525682,691896,1816385,17806,2331376432,676865,22705134,2124
644617.49,253952,62,134470,8859357538,28,43679744,0,308,33,33,4969,136,0,675,759731,13,33691,37,76,142688954,1352,1,0,36,47,16,13,603,675,0,0,0,28460556,4078093,2644086934,0,675,526,2,1,14,14,3569,1,2643327792,2593668532,83423946,200979376,200995760,1,2,1,8843092544,73389,73389,14,14,14,200979376,10,3,536402,777058,1968562,20186,2643327792,759731,26492826,2124
646624.15,253952,62,151090,9954671254,28,47808711,0,353,34,34,4969,138,0,675,847355,13,38335,37,76,143207792,1352,1,0,36,48,16,13,603,675,0,0,0,32486011,5148639,2960034765,0,675,526,2,1,14,14,3569,1,2963175962,2913794875,93718561,225882551,225898935,1,2,1,9938832244,73389,73389,14,14,14,225882551,10,3,551806,867033,2105738,22627,2963175962,847355,30381661,2124
