timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
241786.57,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
243791.87,1,0,0,19828,1305022300,0,0,0,0,1,1,4196,117,603,126100,35,1852,13,119,124260200,1208,1,0,12,15,0,11,1012,603,0,0,0,1984138,792,429257512,0,603,465,2,1,14,14,2077,0,1,430211268,384906923,1986233,29347557,29363941,1,2,1,0,1291292508,73389,73389,14,14,14,29347557,8,3,376717,128137,804224,3300,430211268,126100,1180009,1907
245797.23,1,253952,62,33040,2175939586,16,16608539,0,36,18,18,4196,119,675,196348,35,5088,30,213,140299886,1352,1,0,29,32,0,11,1462,675,0,0,0,4698544,82502,690288652,0,675,511,2,1,14,14,2077,0,1,690748208,639891920,24269818,49098408,49098408,1,2,1,0,2159609056,73389,73389,14,14,14,49082024,8,3,477980,199931,1081697,5289,690748208,196348,3617090,2123
247804.67,1,253952,62,47499,3128568198,16,18213715,0,71,22,22,4196,121,675,304753,35,9145,30,213,140565338,1352,1,0,29,36,0,11,1462,675,0,0,0,8445317,1111166,966844851,0,675,511,2,1,14,14,2077,0,1,969276208,918383827,31485081,70749803,70749803,1,2,1,0,3112991332,73389,73389,14,14,14,70749803,8,3,496612,310463,1251242,7414,969276208,304753,7194435,2123
249812.40,1,253952,62,61830,4073073654,17,24008290,0,112,23,23,4196,124,675,425513,35,13222,30,213,141096242,1352,1,0,29,37,0,11,1462,675,0,0,0,12378286,1998860,1243674094,0,675,511,2,1,14,14,2077,0,1,1244920624,1194465944,42901303,92202431,92218815,1,2,1,0,4056906964,73389,73389,14,14,14,92202431,8,3,499832,434226,1401916,9517,1244920624,425513,10976872,2123
251818.55,1,253952,62,76852,5062864486,18,28720152,0,152,24,24,4196,126,675,543617,35,17449,30,213,141361694,1352,1,0,29,38,0,11,1462,675,0,0,0,16567066,3188185,1531905630,0,675,511,2,1,14,14,2077,0,1,1534065456,1483862015,54213855,114711827,114711827,1,2,1,0,5047320388,73389,73389,14,14,14,114711827,8,3,511255,554654,1597941,11723,1534065456,543617,14969766,2123
253826.05,1,253952,62,91554,6031683798,20,32870125,0,189,24,24,4196,129,675,664204,35,21609,30,213,141892598,1352,1,0,29,38,0,11,1462,675,0,0,0,20688752,4341934,1816731767,0,675,511,2,1,14,14,2077,0,1,1817443120,1767069463,64392595,136729703,136729703,1,2,1,0,6015386036,73389,73389,14,14,14,136713319,8,3,519335,677484,1763056,13885,1817443120,664204,18926473,2123
255831.02,1,253952,62,102533,6754919870,22,36096971,0,221,24,24,4196,130,675,716408,35,24647,30,213,141892598,1352,1,0,29,38,0,11,1462,675,0,0,0,22965875,4342122,2029420179,0,675,511,2,1,14,14,2077,0,1,2028731184,1978494804,69904653,153165397,153165397,1,2,1,0,6739277468,73389,73389,14,14,14,153165397,8,3,519393,730929,1812972,15497,2028731184,716408,21153772,2123
257837.28,1,253952,62,116291,7661607746,22,38363753,0,263,27,27,4196,133,675,827389,35,28573,30,213,142423502,1352,1,0,29,41,0,11,1462,675,0,0,0,26690897,5181377,2291039038,0,675,511,2,1,14,14,2077,0,1,2293365552,2243525227,77397424,173760024,173776408,1,2,1,0,7645441056,73389,73389,14,14,14,173760024,8,3,533927,844944,1973624,17516,2293365552,827389,24718277,2123
259845.47,1,253952,62,130424,8592871622,23,42133491,0,299,29,29,4196,135,675,955206,35,32539,30,213,142688954,1352,1,0,29,43,0,11,1462,675,0,0,0,30752044,6246134,2564719501,0,675,511,2,1,14,14,2077,0,1,2565471024,2515744090,87185807,194928091,194944475,1,2,1,0,8576836004,73389,73389,14,14,14,194928091,8,3,545075,975602,2142333,19592,2565471024,955206,28610845,2123
