timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
773206.30,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
775209.64,253952,62,24711,1626904818,0,0,0,0,31,31,6350,118,675,115851,36,11,2765,46,34,140034434,1352,1,0,45,45,0,14,170,675,0,0,0,2233205,392,526097126,0,639,134,36,2,1,14,14,299,1,530185008,479334890,2409230,36615132,36631516,1,2,1,1611065808,73389,73389,14,14,14,36615132,5,3,467590,117909,752017,4064,530185008,115851,1481282,1182
777214.88,253952,62,43372,2856773866,3,5635734,0,49,31,31,6350,121,675,228193,36,11,8020,46,34,140565338,1352,1,0,45,45,0,14,170,675,0,0,0,6353564,336656,882762395,0,639,134,36,2,1,14,14,299,1,889584432,838957312,25803331,64559254,64575638,1,2,1,2840607176,73389,73389,14,14,14,64559254,5,3,486294,232551,915302,6806,889584432,228193,5437513,1182
779223.82,253952,62,58735,3868912474,26,31819285,0,92,31,31,6350,123,675,372066,36,11,12317,46,34,140830790,1352,1,0,45,45,0,14,170,675,0,0,0,10992590,1113961,1183196479,0,639,134,36,2,1,14,14,299,1,1185545008,1134794775,84177290,87576554,87576554,1,2,1,3853368376,73389,73389,14,14,14,87576554,5,3,502715,378974,1099878,9064,1185545008,372066,9893105,1182
781232.09,253952,62,71759,4727472794,27,35740937,0,136,31,31,6350,125,675,514984,36,11,15980,46,34,141361694,1352,1,0,45,45,0,14,170,675,0,0,0,15077597,1719598,1433156446,0,639,134,36,2,1,14,14,299,1,1436416816,1385796463,92174110,107067420,107089837,1,2,1,4710966480,73389,73389,14,14,14,107067420,5,3,505667,524303,1273580,10978,1436416816,514984,13804545,1182
783235.83,253952,62,82816,5455579354,31,41200070,0,192,33,33,6350,127,675,618277,36,11,19104,46,34,141361694,1352,1,0,45,47,0,14,170,675,0,0,0,18293344,2034511,1648085431,0,639,134,36,2,1,14,14,299,1,1648622384,1598659174,102288711,123625994,123642378,1,2,1,5439543736,73389,73389,14,14,14,123625994,5,3,510054,629445,1388544,12597,1648622384,618277,16905429,1182
785244.47,253952,62,93555,6163352238,31,42681010,0,215,35,35,6350,129,675,708681,36,11,22145,46,34,141892598,1352,1,0,45,49,0,14,170,675,0,0,0,21130215,2264810,1855678878,0,639,134,36,2,1,14,14,299,1,1855847216,1805550128,106901258,139707273,139723657,1,2,1,6147120012,73389,73389,14,14,14,139707273,5,3,517800,721548,1500589,14178,1855847216,708681,19630364,1182
787249.06,253952,62,105115,6925195630,33,46659950,0,273,35,35,6350,131,675,806223,36,11,25404,46,34,142158050,1352,1,0,45,49,0,14,170,675,0,0,0,24254033,2493800,2078869428,0,639,134,36,2,1,14,14,299,1,2078276400,2028315447,114425675,157031577,157031577,1,2,1,6909389388,73389,73389,14,14,14,157031577,5,3,518855,820874,1600607,15875,2078276400,806223,22654267,1182
789258.56,253952,62,116234,7657872194,33,48162603,0,296,37,37,6350,133,675,891798,36,11,28552,46,34,142423502,1352,1,0,45,51,0,14,170,675,0,0,0,27108744,2654221,2290528129,0,639,134,36,2,1,14,14,299,1,2292448048,2242413151,119030621,173678104,173694488,1,2,1,7641836576,73389,73389,14,14,14,173678104,5,3,528127,908205,1716644,17509,2292448048,891798,25393049,1182
791265.84,253952,62,129857,8555447258,34,52070375,0,340,38,38,6350,135,675,1023867,36,11,32385,46,34,142688954,1352,1,0,45,52,0,14,170,675,0,0,0,31149494,3193178,2553337154,0,639,134,36,2,1,14,14,299,1,2554460976,2504830949,127002626,194086474,194086474,1,2,1,8539083960,73389,73389,14,14,14,194070090,5,3,531596,1042691,1890329,19508,2554460976,1023867,29260250,1182
