timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
987913.30,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
989916.86,253952,62,24764,1630378226,0,1632,0,3,22,22,11950,118,1,675,115852,14,2780,37,46,140034434,1352,1,0,36,36,14,329,675,0,0,0,2211195,37,524653727,0,675,229,2,1,14,14,291,1,531233584,480358569,2328791,36697052,36713436,1,2,1,1614670288,73389,73389,14,14,14,36697052,4,3,449554,117938,832152,4072,531233584,115852,1379136,1338
991920.03,253952,62,47522,3130075526,0,1632,0,3,22,22,11950,121,1,675,193434,14,9149,37,46,140565338,1352,1,0,36,36,14,329,675,0,0,0,6113905,112,961692699,0,675,229,2,1,14,14,291,1,969538352,918836272,8907813,70782571,70782571,1,2,1,3114433124,73389,73389,14,14,14,70782571,4,3,457856,197318,940334,7416,969538352,193434,5173840,1338
993924.67,253952,62,68436,4508393538,0,1632,0,3,22,22,11950,125,1,675,279524,14,15074,37,46,141361694,1352,1,0,36,36,14,329,675,0,0,0,10198394,253204,1366607269,0,675,229,2,1,14,14,291,1,1372322608,1321753163,34821558,102095320,102111704,1,2,1,4492194080,73389,73389,14,14,14,102095320,4,3,492503,285362,1124890,10489,1372322608,279524,9073930,1338
995933.89,253952,62,84265,5551071922,0,1632,0,3,22,22,11950,127,1,675,411477,14,19508,37,46,141361694,1352,1,0,36,36,14,329,675,0,0,0,14665128,1990895,1672661071,0,675,229,2,1,14,14,291,1,1676802864,1626529412,49829169,125800748,125817132,1,2,1,5535232912,73389,73389,14,14,14,125800748,4,3,515195,419694,1336592,12812,1676802864,411477,13329099,1338
997943.12,253952,62,97518,6424398666,0,1632,0,3,22,22,11950,130,1,675,527558,14,23287,37,46,141892598,1352,1,0,36,36,14,329,675,0,0,0,18765918,4618561,1925735535,0,675,229,2,1,14,14,291,1,1932262192,1881929842,66828104,145652062,145652062,1,2,1,6408690728,73389,73389,14,14,14,145652062,4,3,532256,540727,1531754,14761,1932262192,527558,17234832,1338
999949.18,253952,62,111403,7339675066,0,1632,0,3,22,22,11950,132,1,675,651765,14,27181,37,46,142423502,1352,1,0,36,36,14,329,675,0,0,0,22974250,7173614,2192703541,0,675,229,2,1,14,14,291,1,2199386928,2149445929,81177281,166449330,166465714,1,2,1,7323770520,73389,73389,14,14,14,166449330,4,3,566015,671824,1777311,16799,2199386928,651765,21197711,1338
1001953.98,253952,62,126444,8330445630,1,1001766,0,4,22,22,11950,134,1,675,784608,14,31391,37,46,142423502,1352,1,0,36,36,14,329,675,0,0,0,27360486,9189379,2484466137,0,675,229,2,1,14,14,291,1,2488924976,2439034234,119805522,188969077,188985461,1,2,1,8314639388,73389,73389,14,14,14,188969077,4,3,584775,807143,1994739,19008,2488924976,784608,25366654,1338
1003959.84,253952,62,146352,9642303522,1,1001766,0,4,22,22,11950,137,1,675,901519,14,36983,37,46,142942340,1352,1,0,36,36,14,329,675,0,0,0,32083411,9191104,2865959083,0,675,229,2,1,14,14,291,1,2871917360,2822587668,128837005,218787008,218787008,1,2,1,9626628352,73389,73389,14,14,14,218787008,4,3,589361,926830,2134784,21930,2871917360,901519,29949739,1338
1005964.50,253952,62,165771,10921789938,1,1001766,0,4,22,22,11950,141,1,675,1028596,14,42497,37,46,144004148,1352,1,0,36,36,14,329,675,0,0,0,36870053,9320723,3240566455,0,675,229,2,1,14,14,291,1,3245050832,3196408251,142414362,247873692,247873692,1,2,1,10906442448,73389,73389,14,14,14,247873692,4,3,605801,1056580,2335903,24780,3245050832,1028596,34535426,1338
