timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
264804.20,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
266809.55,0,0,19150,1260588892,0,0,0,0,1,1,5257,117,9,580,122412,1,1789,4,0,119668183,1161,1,0,3,15,2,212,580,0,0,0,1977135,9306,413266262,0,580,293,2,1,14,14,406,1,415531204,371802601,1986943,28348133,28364517,1,2,1,1247317852,73389,73389,14,14,14,28348133,11,3,362934,124451,840944,3188,415531204,122412,1136275,1676
268823.91,253952,62,36001,2370788038,19,20769207,0,46,25,25,5257,120,9,675,248666,1,5963,26,147,140299886,1352,1,0,25,39,2,474,675,0,0,0,5828742,661315,746811751,0,675,331,2,1,14,14,406,1,747764528,696902657,31993241,53523803,53523803,1,2,1,2354326436,73389,73389,14,14,14,53507419,11,3,480266,253212,1215513,5724,747764528,248666,4613451,2022
270828.78,253952,62,50080,3298778422,22,25421739,0,95,25,25,5257,122,9,675,354627,1,9902,26,147,140830790,1352,1,0,25,39,2,474,675,0,0,0,9419760,1199470,1018908773,0,675,331,2,1,14,14,406,1,1019214640,968132827,42641959,74615983,74615983,1,2,1,3283103252,73389,73389,14,14,14,74615983,11,3,487853,363376,1353391,7795,1019214640,354627,8066720,2022
272833.80,253952,62,60918,4013015238,23,28136333,0,120,25,25,5257,124,9,675,408315,1,12966,26,147,141096242,1352,1,0,25,39,2,474,675,0,0,0,11626728,1209613,1226345716,0,675,331,2,1,14,14,406,1,1227488048,1176949993,47581969,90830493,90852910,1,2,1,3996541692,73389,73389,14,14,14,90830493,11,3,490165,418383,1412403,9384,1227488048,408315,10214757,2022
274839.98,253952,62,74906,4934535074,23,29656222,0,171,28,28,5257,126,9,675,504506,1,16894,26,147,141361694,1352,1,0,25,42,2,474,675,0,0,0,15030353,1438292,1495952344,0,675,331,2,1,14,14,406,1,1496841008,1446377844,52791817,111793760,111793760,1,2,1,4918204544,73389,73389,14,14,14,111777376,11,3,504279,516728,1558232,11439,1496841008,504506,13472677,2022
276848.90,253952,62,89930,5924456978,24,33477979,0,213,28,28,5257,128,9,675,616040,1,21103,26,147,141627146,1352,1,0,25,42,2,474,675,0,0,0,19046853,2012872,1786030951,0,675,331,2,1,14,14,406,1,1786247984,1735699300,61560630,134294964,134294964,1,2,1,5908978416,73389,73389,14,14,14,134294964,11,3,511153,630830,1707385,13647,1786247984,616040,17340174,2022
278861.07,253952,62,105363,6941448558,25,37797101,0,258,29,29,5257,131,9,675,733907,1,25477,26,147,142158050,1352,1,0,25,43,2,474,675,0,0,0,23142912,2512040,2080698213,0,675,331,2,1,14,14,406,1,2082863920,2033053425,70229136,157392025,157408409,1,2,1,6925249100,73389,73389,14,14,14,157392025,11,3,516252,751310,1861935,15910,2082863920,733907,21281839,2022
280867.59,253952,62,120430,7934188510,25,40504459,0,300,30,30,5257,133,9,675,849319,1,29693,26,147,142423502,1352,1,0,25,44,2,474,675,0,0,0,27186806,3093371,2372606518,0,675,331,2,1,14,14,406,1,2373188400,2323212077,77514785,179966957,179966957,1,2,1,7918546108,73389,73389,14,14,14,179966957,11,3,524294,869353,2017832,18125,2373188400,849319,25169979,2022
282872.70,253952,62,131692,8676236722,28,44354987,0,332,30,30,5257,135,9,675,904995,1,32874,26,147,142688954,1352,1,0,25,44,2,474,675,0,0,0,29516191,3118875,2590272033,0,675,331,2,1,14,14,406,1,2589719344,2540108443,84839661,196834668,196834668,1,2,1,8660725392,73389,73389,14,14,14,196834668,11,3,526119,926334,2083889,19777,2589719344,904995,27433390,2022
284883.38,253952,62,146477,9650495522,29,46478009,0,366,33,33,5257,138,9,675,1010350,1,37046,26,147,142942340,1352,1,0,25,47,2,474,675,0,0,0,33233456,3491694,2873921794,0,675,331,2,1,14,14,406,1,2874538800,2824954465,91198636,218975424,218975424,1,2,1,9634918656,73389,73389,14,14,14,218975424,11,3,537237,1033921,2231718,21950,2874538800,1010350,31002971,2022
286890.80,253952,62,161794,10659560554,30,50834554,0,405,34,34,5257,140,9,675,1129589,1,41357,26,147,143738696,1352,1,0,25,48,2,474,675,0,0,0,37318053,4026198,3167250761,0,675,331,2,1,14,14,406,1,3168242640,3119809279,100595224,241898294,241914678,1,2,1,10643524936,73389,73389,14,14,14,241898294,11,3,541851,1155622,2376758,24194,3168242640,1129589,34942680,2022
288898.52,253952,62,177214,11675434714,30,54190506,0,457,35,35,5257,143,9,675,1248072,1,45728,26,147,144004148,1352,1,0,25,49,2,474,675,0,0,0,41406185,4649532,3463222701,0,675,331,2,1,14,14,406,1,3465251792,3416739503,109075249,264989322,265005706,1,2,1,11659530168,73389,73389,14,14,14,264989322,11,3,547387,1276604,2537737,26460,3465251792,1248072,38869973,2022
290904.88,253952,62,192492,12682268214,33,58688938,0,503,36,36,5257,145,9,675,1371291,1,50006,26,147,144535052,1352,1,0,25,50,2,474,675,0,0,0,45534331,5374441,3759854001,0,675,331,2,1,14,14,406,1,3759508432,3711041339,118822291,287873391,287889775,1,2,1,12666429204,73389,73389,14,14,14,287873391,11,3,554028,1402379,2677834,28705,3759508432,1371291,42858168,2022
292913.19,253952,62,207232,13653577894,33,60725350,0,544,38,38,5257,148,9,675,1484995,1,54195,26,147,144800504,1352,1,0,25,52,2,474,675,0,0,0,49514264,5872683,4042854334,0,675,331,2,1,14,14,406,1,4043279312,3994960093,125741623,309948611,309964995,1,2,1,13637738884,73389,73389,14,14,14,309948611,11,3,558327,1518577,2829745,30870,4043279312,1484995,46686337,2022
294921.42,253952,62,222169,14637798166,34,64520281,0,592,38,38,5257,150,9,675,1605749,1,58381,26,147,145331408,1352,1,0,25,52,2,474,675,0,0,0,53613006,6405803,4330833401,0,675,331,2,1,14,14,406,1,4330720208,4282724773,132904867,332326935,332326935,1,2,1,14621664244,73389,73389,14,14,14,332310551,11,3,565323,1641838,2996337,33063,4330720208,1605749,50618632,2022
296927.89,253952,62,237824,15669338738,34,67026172,0,656,40,40,5257,152,9,675,1730746,1,62754,26,147,145596860,1352,1,0,25,54,2,474,675,0,0,0,57895473,6922132,4631528920,0,675,331,2,1,14,14,406,1,4632054736,4584230616,142202096,355776252,355792636,1,2,1,15654155088,73389,73389,14,14,14,355776252,11,3,578512,1769513,3162962,35362,4632054736,1730746,54734623,2022
298937.83,253952,62,252085,16608991222,36,71849660,0,701,40,40,5257,155,9,675,1859028,1,66809,26,147,146127764,1352,1,0,25,54,2,474,675,0,0,0,61977674,7645373,4906521511,0,675,331,2,1,14,14,406,1,4906519504,4858944782,150413593,377116351,377132735,1,2,1,16593119444,73389,73389,14,14,14,377116351,11,3,585647,1900273,3335464,37456,4906519504,1859028,58644454,2022
300942.75,253952,62,265460,17490313358,38,74937182,0,769,41,41,5257,157,9,675,1966916,1,70565,26,147,146393216,1352,1,0,25,55,2,474,675,0,0,0,65574732,7943458,5164454022,0,675,331,2,1,14,14,406,1,5164338128,5116577313,159384473,397156081,397156081,1,2,1,17474867564,73389,73389,14,14,14,397156081,11,3,586125,2010191,3462407,39423,5164338128,1966916,62114686,2022
302948.73,253952,62,276399,18211193442,40,77264077,0,785,45,45,5257,159,9,675,2034405,1,73658,26,147,146658668,1352,1,0,25,59,2,474,675,0,0,0,68017109,8055486,5375570347,0,675,331,2,1,14,14,406,1,5374577616,5327269525,164332418,413540464,413540464,1,2,1,18195780416,73389,73389,14,14,14,413540464,11,3,594189,2079130,3570372,41027,5374577616,2034405,64449193,2022
304960.90,253952,62,289553,19077340686,41,81057509,0,825,46,46,5257,161,9,675,2165955,1,77357,26,147,146924120,1352,1,0,25,60,2,474,675,0,0,0,72132885,8786155,5628144653,0,675,331,2,1,14,14,406,1,5627026251,5580430836,172534978,433221905,433238289,1,2,1,19061763820,73389,73389,14,14,14,433221905,11,3,604383,2213045,3743330,42957,5627026251,2165955,68392143,2022
