timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
459292.90,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
461302.69,0,253952,62,11658,767216178,1,2792063,94,6,6,2825,130,0,558,118807,0,28,4558,16,92,96410421,1118,1,0,4,4380,14355098,9,57420392,15,20,8,9,2344,558,0,0,6956733,482968,272384040,0,558,697,0,3,1,14,14,5045,3,272268498,244437641,10219749,14560170,14576554,1,3,1,757128872,73389,73389,14,14,14,14560174,12,3,91363,121181,355284,2311,272268498,118807,6601689,2052
463308.00,0,253952,62,22081,1454967448,3,7137071,156,6,6,2825,177,0,558,189917,0,28,8645,16,92,99185601,1118,1,0,4,4380,27375321,9,109501284,15,20,8,9,2344,558,0,0,12061486,566200,488336551,0,558,697,0,3,1,14,14,5045,3,488274266,460766232,19702489,27798825,27815209,1,3,1,1445538932,73389,73389,14,14,14,27798829,12,3,96392,194082,447163,4055,488274266,189917,11614772,2052
465316.28,1,253952,62,33079,2178266236,3,8256914,209,7,7,2825,270,0,567,278492,0,28,12987,16,92,101650177,1136,1,0,4,4380,41079615,9,164253980,15,21,8,9,2344,567,0,0,17868771,789764,718622438,0,567,704,0,3,1,14,14,5045,3,718434544,688763924,26877999,41699761,41699761,1,3,1,2168387604,73389,73389,14,14,14,41699765,12,3,102660,284777,550878,6018,718434544,278492,17318573,2086
467325.17,3,253952,62,44331,2919417768,3,9384386,303,7,7,2825,326,0,576,382877,0,28,17389,16,92,105647000,1154,1,0,4,4380,55083410,9,220268944,15,21,8,9,2344,576,0,0,24441044,1155449,949562749,0,576,716,0,3,1,14,14,5045,3,950226522,922161893,34913457,55952509,55952509,1,3,1,2908678532,73389,73389,14,14,14,55936129,12,3,109046,391461,676425,7911,950226522,382877,23764530,2127
469334.04,11,253952,62,56067,3692035338,3,10796189,399,8,8,2825,411,0,576,491748,0,28,22012,16,92,108808292,1154,1,0,4,4380,69728367,9,278848752,15,22,8,9,2344,576,0,0,31308753,1576735,1198324449,0,576,716,0,3,1,14,14,5045,3,1197561041,1165482662,43578584,70805432,70821816,1,3,1,3681882496,73389,73389,14,14,14,70805436,12,3,115379,502787,824672,9980,1197561041,491748,30485231,2127
471339.69,11,253952,62,64907,4274571068,6,14174963,451,8,8,2825,473,0,576,543398,0,28,25488,16,92,110738852,1154,1,0,4,4380,80756109,9,322959804,15,22,8,9,2344,576,0,0,35127453,1578108,1379127358,0,576,716,0,3,1,14,14,5045,3,1377813134,1348577770,50792683,82023266,82023266,1,3,1,4265209864,73389,73389,14,14,14,82023270,12,3,119879,555792,886512,11484,1377813134,543398,34242251,2127
473347.88,12,253952,62,76393,5032566274,7,16319105,526,11,11,2825,546,0,576,639895,0,28,30053,16,92,114431048,1154,1,0,4,4380,95209174,9,380836696,15,25,8,9,2344,576,0,0,41367637,1982452,1619275421,0,576,716,0,3,1,14,14,5045,3,1617723023,1587212735,59562474,96601091,96601091,1,3,1,5023256764,73389,73389,14,14,14,96601095,12,3,134089,654445,1018494,13472,1617723023,639895,40350692,2127
475352.97,13,253952,62,87744,5779349184,7,17592781,604,11,11,2825,606,1,576,727360,0,28,34454,16,92,115999628,1154,1,0,4,4380,109275431,9,437101724,15,25,8,9,2344,576,0,0,47006726,2190811,1856318535,0,576,716,0,3,1,14,14,5045,3,1854668892,1822515498,66597833,110950428,110950428,1,3,1,5769422288,73389,73389,14,14,14,110950432,12,3,143225,743920,1147484,15412,1854668892,727360,45860023,2127
477358.98,14,253952,62,97695,6436806960,8,20047195,641,11,11,2825,673,1,576,791998,0,28,38406,16,92,116627060,1154,1,0,4,4380,121694191,9,486776764,15,25,8,9,2344,576,0,0,51564660,2195270,2059468703,0,576,716,0,3,1,14,14,5045,3,2058284674,2029457428,73687875,123594941,123594941,1,3,1,6426936964,73389,73389,14,14,14,123594945,12,3,144783,810169,1209317,17103,2058284674,791998,50357323,2127
479369.18,14,253952,62,107528,7083985562,8,21613557,693,12,12,2825,743,2,576,863641,0,28,42306,16,92,116916644,1154,1,0,4,4380,134096696,9,536322292,15,26,8,9,2344,576,0,0,56316854,2413299,2263479291,0,576,716,0,3,1,14,14,5045,3,2261703415,2233168272,80221799,136043734,136043734,1,3,1,7074274200,73389,73389,14,14,14,136043738,12,3,155530,883495,1302081,18804,2261703415,863641,55016954,2127
481383.69,15,253952,62,118707,7819773798,8,22877330,779,12,12,2825,814,2,576,966469,0,28,46703,16,92,116916644,1154,1,0,4,4380,148035323,9,592141292,15,26,8,9,2344,576,0,0,62572100,2921689,2495204829,0,576,716,0,3,1,14,14,5045,3,2494089663,2464770634,88228612,150194304,150194304,1,3,1,7809251872,73389,73389,14,14,14,150177924,12,3,156528,988664,1401787,20733,2494089663,966469,61172727,2127
483388.88,15,253952,62,130683,8609640324,8,23779599,868,12,12,2825,893,2,576,1066129,0,28,51393,16,92,116916644,1154,1,0,4,4380,162957970,9,651767424,15,26,8,9,2344,576,0,0,69024151,3201997,2744416416,0,576,716,0,3,1,14,14,5045,3,2741770836,2713581413,95844542,165364112,165364112,1,3,1,8598933856,73389,73389,14,14,14,165364116,12,3,163741,1090691,1535435,22788,2741770836,1066129,67490374,2127
485402.09,15,253952,62,141246,9305396232,9,26365369,923,13,13,2825,959,2,585,1133469,0,28,55579,16,92,118357797,1172,1,0,4,4380,176172442,9,704689768,15,27,8,9,2344,585,0,0,73771346,3232472,2963532929,0,585,727,0,3,1,14,14,5045,3,2960956222,2932709712,103203215,178750667,178750667,1,3,1,9294182748,73389,73389,14,14,14,178734287,12,3,171758,1159767,1615288,24606,2960956222,1133469,72158907,2158
487411.59,16,253952,62,153910,10140303262,9,28152033,1021,14,14,2825,1041,2,585,1238841,0,28,60571,16,92,118357797,1172,1,0,4,4380,192017529,9,768005448,15,28,8,9,2344,585,0,0,80799935,3630476,3224484187,0,585,727,0,3,1,14,14,5045,3,3221907715,3195329760,112293837,194821595,194821595,1,3,1,10129871004,73389,73389,14,14,14,194805215,12,3,176152,1269461,1749529,26770,3221907715,1238841,79053502,2158
489422.59,17,253952,62,165506,10904349092,10,31308983,1088,14,14,2825,1120,2,585,1339530,0,28,65138,16,92,118357797,1172,1,0,4,4380,206480708,9,825858092,15,28,8,9,2344,585,0,0,87167894,3917223,3465877445,0,585,727,0,3,1,14,14,5045,3,3462930909,3435859291,122206787,209506360,209506360,1,3,1,10894330752,73389,73389,14,14,14,209506364,12,3,184602,1372490,1871275,28772,3462930909,1339530,85299952,2158
491436.79,18,253952,62,176947,11657585278,10,32620051,1182,14,14,2825,1191,2,585,1438295,0,28,69649,16,92,118357797,1172,1,0,4,4380,220784659,9,883138636,15,28,8,9,2344,585,0,0,93535096,4283991,3703952205,0,585,727,0,3,1,14,14,5045,3,3700901247,3673075455,130235314,223998835,223998835,1,3,1,11647087484,73389,73389,14,14,14,223982455,12,3,189918,1473543,1997429,30742,3700901247,1438295,91541242,2158
493453.99,20,253952,62,188685,12430358052,10,33924808,1264,15,15,2825,1266,2,585,1534267,0,28,74256,16,92,118357797,1172,1,0,4,4380,235411433,9,941581072,15,29,8,9,2344,585,0,0,99922774,4631552,3947581877,0,585,727,0,3,1,14,14,5045,3,3944961464,3916468813,138261180,238835374,238851758,1,3,1,12419439480,73389,73389,14,14,14,238835378,12,3,197436,1571790,2127913,32769,3944961464,1534267,97798682,2158
495465.89,25,253952,62,199929,13170973230,11,36753781,1312,15,15,2825,1335,3,585,1626497,0,28,78668,16,92,118671513,1172,1,0,4,4380,249406396,9,997569492,15,29,8,9,2344,585,0,0,106022403,4835976,4183740738,0,585,727,0,3,1,14,14,5045,3,4180227253,4149602066,147381550,253079930,253096314,1,3,1,13159304424,73389,73389,14,14,14,253063550,12,3,203014,1666178,2253848,34713,4180227253,1626497,103772585,2158
497471.25,27,253952,62,210947,13897754618,12,38556784,1374,15,15,2825,1411,4,585,1711146,0,28,83003,16,92,118671513,1172,1,0,4,4380,263250411,9,1052937112,15,29,8,9,2344,585,0,0,111614532,5015864,4414215289,0,585,727,0,3,1,14,14,5045,3,4409963334,4378316526,154935711,267072249,267072249,1,3,1,13887756980,73389,73389,14,14,14,267072253,12,3,211315,1752754,2366758,36621,4409963334,1711146,109252012,2158
499476.64,29,253952,62,221109,14568437190,13,39744211,1392,16,16,2825,1473,9,585,1779081,0,28,87005,16,92,118671513,1172,1,0,4,4380,275914459,9,1103657836,15,30,8,9,2344,585,0,0,116161826,5018348,4627938327,0,585,727,0,3,1,14,14,5045,3,4623502652,4589800006,160673003,279950456,279950456,1,3,1,14557423744,73389,73389,14,14,14,279950460,12,3,224376,1822286,2478777,38390,4623502652,1779081,113687467,2158
501483.73,29,253952,62,230629,15195477070,14,41000280,1431,18,18,2825,1534,9,612,1841469,0,28,90755,16,92,123792975,1226,1,0,4,4380,287711191,9,1150844764,15,32,8,9,2344,612,0,0,120390608,5021743,4830491350,0,612,744,0,3,1,14,14,5045,3,4826807171,4787886990,166156539,291948689,291948689,1,3,1,15181331860,73389,73389,14,14,14,291948693,12,3,243183,1886148,2581728,40081,4826807171,1841469,117813463,2233
