timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1028806.65,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1030809.88,253952,62,24738,1628674290,0,0,0,0,33,33,5597,118,0,675,116007,16,2771,48,56,140034434,1352,1,0,47,47,5,14,174,675,0,0,0,2231237,65,528621428,0,675,244,2,1,14,14,313,0,1,530840368,479866690,2422448,36664284,36664284,1,2,1,0,1613228496,73389,73389,14,14,14,36664284,5,3,461336,117966,778581,4069,530840368,116007,1452755,1295
1032813.16,253952,62,47292,3115002246,0,0,0,3,33,33,5597,121,0,675,192093,16,9086,48,56,140565338,1352,1,0,47,47,5,14,174,675,0,0,0,6302536,113,962218060,0,675,244,2,1,14,14,313,0,1,965344048,914452883,12175222,70438507,70438507,1,2,1,0,3098573412,73389,73389,14,14,14,70422123,5,3,472287,196144,891779,7384,965344048,192093,5411033,1295
1034816.52,253952,62,69428,4573670702,3,3000259,0,6,33,33,5597,125,0,675,266738,16,15344,48,56,141361694,1352,1,0,47,47,5,14,174,675,0,0,0,10353433,137,1389162588,0,675,244,2,1,14,14,313,0,1,1391459120,1340848738,27922408,103592297,103592297,1,2,1,0,4558061068,73389,73389,14,14,14,103592297,5,3,480474,272926,994299,10635,1391459120,266738,9359589,1295
1036820.22,253952,62,91615,6035681494,6,6000478,0,10,33,33,5597,129,0,675,345297,16,21617,48,56,141892598,1352,1,0,47,47,5,14,174,675,0,0,0,14541916,225,1817416843,0,675,244,2,1,14,14,313,0,1,1818491696,1768225931,47266919,136811623,136828007,1,2,1,0,6019711412,73389,73389,14,14,14,136811623,5,3,487118,353685,1124613,13893,1818491696,345297,13417934,1295
1038827.94,253952,62,107755,7099007026,29,30360552,0,63,33,33,5597,131,0,675,464026,16,26130,48,56,142158050,1352,1,0,47,47,5,14,174,675,0,0,0,18562126,788481,2128734556,0,675,244,2,1,14,14,313,0,1,2129132336,2079130668,229817994,160981836,160981836,1,2,1,0,7083200784,73389,73389,14,14,14,160981836,5,3,507633,474626,1302196,16263,2129132336,464026,17260722,1295
1040838.54,253952,62,121908,8031581622,30,34677465,0,107,34,34,5597,134,0,675,591056,16,30157,48,56,142423502,1352,1,0,47,48,5,14,174,675,0,0,0,22469690,1570906,2399407120,0,675,244,2,1,14,14,313,0,1,2401631024,2351658045,239231098,182166287,182182671,1,2,1,0,8015316628,73389,73389,14,14,14,182166287,5,3,515990,603935,1445519,18342,2401631024,591056,21025100,1295
1042847.01,253952,62,136059,8964290598,31,38230314,0,146,35,35,5597,136,0,675,718044,16,34121,48,56,142942340,1352,1,0,47,49,5,14,174,675,0,0,0,26571427,2427873,2670337349,0,675,244,2,1,14,14,313,0,1,2673736496,2624312282,248192585,203350738,203373155,1,2,1,0,8947432472,73389,73389,14,14,14,203350738,5,3,525950,733172,1621237,20418,2673736496,718044,24951242,1295
1044855.76,253952,62,151131,9957358230,35,45542783,0,191,40,40,5597,138,0,675,843148,16,38345,48,56,143207792,1352,1,0,47,54,5,14,174,675,0,0,0,30674583,3224790,2964231728,0,675,244,2,1,14,14,313,0,1,2963962394,2914604844,261472238,225948087,225964471,1,2,1,0,9941715828,73389,73389,14,14,14,225948087,5,3,546599,860633,1825821,22633,2963962394,843148,28849947,1295
1046865.60,253952,62,164699,10851004442,35,49870585,0,228,41,41,5597,141,0,675,996948,16,42208,48,56,144004148,1352,1,0,47,55,5,14,174,675,0,0,0,34736196,4737598,3223018895,0,675,244,2,1,14,14,313,0,1,3224341456,3175705438,272847416,246255994,246272378,1,2,1,0,10835263736,73389,73389,14,14,14,246255994,5,3,564041,1017275,2034580,24622,3224341456,996948,32702914,1295
1048874.17,253952,62,178464,11757620166,36,55013370,0,268,41,41,5597,143,0,675,1132322,16,46070,48,56,144004148,1352,1,0,47,55,5,14,174,675,0,0,0,38758538,5736955,3487381125,0,675,244,2,1,14,14,313,0,1,3489369040,3440711629,283280304,266863131,266879515,1,2,1,0,11741977764,73389,73389,14,14,14,266863131,5,3,572771,1154876,2217299,26644,3489369040,1132322,36542664,1295
1050885.25,253952,62,192135,12658871862,37,58393359,0,316,42,42,5597,145,0,675,1273151,16,49908,48,56,144535052,1352,1,0,47,56,5,14,174,675,0,0,0,42786302,6722141,3752920987,0,675,244,2,1,14,14,313,0,1,3752692688,3704231723,292962103,287349103,287365487,1,2,1,0,12643360532,73389,73389,14,14,14,287349103,5,3,585407,1298036,2410553,28653,3752692688,1273151,40377006,1295
1052890.15,253952,62,203887,13433032714,39,62950848,0,368,42,42,5597,147,0,675,1382394,16,53222,48,56,144800504,1352,1,0,47,56,5,14,174,675,0,0,0,46197084,7210014,3979522093,0,675,244,2,1,14,14,313,0,1,3978922960,3930507510,301697533,304945902,304945902,1,2,1,0,13417619688,73389,73389,14,14,14,304945902,5,3,590650,1409152,2552997,30379,3978922960,1382394,43645740,1295
1054896.63,253952,62,213054,14037252102,41,65388511,0,409,43,43,5597,148,0,675,1438871,16,55790,48,56,145065956,1352,1,0,47,57,5,14,174,675,0,0,0,48376844,7231293,4155244854,0,675,244,2,1,14,14,313,0,1,4155214800,4107141376,306335050,318664011,318680395,1,2,1,0,14021216484,73389,73389,14,14,14,318664011,5,3,597049,1466882,2634853,31724,4155214800,1438871,45743730,1295
1056905.82,253952,62,224084,14764095962,41,67031634,0,439,46,46,5597,150,0,675,1527432,16,58898,48,56,145331408,1352,1,0,47,60,5,14,174,675,0,0,0,51292939,7798274,4367678192,0,675,244,2,1,14,14,313,0,1,4367813584,4319659501,311726209,335195850,335212234,1,2,1,0,14748617400,73389,73389,14,14,14,335195850,5,3,606212,1557022,2741047,33346,4367813584,1527432,48552729,1295
