timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
171304.49,0,253952,62,21258,1399197288,2,3689092,123,9,9,1441,184,2,567,210365,0,6,8315,14,100745227,1136,1,0,4,1873,26313742,7,105190336,13,23,4,6797,567,0,0,11937798,406064,475384113,0,567,493,0,3,1,14,14,2492,3,475482679,443395210,16005369,26722243,26722243,1,3,1,1388704700,73389,73389,14,14,14,26705863,10,3,100435,214904,398240,3987,475482679,210365,11539981,4050
173309.45,6,253952,62,40546,2669795428,5,7184278,211,10,10,1441,317,2,576,326292,2,6,15913,14,104962074,1154,1,0,4,1873,50363113,7,201452452,13,24,4,6797,576,0,0,20161064,415535,877280163,0,574,499,2,3,1,14,14,2492,3,877324475,843306316,27740209,51162792,51162792,1,3,1,2660465216,73389,73389,14,14,14,51162796,10,3,110090,333996,548323,7350,877324475,326292,19613478,4074
175314.20,10,253952,62,65213,4294214840,5,8406934,334,13,13,1441,458,3,594,529569,2,6,25588,14,111353264,1190,1,0,4,1873,81114269,7,324327784,13,27,4,6797,594,0,0,33128854,623017,1381397749,0,592,516,2,3,1,14,14,2492,3,1382465620,1355106633,41970366,82385873,82385873,1,3,1,4284065428,73389,73389,14,14,14,82385877,10,3,130074,542185,839862,11511,1382465620,529569,32290207,4129
177320.68,12,253952,62,83425,5493954722,9,13164206,428,15,15,1441,580,4,603,638523,4,6,32785,14,114351787,1208,1,0,4,1873,103894434,7,415577736,13,29,4,6797,603,0,0,40807389,634571,1762987710,0,599,521,4,3,1,14,14,2492,3,1762514250,1732718116,54580064,105458358,105458358,1,3,1,5483834648,73389,73389,14,14,14,105458362,10,3,145854,654043,977733,14671,1762514250,638523,39831187,4151
179334.45,13,253952,62,106744,7031576054,9,15075695,568,17,17,1441,737,5,603,832255,4,6,41980,14,118454227,1208,1,0,4,1873,133067739,7,532077188,13,31,4,6797,603,0,0,53537358,1080587,2247639507,0,599,521,4,3,1,14,14,2492,3,2246570143,2216741886,69671075,135032244,135032244,1,3,1,7021676720,73389,73389,14,14,14,135032248,10,3,157168,852487,1213213,18692,2246570143,832255,52326133,4151
181349.52,16,253952,62,130096,8571070490,10,17751572,729,17,17,1441,886,6,603,1026377,4,6,51167,14,121253539,1208,1,0,4,1873,162212881,7,648528584,13,31,4,6797,603,0,0,66337981,1383850,2731578377,0,599,521,4,3,1,14,14,2492,3,2730699562,2701362846,85414292,164624673,164641057,1,3,1,8560483028,73389,73389,14,14,14,164624677,10,3,167268,1051343,1468801,22696,2730699562,1026377,64871646,4151
183354.36,17,253952,62,153793,10131159580,10,19163192,872,18,18,1441,1035,7,621,1217786,6,6,60482,14,124809177,1244,1,0,4,1873,191745704,7,766982816,13,32,4,6797,621,0,0,78945027,1610929,3227973916,0,615,540,6,3,1,14,14,2492,3,3225197781,3192766760,99638508,194629305,194629305,1,3,1,10120723892,73389,73389,14,14,14,194629309,10,3,183501,1247587,1760661,26804,3225197781,1217786,77187285,4216
185360.35,17,253952,62,172352,11352330580,14,23777514,969,20,20,1441,1161,8,648,1329823,8,6,67781,14,129561859,1298,1,0,4,1873,214875365,7,859307552,13,34,4,6797,648,0,0,86959843,1612567,3615062236,0,640,561,8,3,1,14,14,2492,3,3612491606,3577981794,112270262,218057279,218073663,1,3,1,11338978540,73389,73389,14,14,14,218057283,10,3,197091,1362746,1899683,30038,3612491606,1329823,85063390,4295
187371.62,18,253952,62,191323,12603158228,16,26797933,1051,23,23,1441,1285,10,702,1459526,8,6,75279,14,139191568,1406,1,0,4,1873,238588255,7,954288244,13,37,4,6797,702,0,0,95841909,1670939,4013675273,0,694,585,8,3,1,14,14,2492,3,4011292610,3972147892,124201732,242091658,242108042,1,3,1,12588766248,73389,73389,14,14,14,242091662,10,3,220704,1496501,2109681,33354,4011292610,1459526,93735780,4437
189384.13,19,253952,62,212943,14027262016,16,28388932,1166,24,24,1441,1424,10,702,1643085,8,6,83773,14,139505284,1406,1,0,4,1873,265532903,7,1062066984,13,38,4,6797,702,0,0,107914070,2055753,4473923346,0,694,585,8,3,1,14,14,2492,3,4470976359,4420924683,138203387,269452433,269452433,1,3,1,14011526548,73389,73389,14,14,14,269452437,10,3,235354,1684611,2350422,37162,4470976359,1643085,105567625,4437
