timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
557777.83,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
559782.58,8,253952,62,31465,2070934618,3,6671281,165,14,14,1004,245,0,558,255320,0,11,12312,29,100162947,1118,1,0,4,805,39063485,7,156060324,28,28,14,1239,558,0,0,16441824,478078,678869038,0,558,1781,0,3,1,14,14,1338,3,680202399,654704197,23588734,39654364,39654364,1,3,1,2061174992,73389,73389,14,14,14,39637984,9,3,112052,261858,512464,5683,680202399,255320,15929968,2035
561798.51,13,253952,62,64785,4268047728,7,11836752,301,19,19,1004,465,1,558,492879,0,11,25473,29,106714785,1118,1,0,4,805,80712624,7,322785872,28,33,14,1239,558,0,0,32370785,669277,1376310916,0,558,1781,0,3,1,14,14,1338,3,1377724583,1346358841,44915598,81897783,81914167,1,3,1,4258684748,73389,73389,14,14,14,81897787,9,3,133104,505183,829924,11484,1377724583,492879,31542090,2035
563804.03,15,253952,62,103907,6844519892,7,14321883,501,20,20,1004,719,1,576,862040,0,11,40820,29,114976340,1154,1,0,4,805,129460134,7,517581960,28,34,14,1239,576,0,0,54713818,1292545,2197423525,0,576,1800,0,3,1,14,14,1338,3,2197390446,2158774379,70346509,131356639,131389407,1,3,1,6830545260,73389,73389,14,14,14,131356643,9,3,151412,882523,1315352,18279,2197390446,862040,53400500,2113
565808.00,16,253952,62,134554,8864331658,13,21959920,604,20,20,1004,912,1,585,1051651,0,11,52803,29,118044081,1172,1,0,4,805,167497461,7,669925184,28,34,14,1239,585,0,0,68278639,1301887,2841408022,0,585,1807,0,3,1,14,14,1338,3,2840452047,2795348541,91564254,170166339,170182723,1,3,1,8848649660,73389,73389,14,14,14,170166343,9,3,167150,1076976,1579827,23599,2840452047,1051651,66701390,2142
567820.36,16,253952,62,160701,10587300864,13,24200526,758,22,22,1004,1085,1,585,1274956,0,11,63204,29,118357797,1172,1,0,4,805,200368915,7,801411100,28,36,14,1239,585,0,0,82897422,1652378,3394023460,0,585,1807,0,3,1,14,14,1338,3,3392142847,3338345396,108736237,203279169,203295553,1,3,1,10570516820,73389,73389,14,14,14,203279173,9,3,194587,1305624,1874505,28175,3392142847,1274956,81026005,2142
569824.85,17,253952,62,183567,12094631088,16,28854675,858,22,22,1004,1231,1,585,1447074,0,11,72144,29,118671513,1172,1,0,4,805,228853243,7,915283804,28,36,14,1239,585,0,0,94359581,1829564,3875013923,0,585,1807,0,3,1,14,14,1338,3,3872695715,3813644958,125007685,232218397,232218397,1,3,1,12074504708,73389,73389,14,14,14,232202017,9,3,201495,1482010,2085907,32157,3872695715,1447074,92277223,2142
571837.07,17,253952,62,202381,13334201362,18,31812623,955,25,25,1004,1349,2,585,1585194,0,11,79594,29,118671513,1172,1,0,4,805,252361414,7,1009316328,28,39,14,1239,585,0,0,103680985,1948699,4272368403,0,585,1807,0,3,1,14,14,1338,3,4268644762,4204222460,137431866,256028162,256028162,1,3,1,13313464456,73389,73389,14,14,14,256028166,9,3,225352,1623544,2296813,35436,4268644762,1585194,101388101,2142
573850.68,19,253952,62,223983,14757439218,18,33489029,1078,25,25,1004,1496,19,594,1783982,0,11,88076,29,120170538,1190,1,0,4,805,279233746,7,1116870452,28,39,14,1239,594,0,0,115825172,2278091,4731482121,0,594,1815,0,3,1,14,14,1338,3,4728915618,4653489857,151514994,283329434,283329434,1,3,1,14732278632,73389,73389,14,14,14,283313054,9,3,228600,1827056,2514188,39270,4728915618,1783982,113315355,2177
575864.25,20,253952,62,248059,16345033282,18,35157517,1206,27,27,1004,1644,19,603,2001008,0,11,97559,29,122295812,1208,1,0,4,805,309301838,7,1237142736,28,41,14,1239,603,0,0,129415948,2593456,5237053583,0,603,1826,0,3,1,14,14,1338,3,5234389307,5153726955,167071569,313810473,313843241,1,3,1,16318144628,73389,73389,14,14,14,313810477,9,3,252422,2049245,2812439,43452,5234389307,2001008,126608352,2209
