timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1165772.39,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0
1167780.30,4,253952,62,27585,1816642872,2,5127399,162,12,12,1022,232,0,567,261982,2,5,10813,17,633,102277609,1136,1,0,4,1820,34225285,8,136707416,16,26,4,1991,567,0,0,16333546,352206,600828501,0,565,537,2,3,1,14,14,2369,0,3,602436127,574681002,21500084,34747356,34763740,1,3,1,0,1806010576,73389,73389,14,14,14,34730976,7,3,106722,267691,480986,5060,602436127,261982,15853104,1971
1169789.07,4,253952,62,57490,3785582650,2,7075710,321,12,12,1022,426,0,576,525304,2,5,22593,17,633,107471288,1154,1,0,4,1820,71564958,8,286195280,16,26,4,1991,576,0,0,34180943,729242,1225092382,0,574,544,2,3,1,14,14,2369,0,3,1225014652,1194602888,41877154,72621897,72621897,1,3,1,0,3776338676,73389,73389,14,14,14,72621901,7,3,122183,537390,810367,10226,1225014652,525304,33371724,2000
1171802.50,6,253952,62,84620,5573299526,4,10593505,471,13,13,1022,598,0,576,754233,2,5,33281,17,633,111875378,1154,1,0,4,1820,105438643,8,421754572,16,27,4,1991,576,0,0,49362985,1130132,1788739246,0,574,544,2,3,1,14,14,2369,0,3,1787974197,1757447300,60984903,106994136,107010520,1,3,1,0,5563695104,73389,73389,14,14,14,106994140,7,3,132961,771945,1112074,14886,1787974197,754233,48251623,2000
1173806.97,6,253952,62,105547,6952638430,9,16939590,566,13,13,1022,732,1,585,896897,2,5,41473,17,633,116801283,1172,1,0,4,1820,131515125,8,525931232,16,27,4,1991,585,0,0,59304732,1225642,2221291459,0,583,551,2,3,1,14,14,2369,0,3,2220683643,2191823973,77354678,133506817,133523201,1,3,1,0,6942354516,73389,73389,14,14,14,133506821,7,3,145353,918314,1308838,18480,2220683643,896897,57997934,2024
1175811.30,6,253952,62,122402,8063196248,11,19638773,631,16,16,1022,837,1,585,998620,2,5,48113,17,633,118044081,1172,1,0,4,1820,152587161,8,610283972,16,30,4,1991,585,0,0,66556942,1235752,2572880572,0,583,551,2,3,1,14,14,2369,0,3,2571979412,2541294241,87315365,154879684,154896068,1,3,1,0,8053743600,73389,73389,14,14,14,154879688,7,3,163433,1022829,1459777,21387,2571979412,998620,65099490,2024
1177823.96,6,253952,62,142621,9396183928,12,22383905,733,19,19,1022,970,2,585,1159008,2,5,56120,17,633,118357797,1172,1,0,4,1820,177895058,8,711451176,16,33,4,1991,585,0,0,77474004,1473739,2992046907,0,583,551,2,3,1,14,14,2369,0,3,2990247831,2961248145,101203441,180499437,180499437,1,3,1,0,9385118788,73389,73389,14,14,14,180483057,7,3,172564,1187121,1662764,24862,2990247831,1159008,75813955,2024
1179832.61,7,253952,62,165273,10890008286,12,24593728,875,20,20,1022,1117,2,585,1362839,2,5,65053,17,633,118671513,1172,1,0,4,1820,206214316,8,824792572,16,34,4,1991,585,0,0,90870593,1821102,3463331111,0,583,551,2,3,1,14,14,2369,0,3,3460292411,3431479836,117029598,209221355,209237739,1,3,1,0,10879510492,73389,73389,14,14,14,209221359,7,3,181294,1395701,1934505,28768,3460292411,1362839,88939257,2024
1181845.40,8,253952,62,188233,12401640730,12,26872078,1011,20,20,1022,1262,2,585,1568657,2,5,74082,17,633,118671513,1172,1,0,4,1820,234838416,8,939353664,16,34,4,1991,585,0,0,104199262,2295702,3936716597,0,583,551,2,3,1,14,14,2369,0,3,3934991140,3907418852,133128982,238288225,238304609,1,3,1,0,12388431828,73389,73389,14,14,14,238239077,7,3,186367,1606326,2200456,32697,3934991140,1568657,102002433,2024
1183853.47,13,253952,62,213140,14043333230,12,29106505,1146,21,21,1022,1424,2,594,1809158,2,5,83902,17,633,120169355,1190,1,0,4,1820,265991608,8,1063837036,16,35,4,1991,594,0,0,119179902,2765586,4455197702,0,592,560,2,3,1,14,14,2369,0,3,4452670840,4424000209,150836534,269885535,269901919,1,3,1,0,14032343916,73389,73389,14,14,14,269852771,7,3,199270,1853840,2500942,36994,4452670840,1809158,116683094,2054
