timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1119772.01,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
1121775.88,0,0,18086,1190327684,0,0,0,0,1,1,5511,117,0,549,128998,11,1689,5,0,113102204,1100,1,0,4,15,0,3,1338,549,0,0,0,1969894,7287,390328735,0,549,390,2,1,14,14,467,1,392069316,351028662,1978109,26763203,26779587,1,2,1,1177580932,73389,73389,14,14,14,26763203,11,3,343218,131020,814981,3009,392069316,128998,1154995,1700
1123785.50,253952,62,34455,2269203930,18,19328301,0,44,22,22,5511,119,0,675,251532,11,5476,26,70,140299886,1352,1,0,25,36,5,3,1722,675,0,0,0,5708981,337588,717459457,0,675,447,2,1,14,14,467,1,718273328,667149701,30589737,51207626,51224010,1,2,1,2253135544,73389,73389,14,14,14,51207626,11,3,478890,255921,1219172,5499,718273328,251532,4490027,2034
1125789.37,253952,62,45620,3004895150,20,23513940,0,92,22,22,5511,121,0,675,314355,11,8630,26,70,140565338,1352,1,0,25,36,5,3,1722,675,0,0,0,8367679,435475,932647669,0,675,447,2,1,14,14,467,1,932969264,882256352,38247180,67936073,67936073,1,2,1,2989187212,73389,73389,14,14,14,67936073,11,3,479233,320152,1273003,7137,932969264,314355,7094997,2034
1127793.43,253952,62,55787,3674650538,20,24972455,0,119,22,22,5511,123,0,675,366045,11,11511,26,70,140830790,1352,1,0,25,36,5,3,1722,675,0,0,0,10538178,435605,1127771448,0,675,447,2,1,14,14,467,1,1128397616,1078001510,41882275,83161510,83161510,1,2,1,3659106440,73389,73389,14,14,14,83161510,11,3,480475,373069,1330929,8628,1128397616,366045,9207663,2034
1129796.82,253952,62,71790,4729528542,20,27295670,0,164,29,29,5511,125,0,675,454343,11,15989,26,70,141361694,1352,1,0,25,43,22,3,1722,675,0,0,0,14041758,774899,1435274155,0,675,447,2,1,14,14,467,1,1436941104,1386423066,48513532,107122605,107138989,1,2,1,4713394620,73389,73389,14,14,14,107122605,11,3,493705,463461,1460760,10982,1436941104,454343,12581555,2034
1131808.12,253952,62,88017,5798555706,25,33877719,0,194,29,29,5511,128,0,675,555018,11,20579,26,70,141627146,1352,1,0,25,43,22,3,1722,675,0,0,0,18172708,1328146,1748171680,0,675,447,2,1,14,14,467,1,1749023536,1698900396,67054054,131432082,131432082,1,2,1,5783011608,73389,73389,14,14,14,131432082,11,3,504387,566496,1630855,13363,1749023536,555018,16542585,2034
1133814.39,253952,62,103236,6801257130,25,36366583,0,237,30,30,5511,130,0,675,675710,11,24849,26,70,141892598,1352,1,0,25,44,22,3,1722,675,0,0,0,22469969,2095306,2042185827,0,675,447,2,1,14,14,467,1,2042231600,1992041426,75378501,154203622,154220006,1,2,1,6784959368,73389,73389,14,14,14,154203622,11,3,515501,689778,1834943,15600,2042231600,675710,20635920,2034
1135819.09,253952,62,115953,7639191126,26,39648890,0,296,30,30,5511,133,0,675,780114,11,28504,26,70,142423502,1352,1,0,25,44,22,3,1722,675,0,0,0,26139910,2718489,2285453373,0,675,447,2,1,14,14,467,1,2286943024,2236994471,83332174,173262471,173262471,1,2,1,7623548724,73389,73389,14,14,14,173262471,11,3,520773,797020,1981749,17467,2286943024,780114,24159186,2034
1137822.60,253952,62,133046,8765503370,28,42393678,0,305,33,33,5511,135,0,675,850461,11,33245,26,70,142688954,1352,1,0,25,47,22,3,1722,675,0,0,0,29502616,2719148,2616025782,0,675,447,2,1,14,14,467,1,2616064816,2566232432,90598502,198861966,198861966,1,2,1,8749926504,73389,73389,14,14,14,198861966,11,3,526747,869150,2071714,19978,2616064816,850461,27432066,2034
1139826.06,253952,62,155646,10254256158,28,42393678,0,305,33,33,5511,139,0,675,929647,11,39626,26,70,143473244,1352,1,0,25,47,22,3,1722,675,0,0,0,33447943,2719426,3047793403,0,675,447,2,1,14,14,467,1,3050146768,3001393334,97901366,232685341,232701725,1,2,1,10238155004,73389,73389,14,14,14,232685341,11,3,531108,950246,2180784,23293,3050146768,929647,31268493,2034
