timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
127037.63,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
129041.66,0,0,19869,1307709276,0,0,0,0,1,1,6199,117,603,126089,2,19,1855,8,0,124260200,1208,1,0,7,15,0,6,2145,603,0,0,0,1977023,4269,429257542,0,601,447,2,2,1,14,14,471,1,430997700,385651481,1981867,29413093,29413093,1,2,1,1293455196,73389,73389,14,14,14,29396709,11,3,376927,128181,842822,3306,430997700,126089,1134298,1916
131046.76,253952,62,37394,2462610590,23,24649265,0,57,29,29,6199,120,675,244019,2,19,6332,34,37,140299886,1352,1,0,33,43,0,6,2410,675,0,0,0,6156795,512098,772250379,0,673,482,2,2,1,14,14,471,1,774503216,723745330,36221941,55600253,55616637,1,2,1,2446411132,73389,73389,14,14,14,55600253,11,3,497927,248562,1245460,5928,774503216,244019,4911564,2117
133055.12,253952,62,53854,3547438546,25,28146598,0,97,30,30,6199,122,675,372741,2,19,10931,34,37,140830790,1352,1,0,33,44,0,6,2410,675,0,0,0,10638774,933167,1090771657,0,673,482,2,2,1,14,14,471,1,1091566384,1040871161,45767926,80265860,80265860,1,2,1,3531697840,73389,73389,14,14,14,80265860,11,3,503421,379977,1409017,8347,1091566384,372741,9230186,2117
135064.51,253952,62,68009,4480156280,26,33240878,0,146,30,30,6199,125,675,484899,2,19,14975,34,37,141361694,1352,1,0,33,44,0,6,2410,675,0,0,0,14665228,1846688,1363803156,0,673,482,2,2,1,14,14,471,1,1363934000,1313539462,56773104,101450311,101466695,1,2,1,4463813684,73389,73389,14,14,14,101450311,11,3,512925,494494,1556946,10425,1363934000,484899,13108853,2117
137072.25,253952,62,82806,5454923994,26,36025989,0,196,30,30,6199,127,675,597775,2,19,19107,34,37,141361694,1352,1,0,33,44,0,6,2410,675,0,0,0,18750500,2694325,1646146120,0,673,482,2,2,1,14,14,471,1,1648360240,1598427440,64666422,123625994,123625994,1,2,1,5438822840,73389,73389,14,14,14,123609610,11,3,517987,609826,1712280,12595,1648360240,597775,17038932,2117
139078.98,253952,62,98206,6469752886,26,38744901,0,249,30,30,6199,130,675,711037,2,19,23476,34,37,141892598,1352,1,0,33,44,0,6,2410,675,0,0,0,23017809,3224040,1944099541,0,673,482,2,2,1,14,14,471,1,1945238320,1895148085,72823769,146673903,146690287,1,2,1,6453651732,73389,73389,14,14,14,146673903,11,3,523508,725543,1844841,14860,1945238320,711037,21173841,2117
141082.07,253952,62,118176,7785674010,26,39318516,0,259,41,41,6199,133,675,794722,2,19,29078,34,37,142423502,1352,1,0,33,55,22,6,2410,675,0,0,0,27096139,3386656,2327782748,0,673,482,2,2,1,14,14,471,1,2329803568,2279829156,80743569,176590138,176590138,1,2,1,7769966072,73389,73389,14,14,14,176590138,11,3,529995,811311,1948632,17794,2329803568,794722,25148545,2117
143085.13,253952,62,139226,9172904918,26,39318516,0,259,41,41,6199,136,675,867119,2,19,34988,34,37,142942340,1352,1,0,33,55,22,6,2410,675,0,0,0,30992419,3386785,2733492522,0,673,482,2,2,1,14,14,471,1,2735078192,2685318336,91531330,208115879,208132263,1,2,1,9157098676,73389,73389,14,14,14,208115879,11,3,538175,885688,2051289,20886,2735078192,867119,28942343,2117
145088.35,253952,62,161277,10625412990,28,41318681,0,261,41,41,6199,140,675,944513,2,19,41216,34,37,143738696,1352,1,0,33,55,22,6,2410,675,0,0,0,35080886,3386989,3156344345,0,673,482,2,2,1,14,14,471,1,3158412240,3109798363,104248262,241138597,241138597,1,2,1,10609377372,73389,73389,14,14,14,241122213,11,3,551491,965201,2161501,24119,3158412240,944513,32920771,2117
