timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
173207.81,0,0,21553,1418880322,0,0,0,0,1,1,5996,117,657,138241,74,2013,11,40,135695714,1316,1,0,10,15,9,257,657,0,0,0,1976666,12583,466744208,0,657,347,2,1,14,14,404,1,468353220,418423757,1990313,31905176,31921560,1,2,1,1403827744,73389,73389,14,14,14,31905176,7,3,144601,140748,437381,3591,468353220,138241,1539383,1756
175212.57,253952,62,36936,2432595102,20,21074630,0,57,23,23,5996,120,675,252557,74,6244,33,52,140299886,1352,1,0,32,37,9,655,675,0,0,0,5926513,1772149,764504576,0,675,358,2,1,14,14,404,1,765852464,715004222,36149804,54912125,54928509,1,2,1,2416133500,73389,73389,14,14,14,54912125,7,3,198403,257499,695633,5862,765852464,252557,5231110,1801
177218.24,253952,62,47186,3108055430,21,23898627,0,82,23,23,5996,121,675,304319,74,9057,33,52,140565338,1352,1,0,32,37,9,655,675,0,0,0,8246623,1776400,961721319,0,675,358,2,1,14,14,404,1,963246896,912355364,41307854,70274667,70291051,1,2,1,3092085348,73389,73389,14,14,14,70274667,7,3,198482,310503,744721,7368,963246896,304319,7502212,1801
179226.59,253952,62,61491,4050591498,21,25900455,0,118,25,25,5996,124,675,415122,74,13124,33,52,141096242,1352,1,0,32,39,9,655,675,0,0,0,12184948,2449627,1235143340,0,675,358,2,1,14,14,404,1,1238367024,1187940125,47755640,91704878,91704878,1,2,1,4035014632,73389,73389,14,14,14,91704878,7,3,210456,423704,907756,9467,1238367024,415122,11277635,1801
181237.90,253952,62,75847,4996469902,22,28254313,0,150,26,26,5996,126,675,517372,74,17152,33,52,141361694,1352,1,0,32,40,9,655,675,0,0,0,16193644,4005125,1513546590,0,675,358,2,1,14,14,404,1,1514666800,1464448676,55288550,113192433,113208817,1,2,1,4980467052,73389,73389,14,14,14,113192433,7,3,219579,528423,1057911,11575,1514666800,517372,15136316,1801
183242.71,253952,62,90271,5947070206,23,30906468,0,191,27,27,5996,128,675,625795,74,21194,33,52,141627146,1352,1,0,32,41,9,655,675,0,0,0,20035957,4496549,1789062337,0,675,358,2,1,14,14,404,1,1792539440,1742281278,62632209,134808901,134808901,1,2,1,5931591644,73389,73389,14,14,14,134808901,7,3,228943,639291,1197950,13695,1792539440,625795,18838724,1801
185249.53,253952,62,100256,6604898042,25,34730303,0,211,27,27,5996,130,675,682236,74,24038,33,52,141892598,1352,1,0,32,41,9,655,675,0,0,0,22100894,4518908,1984573329,0,675,358,2,1,14,14,404,1,1984690992,1934662114,68577262,149755810,149755810,1,2,1,6589255640,73389,73389,14,14,14,149755810,7,3,233916,696953,1271023,15161,1984690992,682236,20830671,1801
187261.84,253952,62,112480,7410522790,25,36178160,0,248,28,28,5996,132,675,758732,74,27473,33,52,142423502,1352,1,0,32,42,9,655,675,0,0,0,25028345,4628222,2218901335,0,675,358,2,1,14,14,404,1,2220358448,2170155159,73088885,168060995,168077379,1,2,1,7394683780,73389,73389,14,14,14,168060995,7,3,241414,775074,1370301,16959,2220358448,758732,23658954,1801
189270.53,253952,62,127391,8392773674,25,39480904,0,278,31,31,5996,134,675,872045,74,31650,33,52,142423502,1352,1,0,32,45,9,655,675,0,0,0,28967975,5391358,2505693730,0,675,358,2,1,14,14,404,1,2507012912,2457266891,80450967,190384134,190400518,1,2,1,8376901896,73389,73389,14,14,14,190384134,7,3,251796,890840,1537094,19146,2507012912,872045,27431933,1801
191275.05,253952,62,138312,9112739562,29,45089637,0,311,31,31,5996,136,675,933082,74,34736,33,52,142942340,1352,1,0,32,45,9,655,675,0,0,0,31466177,5491955,2717206831,0,675,358,2,1,14,14,404,1,2717121328,2667757032,89967752,206749974,206749974,1,2,1,9096998856,73389,73389,14,14,14,206749974,7,3,252911,953222,1603987,20749,2717121328,933082,29863408,1801
