timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
373599.80,2,0,0,19716,1297682268,0,0,0,0,1,1,5475,117,0,594,136317,42,1840,13,1002,122489018,1190,1,0,12,15,0,11,1072,594,0,0,0,1978939,11650,427160755,0,594,541,2,1,14,14,444,1,427589828,382728596,1991151,29183717,29183717,1,2,1,1283362652,73389,73389,14,14,14,29167333,11,3,155281,138713,473807,3280,427589828,136317,1505214,2034
375602.95,2,253952,62,37439,2465559710,1,1000516,0,1,29,29,5475,120,0,675,257515,42,6344,41,1037,140299886,1352,1,0,40,43,15,11,1243,675,0,0,0,6086747,1143751,771183872,0,675,606,2,1,14,14,444,1,775420720,724629854,14263376,55665789,55682173,1,2,1,2449294716,73389,73389,14,14,14,55665789,11,3,240204,262320,810001,5935,775420720,257515,5276963,2278
377606.32,2,253952,62,60045,3955295538,1,1000516,0,1,29,29,5475,123,0,675,337876,42,12674,41,1037,140830790,1352,1,0,40,43,15,11,1243,675,0,0,0,10207386,1143991,1206910962,0,675,606,2,1,14,14,444,1,1210841904,1160071016,20274135,89538316,89538316,1,2,1,3939685904,73389,73389,14,14,14,89538316,11,3,243044,344825,893415,9257,1210841904,337876,9314358,2278
379614.80,2,253952,62,78639,5180508222,1,1000516,0,1,29,29,5475,127,0,675,437876,42,17928,41,1037,141361694,1352,1,0,40,43,15,11,1243,675,0,0,0,14434556,2159725,1563310209,0,675,606,2,1,14,14,444,1,1568668464,1518249037,47918987,117386293,117386293,1,2,1,5164996892,73389,73389,14,14,14,117386293,11,3,275537,447025,1083133,11987,1568668464,437876,13351951,2278
381620.98,2,253952,62,92972,6125144750,1,1000516,0,1,29,29,5475,129,0,675,558105,42,21988,41,1037,141892598,1352,1,0,40,43,15,11,1243,675,0,0,0,18762979,4602867,1840247803,0,675,606,2,1,14,14,444,1,1844312880,1794352728,76209715,138855305,138855305,1,2,1,6109633420,73389,73389,14,14,14,138855305,11,3,301916,569495,1317778,14090,1844312880,558105,17445848,2278
383628.96,2,253952,62,107556,7085965362,1,1000516,0,1,29,29,5475,131,0,675,690458,42,26086,41,1037,142158050,1352,1,0,40,43,15,11,1243,675,0,0,0,23125214,7139869,2121890115,0,675,606,2,1,14,14,444,1,2125331248,2075327190,92860516,160670540,160686924,1,2,1,7069503760,73389,73389,14,14,14,160670540,11,3,336530,705075,1575480,16234,2125331248,690458,21550479,2278
385642.00,2,253952,62,122458,8067626422,1,1000516,0,1,29,29,5475,134,0,675,818841,42,30316,41,1037,142423502,1352,1,0,40,43,15,11,1243,675,0,0,0,27621496,9292102,2408387505,0,675,606,2,1,14,14,444,1,2412116784,2362215916,114027148,182985487,183001871,1,2,1,8051361428,73389,73389,14,14,14,182985487,11,3,360604,835797,1811982,18422,2412116784,818841,25810367,2278
387654.69,2,253952,62,136460,8990570534,1,1000516,0,1,29,29,5475,136,0,675,950259,42,34238,41,1037,142942340,1352,1,0,40,43,15,11,1243,675,0,0,0,31668751,11702080,2678632461,0,675,606,2,1,14,14,444,1,2681862960,2632048943,129392477,203962979,203979363,1,2,1,8974371076,73389,73389,14,14,14,203962979,11,3,391255,970752,2030865,20480,2681862960,950259,29638843,2278
389662.53,2,253952,62,150579,9920916906,1,1000516,0,1,29,29,5475,138,0,675,1080689,42,38192,41,1037,143207792,1352,1,0,40,43,15,11,1243,675,0,0,0,36054477,14699677,2951234209,0,675,606,2,1,14,14,444,1,2953182000,2903956733,149130033,225122854,225122854,1,2,1,9905405576,73389,73389,14,14,14,225122854,11,3,414108,1106082,2260559,22550,2953182000,1080689,33794827,2278
391671.30,2,253952,62,164001,10804994862,1,1000516,0,1,29,29,5475,141,0,675,1226456,42,42016,41,1037,143738696,1352,1,0,40,43,15,11,1243,675,0,0,0,39896231,17207676,3207022792,0,675,606,2,1,14,14,444,1,3211234256,3162301580,164296055,245217769,245217769,1,2,1,10789581836,73389,73389,14,14,14,245217769,11,3,439857,1254006,2491853,24522,3211234256,1226456,37405529,2278
393685.01,2,253952,62,177712,11708071642,1,1000516,0,1,29,29,5475,143,0,675,1361674,42,45875,41,1037,144004148,1352,1,0,40,43,15,11,1243,675,0,0,0,43953790,19790065,3467958203,0,675,606,2,1,14,14,444,1,3474557904,3426303607,196529686,265742986,265742986,1,2,1,11691970488,73389,73389,14,14,14,265726602,11,3,463276,1391500,2696813,26531,3474557904,1361674,41258236,2278
395692.99,2,253952,62,191455,12614041930,1,1000516,0,1,29,29,5475,145,0,675,1496783,42,49740,41,1037,144535052,1352,1,0,40,43,15,11,1243,675,0,0,0,47741199,22258397,3732429555,0,675,606,2,1,14,14,444,1,3739847632,3691120982,210672969,286327262,286343646,1,2,1,12598399528,73389,73389,14,14,14,286327262,11,3,477970,1528864,2882183,28555,3739847632,1496783,44860369,2278
397707.43,2,253952,62,205569,13544060622,1,1000516,0,1,29,29,5475,147,0,675,1636533,42,53695,41,1037,144800504,1352,1,0,40,43,15,11,1243,675,0,0,0,52024005,25012419,4008695924,0,675,606,2,1,14,14,444,1,4011297744,3962923318,229843633,307470753,307470753,1,2,1,13527992236,73389,73389,14,14,14,307454369,11,3,498209,1670961,3091040,30626,4011297744,1636533,48934411,2278
399713.00,2,253952,62,224369,14782773722,1,1000516,0,1,29,29,5475,150,0,675,1772311,42,58973,41,1037,145331408,1352,1,0,40,43,15,11,1243,675,0,0,0,57049044,26065450,4368911571,0,675,606,2,1,14,14,444,1,4373318608,4325105339,241893271,335621834,335621834,1,2,1,14767360696,73389,73389,14,14,14,335621834,11,3,510542,1809461,3278702,33388,4373318608,1772311,53771957,2278
