timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
529597.89,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,36,0,5,0,2097278,2,1,0,5,6,0,0,800,0,0,0,0,0,0,1974,0,0,0,2,1,14,14,410,1,0,0,89,0,0,1,2,1,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0
531603.70,1,253952,62,23209,1527938842,0,0,0,3,26,26,5388,118,0,675,142025,55,2354,32,26,139768982,1352,1,0,31,40,26,5,914,675,0,0,0,2065057,3508,500397358,0,675,409,2,1,14,14,410,1,501611312,450440470,2165803,34374842,34374842,1,2,1,1512493048,73389,73389,14,14,14,34374842,10,3,171224,144581,483004,3846,501611312,142025,1582146,2041
533609.05,1,253952,62,45299,2983592642,3,3000618,0,3,26,26,5388,121,0,675,263477,55,8543,32,26,140565338,1352,1,0,31,40,26,5,914,675,0,0,0,7028495,29146,925515072,0,675,409,2,1,14,14,410,1,926677808,875994934,13608984,67454904,67454904,1,2,1,2967294880,73389,73389,14,14,14,67438520,10,3,206489,268871,710464,7089,926677808,263477,6318306,2041
535614.34,1,253952,62,58593,3859606362,24,25160313,0,59,26,26,5388,123,0,675,350317,55,12278,32,26,140830790,1352,1,0,31,40,26,5,914,675,0,0,0,10336336,387332,1182797819,0,675,409,2,1,14,14,410,1,1182792496,1132103024,86683401,87363562,87363562,1,2,1,3843996728,73389,73389,14,14,14,87363562,10,3,230399,357676,862567,9043,1182792496,350317,9474171,2041
537628.68,1,253952,62,70197,4624333338,25,26609879,0,79,29,29,5388,125,0,675,428956,55,15572,32,26,141361694,1352,1,0,31,43,26,5,914,675,0,0,0,13152034,680187,1405593334,0,675,409,2,1,14,14,410,1,1406139184,1355647119,91249901,104745210,104745210,1,2,1,4608789240,73389,73389,14,14,14,104745210,10,3,242942,438048,981744,10747,1406139184,428956,12170799,2041
539635.77,1,253952,62,84802,5586530206,25,29281026,0,121,30,30,5388,127,0,675,545095,55,19649,32,26,141361694,1352,1,0,31,44,26,5,914,675,0,0,0,17190024,1695135,1684384710,0,675,409,2,1,14,14,410,1,1687157552,1636928138,99065915,126609597,126617789,1,2,1,5570822268,73389,73389,14,14,14,126609597,10,3,259240,556537,1150203,12891,1687157552,545095,16040471,2041
541646.71,1,253952,62,99081,6527362338,26,33585365,0,167,32,32,5388,130,1,675,655387,55,23708,32,26,141892598,1352,1,0,31,46,26,5,914,675,0,0,0,21219822,2758599,1961460762,0,675,409,2,1,14,14,410,1,1961753392,1911985663,109643697,147990656,148007040,1,2,1,6511588864,73389,73389,14,14,14,147990656,10,3,276933,670982,1321259,14986,1961753392,655387,19899337,2041
543655.49,1,253952,62,113546,7480915070,28,37838855,0,205,33,33,5388,132,1,675,768666,55,27766,32,26,142423502,1352,1,0,31,47,26,5,914,675,0,0,0,25208928,3716477,2237627849,0,675,409,2,1,14,14,410,1,2240674608,2190752266,119207379,169662309,169662309,1,2,1,7465141596,73389,73389,14,14,14,169662309,10,3,290898,786649,1486092,17114,2240674608,768666,23723735,2041
545661.23,1,253952,62,123912,8163446670,31,42235353,0,236,33,33,5388,134,1,675,825290,55,30698,32,26,142423502,1352,1,0,31,47,26,5,914,675,0,0,0,27561636,3764073,2439825293,0,675,409,2,1,14,14,410,1,2440035120,2390221777,126183262,185176625,185176625,1,2,1,8147771500,73389,73389,14,14,14,185176625,10,3,292710,844591,1556986,18635,2440035120,825290,26005634,2041
547677.59,1,253952,62,137222,9040774418,31,44296660,0,276,36,36,5388,136,1,675,932208,55,34437,32,26,142942340,1352,1,0,31,50,26,5,914,675,0,0,0,31156006,4450955,2694358979,0,675,409,2,1,14,14,410,1,2696149808,2646703777,132847341,205115892,205115892,1,2,1,9024378352,73389,73389,14,14,14,205099508,10,3,301850,953679,1684934,20589,2696149808,932208,29472179,2041
