timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
699951.33,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
701956.11,0,0,17976,1183118724,0,0,0,1,1,5375,117,549,121794,342,1679,16,0,113102204,1100,1,15,15,0,14,358,549,1967144,19720,388231231,549,368,2,1,14,14,1962,1,390103236,348934818,1987416,26599363,26615747,1,2,1,1170371972,73389,73389,14,14,14,26599363,16,3,342154,123802,834826,2994,390103236,121794,1132403,1709
703965.96,253952,62,34143,2248491246,23,24313429,45,28,28,5375,119,675,239161,342,5391,43,24,140299886,1352,1,42,42,95,14,486,675,5776877,644837,709452839,675,440,2,1,14,14,1962,1,712112944,661116724,39301801,50742841,50759225,1,2,1,2232685004,73389,73389,14,14,14,50742841,16,3,482337,243435,1248841,5452,712112944,239161,4528258,2049
705970.47,253952,62,48165,3172746078,23,28536019,95,28,28,5375,122,675,349971,342,9378,43,24,140830790,1352,1,42,42,95,14,486,675,9723113,1220739,981178448,675,440,2,1,14,14,1962,1,982121264,931268917,48598201,71753101,71753101,1,2,1,3157136444,73389,73389,14,14,14,71753101,16,3,484307,356590,1374034,7512,982121264,349971,8349445,2049
707974.69,253952,62,58528,3855346522,26,32531722,120,28,28,5375,123,675,400165,342,12258,43,24,140830790,1352,1,42,42,95,14,486,675,11922967,1230211,1181025803,675,440,2,1,14,14,1962,1,1181612848,1130866510,54816797,87265258,87265258,1,2,1,3839671352,73389,73389,14,14,14,87265258,16,3,484337,407906,1432218,9034,1181612848,400165,10491203,2049
709978.90,253952,62,72353,4766425310,26,34538076,176,29,29,5375,125,675,495473,342,16142,43,24,141361694,1352,1,42,43,95,14,486,675,15578368,1475424,1447110865,675,440,2,1,14,14,1962,1,1447426864,1397181655,60896453,107974573,107974573,1,2,1,4750881212,73389,73389,14,14,14,107974573,16,3,490960,505335,1567305,11062,1447426864,495473,14011665,2049
711984.25,253952,62,82335,5424056538,27,37332305,198,29,29,5375,127,675,545999,342,18972,43,24,141361694,1352,1,42,43,95,14,486,675,17808663,1475715,1639357196,675,440,2,1,14,14,1962,1,1639578416,1589433842,65929061,122921482,122921482,1,2,1,5408545208,73389,73389,14,14,14,122921482,16,3,495380,557045,1639320,12528,1639578416,545999,16170033,2049
713987.56,253952,62,98771,6507046178,27,38662739,224,32,32,5375,130,675,612163,342,23623,43,24,141892598,1352,1,42,46,95,14,486,675,20972742,1475772,1956684025,675,440,2,1,14,14,1962,1,1956117296,1906078988,71219117,147531904,147548288,1,2,1,6491403776,73389,73389,14,14,14,147531904,16,3,500291,624690,1733756,14943,1956117296,612163,19239807,2049
715994.40,253952,62,115309,7596985942,28,41340076,259,32,32,5375,132,675,712057,342,28242,43,24,142423502,1352,1,42,46,95,14,486,675,24929852,1798056,2274036155,675,440,2,1,14,14,1962,1,2274622256,2224633078,80886593,172295815,172312199,1,2,1,7581015860,73389,73389,14,14,14,172295815,16,3,508488,729699,1873269,17373,2274622256,712057,23057560,2049
718001.23,253952,62,129065,8503277294,28,44955080,304,32,32,5375,135,675,818585,342,32159,43,24,142688954,1352,1,42,46,95,14,486,675,28964130,2393702,2539866255,675,440,2,1,14,14,1962,1,2539387696,2489583299,89486656,192900793,192900793,1,2,1,8486913996,73389,73389,14,14,14,192884409,16,3,518208,838514,2007965,19393,2539387696,818585,26957291,2049
