timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
386798.38,0,253952,62,25653,1689122370,3,5409455,156,12,12,920,217,0,576,252636,0,31,10048,17,102813812,1154,1,4,2751,31785642,8,127078168,16,26,4,2776,576,14834861,763190,565417548,576,690,0,3,1,14,14,3415,3,565812242,534687686,20987271,32304425,32304425,1,3,1,1678978164,73389,73389,14,14,14,32288045,20,3,99561,257902,489844,4747,565812242,252636,14345538,2215
388810.34,0,253952,62,50712,3340414362,4,8686975,300,12,12,920,361,3,576,477764,0,31,19907,17,105263210,1154,1,4,2751,63095069,8,252380276,16,26,4,2776,576,29046001,1217597,1086054197,576,690,0,3,1,14,14,3415,3,1085531610,1054508446,38887793,64043158,64059542,1,3,1,3330244248,73389,73389,14,14,14,64043162,20,3,107336,487951,790699,9026,1085531610,477764,28256340,2215
390820.87,7,253952,62,71298,4694931960,5,11570040,432,12,12,920,507,3,576,666669,0,31,28017,17,106252622,1154,1,4,2751,88791329,8,355100948,16,26,4,2776,576,40347669,1821375,1514174731,576,690,0,3,1,14,14,3415,3,1513782799,1480948168,53370978,90106167,90106167,1,3,1,4685520716,73389,73389,14,14,14,90106171,20,3,114529,680926,1030840,12614,1513782799,666669,39318295,2215
392832.11,13,253952,62,90671,5972041808,6,13981106,569,13,13,920,626,4,585,833480,0,31,35649,17,110537710,1172,1,4,2751,112995461,8,451917288,16,27,4,2776,585,50923485,2386921,1914443050,585,695,0,3,1,14,14,3415,3,1913147328,1883033728,66859980,114671311,114671311,1,3,1,5962908204,73389,73389,14,14,14,114671315,20,3,126479,851527,1280507,15927,1913147328,833480,49644859,2248
394842.80,13,253952,62,107849,7104395186,7,17654763,676,13,13,920,743,4,585,988645,0,31,42416,17,112094224,1172,1,4,2751,134434231,8,537672280,16,27,4,2776,585,60263522,2905896,2274400757,585,695,0,3,1,14,14,3415,3,2272755562,2239638502,80417700,136433076,136449460,1,3,1,7094519984,73389,73389,14,14,14,136433080,20,3,133503,1010214,1505011,18913,2272755562,988645,58760749,2248
396850.90,18,253952,62,123750,8151550842,8,20151517,777,14,14,920,856,4,603,1129394,0,31,48693,17,115953661,1208,1,4,2751,154299202,8,617132204,16,28,4,2776,603,68925439,3341310,2600699682,603,718,0,3,1,14,14,3415,3,2598718993,2569222106,91997526,156583620,156583620,1,3,1,8142348272,73389,73389,14,14,14,156583624,20,3,139508,1154161,1678852,21646,2598718993,1129394,67249146,2319
398856.32,21,253952,62,138181,9102274992,9,22228970,857,14,14,920,938,4,630,1261553,0,31,54336,17,122251167,1262,1,4,2751,172216540,8,688866160,16,28,4,2776,630,76462605,3708144,2904528251,630,759,0,3,1,14,14,3415,3,2902125754,2868710478,102135286,174835335,174851719,1,3,1,9091437452,73389,73389,14,14,14,174835339,20,3,147548,1289173,1846536,24143,2902125754,1261553,74618916,2431
400861.28,21,253952,62,149459,9843976476,11,25172215,927,15,15,920,1016,4,666,1336873,0,31,58785,17,129537464,1334,1,4,2751,186298230,8,745192920,16,29,4,2776,666,81668708,3710548,3141901743,666,774,0,3,1,14,14,3415,3,3139667263,3102832617,110319243,189069540,189069540,1,3,1,9831616112,73389,73389,14,14,14,189069544,20,3,166031,1366470,1959571,26130,3139667263,1336873,79712197,2535
402875.28,21,253952,62,161410,10631778618,11,27394004,995,16,16,920,1081,4,675,1444598,2,31,63482,17,133139426,1352,1,4,2751,201190545,8,804762180,16,30,4,2776,675,88192216,4059922,3402615301,673,783,2,3,1,14,14,3415,3,3399631203,3351684598,119426091,204157428,204173812,1,3,1,10616186288,73389,73389,14,14,14,204157432,20,3,172000,1476632,2084523,28273,3399631203,1444598,86110974,2571
404885.99,23,253952,62,174108,11468743408,11,29750981,1084,16,16,920,1172,5,702,1567479,4,31,68459,17,138857349,1406,1,4,2751,216926721,8,867706884,16,30,4,2776,702,95463208,4483356,3683096060,698,814,4,3,1,14,14,3415,3,3680216624,3616904433,129467163,220151384,220151384,1,3,1,11447872000,73389,73389,14,14,14,220151388,20,3,176431,1603491,2254299,30614,3680216624,1567479,93212460,2667
406896.00,25,253952,62,186059,12255077172,12,32378075,1183,16,16,920,1250,6,702,1682410,4,31,73141,17,139750233,1406,1,4,2751,231783999,8,927135996,16,30,4,2776,702,102351015,4906844,3944672756,698,814,4,3,1,14,14,3415,3,3941304581,3865791035,139368309,235186690,235203074,1,3,1,12229707912,73389,73389,14,14,14,235186694,20,3,184391,1721001,2388675,32784,3941304581,1682410,99966147,2667
408907.60,26,253952,62,197575,13012941916,12,33369575,1272,16,16,920,1322,6,765,1798797,4,31,77631,17,150869135,1532,1,4,2751,246045196,8,984051408,16,30,4,2776,765,108978459,5353629,4200479873,761,886,4,3,1,14,14,3415,3,4196868920,4105991063,147427865,249666655,249666655,1,3,1,12982666092,73389,73389,14,14,14,249666659,20,3,189847,1839932,2531773,34900,4196868920,1798797,106450743,2939
410924.96,33,253952,62,208762,13748663206,12,34668315,1357,16,16,920,1395,6,765,1907391,4,31,82011,17,151194917,1532,1,4,2751,259903091,8,1039612364,16,30,4,2776,765,115328179,5762767,4450197589,761,886,4,3,1,14,14,3415,3,4445963923,4339072646,155443384,263723239,263723239,1,3,1,13713608460,73389,73389,14,14,14,263723243,20,3,195528,1950934,2672751,36972,4445963923,1907391,112659703,2939
412938.30,35,253952,62,219978,14489084352,12,36069053,1438,16,16,920,1465,6,774,2017673,4,31,86403,17,153018903,1550,1,4,2751,273839734,8,1095358936,16,30,4,2776,774,121701120,6078040,4701198821,770,897,4,3,1,14,14,3415,3,4698559931,4573563459,163521675,277875080,277875080,1,3,1,14448652224,73389,73389,14,14,14,277858700,20,3,210214,2063688,2832639,39057,4698559931,2017673,118872985,2976
414945.69,46,253952,62,231182,15229322366,13,38543217,1523,17,17,920,1535,6,907,2123721,4,31,90786,17,175979037,1815,1,4,2751,287728588,8,1150849728,16,31,4,2776,907,127986419,6388497,4951537202,903,1043,4,3,1,14,14,3415,3,4948244996,4807917357,172567907,291991994,292008378,1,3,1,15183583720,73389,73389,14,14,14,291991998,20,3,220992,2172131,2974587,41117,4948244996,2123721,125016563,3487
416953.80,48,253952,62,243275,16024844768,13,39548208,1615,18,18,920,1617,6,1053,2239629,4,31,95508,17,201707333,2108,1,4,2751,302679949,8,1210655236,16,32,4,2776,1053,134882494,6558509,5224077982,1049,1207,4,3,1,14,14,3415,3,5219273660,5060514936,180618061,307158372,307174756,1,3,1,15972235376,73389,73389,14,14,14,307158376,20,3,227781,2290669,3126728,43377,5219273660,2239629,131760758,4072
418968.51,49,253952,62,255653,16840151816,13,42308655,1705,18,18,920,1693,6,1116,2362925,4,31,100349,17,213339482,2234,1,4,2751,318063029,8,1272252116,16,32,4,2776,1116,142223378,6967589,5497875511,1112,1273,4,3,1,14,14,3415,3,5492947034,5318544325,191089981,322744257,322760641,1,3,1,16782701396,73389,73389,14,14,14,322744261,20,3,239454,2416678,3295288,45623,5492947034,2362925,138933332,4325
420981.02,50,253952,62,267967,17652193642,13,44685560,1798,18,18,920,1767,6,1116,2488624,4,31,105175,17,214256498,2234,1,4,2751,333359773,8,1333439092,16,32,4,2776,1116,149587223,7326951,5775209905,1112,1273,4,3,1,14,14,3415,3,5770027249,5575917551,201170149,338258129,338258129,1,3,1,17589422740,73389,73389,14,14,14,338258133,20,3,247742,2545098,3463770,47910,5770027249,2488624,146128951,4325
422993.72,54,253952,62,280393,18471213520,13,46815257,1894,18,18,920,1850,7,1116,2621622,4,31,110023,17,215185580,2234,1,4,2751,348741142,8,1394835580,16,32,4,2776,1116,156968453,7831065,6056596704,1112,1273,4,3,1,14,14,3415,3,6051286426,5835427103,211169584,353905232,353905232,1,3,1,18402220128,73389,73389,14,14,14,353888852,20,3,256896,2680947,3621338,50241,6051286426,2621622,153352876,4325
425003.07,55,253952,62,292981,19299414376,13,48612227,1994,18,18,920,1936,8,1269,2748837,4,31,114939,17,241658647,2540,1,4,2751,364324133,8,1457296532,16,32,4,2776,1269,164221708,8180204,6342023898,1265,1454,4,3,1,14,14,3415,3,6336954015,6098398949,220479269,369679977,369679977,1,3,1,19222506868,73389,73389,14,14,14,369663597,20,3,266092,2810909,3787633,52605,6336954015,2748837,160439112,4917
427023.91,56,253952,62,305846,20147131918,14,51438388,2077,19,19,920,2013,8,1305,2874680,4,31,119958,17,249221689,2612,1,4,2751,380234072,8,1520936288,16,33,4,2776,1305,171567229,8471821,6631968950,1301,1511,4,3,1,14,14,3415,3,6627423058,6367259321,230978586,385832825,385849209,1,3,1,20063306932,73389,73389,14,14,14,385832829,20,3,273219,2939566,3960349,54995,6627423058,2874680,167613174,5082
429032.90,62,253952,62,318829,21003982608,14,53342389,2156,19,19,920,2093,8,1305,3008248,4,31,125044,17,250174903,2612,1,4,2751,396363405,8,1585453620,16,33,4,2776,1305,179248768,9041152,6931256848,1301,1511,4,3,1,14,14,3415,3,6925538184,6639149382,241079353,402175804,402192188,1,3,1,20913141840,73389,73389,14,14,14,402175808,20,3,278443,3076108,4109445,57447,6925538184,3008248,175145893,5082
431040.97,64,253952,62,331798,21858914316,14,55276296,2238,19,19,920,2178,8,1305,3144084,4,31,130104,17,250488619,2612,1,4,2751,412415556,8,1649532996,16,33,4,2776,1305,186817079,9392296,7231549922,1301,1511,4,3,1,14,14,3415,3,7225313749,6910737484,250964674,418476108,418476108,1,3,1,21759905680,73389,73389,14,14,14,418459728,20,3,282245,3214877,4274441,59930,7225313749,3144084,182549468,5082
433046.35,64,253952,62,341319,22485440564,17,58939966,2293,19,19,920,2236,8,1305,3210186,4,31,133786,17,250802335,2612,1,4,2751,424125941,8,1696503764,16,33,4,2776,1305,191071636,9392919,7445567907,1301,1511,4,3,1,14,14,3415,3,7439843749,7109406754,258880462,430435540,430435540,1,3,1,22382648112,73389,73389,14,14,14,430435544,20,3,287521,3282609,4365519,61699,7439843749,3210186,186713122,5082
435059.10,67,253952,62,353421,23283311240,17,60413548,2376,22,22,920,2313,8,1305,3325532,4,31,138549,17,251417701,2612,1,4,2751,439214884,8,1756794896,16,36,4,2776,1305,197636369,9840664,7728833415,1301,1511,4,3,1,14,14,3415,3,7721651578,7362656035,267309885,445640275,445640275,1,3,1,23173294332,73389,73389,14,14,14,445640279,20,3,298729,3401224,4519704,64021,7721651578,3325532,193123931,5082
437071.04,71,253952,62,365820,24100646108,17,63236814,2478,22,22,920,2399,8,1305,3450430,4,31,143390,17,251731417,2612,1,4,2751,454545086,8,1818115752,16,36,4,2776,1305,204569720,10223440,8020875783,1301,1511,4,3,1,14,14,3415,3,8014738245,7622543771,277420910,461189074,461189074,1,3,1,23981831880,73389,73389,14,14,14,461189078,20,3,302068,3528896,4665672,66457,8014738245,3450430,199911576,5082
439077.65,73,253952,62,378263,24919911346,17,65815283,2567,22,22,920,2474,8,1305,3575328,4,31,148237,17,251731417,2612,1,4,2751,469930959,8,1879594260,16,36,4,2776,1305,211919941,10643803,8306427336,1301,1511,4,3,1,14,14,3415,3,8299518288,7882350898,287775468,476793502,476826270,1,3,1,24793262136,73389,73389,14,14,14,476793506,20,3,303868,3656562,4809605,68801,8299518288,3575328,207118127,5082
441082.85,76,253952,62,389543,25662958216,18,67969551,2635,22,22,920,2543,8,1305,3676944,4,31,152615,17,252346783,2612,1,4,2751,483891753,8,1935502236,16,36,4,2776,1305,218013905,10868525,8567525669,1301,1511,4,3,1,14,14,3415,3,8560294085,8118563079,296236422,490972522,490972522,1,3,1,25530571176,73389,73389,14,14,14,490972526,20,3,309520,3760512,4925355,70953,8560294085,3676944,213096560,5082
443090.64,77,253952,62,399499,26319235422,20,70428805,2700,24,24,920,2610,8,1305,3758857,4,31,156527,17,252346783,2612,1,4,2751,496206353,8,1984825412,16,38,4,2776,1305,222746496,10969629,8802018738,1301,1511,4,3,1,14,14,3415,3,8794444327,8327154880,303509241,503447606,503480374,1,3,1,26179275544,73389,73389,14,14,14,503447610,20,3,327231,3844316,5049236,72898,8794444327,3758857,217705450,5082
445095.21,77,253952,62,408813,26933414384,22,73057053,2761,24,24,920,2670,8,1404,3826318,4,31,160118,17,269169927,2810,1,4,2751,507697982,8,2030727372,16,38,4,2776,1404,227001279,10989289,9019598503,1400,1583,4,3,1,14,14,3415,3,9011463650,8522260098,310419705,515169026,515169026,1,3,1,26788789384,73389,73389,14,14,14,515169030,20,3,332740,3913446,5132230,74695,9011463650,3826318,221877408,5361
447103.08,79,253952,62,419037,27606437936,22,73886307,2838,26,26,920,2731,8,1665,3914704,4,31,164136,17,314302231,3332,1,4,2751,520347714,8,2081326176,16,40,4,2776,1665,232747227,11266611,9256922652,1661,1863,4,3,1,14,14,3415,3,9248709294,8736658668,317264026,527965757,527965757,1,3,1,27454219396,73389,73389,14,14,14,527965761,20,3,349901,4003877,5276091,76638,9248709294,3914704,227479712,6292
449117.41,82,253952,62,430363,28352197812,22,75485161,2939,27,27,920,2805,8,1674,4028601,4,31,168535,17,318013962,3350,1,4,2751,534298039,8,2137127468,16,41,4,2776,1674,239496024,11728710,9530310084,1670,1875,4,3,1,14,14,3415,3,9522882605,8974296945,326059184,542114168,542130552,1,3,1,28189084800,73389,73389,14,14,14,542097788,20,3,361048,4120437,5426473,78892,9522882605,4028601,234078356,6331
451121.93,83,253952,62,440440,29016718590,24,78709266,3014,27,27,920,2868,8,1674,4109696,4,31,172432,17,319606674,3350,1,4,2751,546674482,8,2186697928,16,41,4,2776,1674,244733934,11876661,9774290479,1670,1875,4,3,1,14,14,3415,3,9765768765,9186021341,334649354,554734549,554734549,1,3,1,28846196580,73389,73389,14,14,14,554734553,20,3,372435,4203519,5533682,80902,9765768765,4109696,239209267,6331
453126.78,83,253952,62,449118,29588577158,25,80273239,3073,28,28,920,2924,8,1674,4167963,4,31,175820,17,321102858,3350,1,4,2751,557443860,8,2229775440,16,42,4,2776,1674,248732228,11877403,9983990088,1670,1875,4,3,1,14,14,3415,3,9975048389,9368129471,340209370,565608319,565608319,1,3,1,29411632620,73389,73389,14,14,14,565608323,20,3,376112,4263312,5613536,82633,9975048389,4167963,243127871,6331
455133.91,85,253952,62,458884,30231799224,26,81982298,3141,30,30,920,2986,8,1674,4246241,4,31,179637,17,321126990,3350,1,4,2751,569505989,8,2277959292,16,44,4,2776,1674,253518254,11969680,10224711033,1670,1875,4,3,1,14,14,3415,3,10216109005,9573151336,346764889,577825577,577825577,1,3,1,30046078068,73389,73389,14,14,14,577809197,20,3,388690,4343527,5737609,84626,10216109005,4246241,247790012,6331
457149.58,90,253952,62,471263,31048474936,27,83922602,3237,31,31,920,3060,8,1674,4374905,4,31,184433,17,322973088,3350,1,4,2751,584702207,8,2338808828,16,45,4,2776,1674,260433981,12369559,10528307351,1670,1875,4,3,1,14,14,3415,3,10519843149,9834108165,356030256,593271754,593271754,1,3,1,30848427304,73389,73389,14,14,14,593238990,20,3,396273,4475081,5881805,87142,10519843149,4374905,254561801,6331
