timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
390835.11,3,253952,62,18290,1203709094,3,5121721,0,120,10,10,1737,173,1,567,175408,0,19,7141,21,20,99755815,1136,1,0,4,1304,22589655,9,90100000,20,24,121,10,6289,567,0,0,11031703,692102,410235623,0,567,569,0,3,1,14,14,2034,0,3,410112827,381961431,16710934,22960400,22976784,1,3,1,0,1193940832,73389,73389,14,14,14,22960404,10,3,98056,179412,418934,3463,410112827,175408,10613191,2025
392844.06,5,253952,62,35702,2350794596,4,7475399,0,260,11,11,1737,267,1,576,329925,0,19,14003,21,20,103079264,1154,1,0,4,1304,44363898,9,177391056,20,25,121,10,6289,576,0,0,21624626,1110327,772424330,0,576,578,0,3,1,14,14,2034,0,3,771684460,742874208,30174659,45029587,45029587,1,3,1,0,2341538556,73389,73389,14,14,14,45029591,10,3,106144,337747,623099,6428,771684460,329925,21002314,2057
394859.20,7,253952,62,50889,3350795568,5,10603160,0,368,11,11,1737,386,3,585,470838,0,19,19989,21,20,106761052,1172,1,0,4,1304,63255465,9,253021860,20,25,121,10,6289,585,0,0,30908528,1646620,1093450884,0,585,588,0,3,1,14,14,2034,0,3,1093030975,1057923742,43111124,64256594,64256594,1,3,1,0,3341342920,73389,73389,14,14,14,64256598,10,3,115936,482087,809497,9139,1093030975,470838,30100132,2094
396869.99,10,253952,62,64837,4271141884,5,13036052,0,474,11,11,1737,460,3,585,602298,0,19,25488,21,20,109898212,1172,1,0,4,1304,80754822,9,323019288,20,25,121,10,6289,585,0,0,39597625,2064330,1377378561,0,585,588,0,3,1,14,14,2034,0,3,1377087592,1347453479,54648347,81957286,81957286,1,3,1,0,4261778904,73389,73389,14,14,14,81957290,10,3,122329,616661,960037,11470,1377087592,602298,38638985,2094
398875.30,12,253952,62,77021,5072805866,6,16381716,0,564,11,11,1737,557,3,585,711389,0,19,30287,21,20,110875558,1172,1,0,4,1304,95933685,9,383670004,20,25,121,10,6289,585,0,0,47121593,2308268,1629348168,0,585,588,0,3,1,14,14,2034,0,3,1628392488,1599949958,65756467,97369424,97369424,1,3,1,0,5063210080,73389,73389,14,14,14,97369428,10,3,131673,728425,1120972,13588,1628392488,711389,46002264,2094
400880.54,12,253952,62,86932,5726725186,8,19373844,0,639,12,12,1737,603,3,585,780133,0,19,34162,21,20,112420006,1172,1,0,4,1304,108277076,9,433043584,20,26,121,10,6289,585,0,0,52352396,2321067,1839005728,0,585,588,0,3,1,14,14,2034,0,3,1837216027,1806030690,73987637,109938494,109938494,1,3,1,0,5716801720,73389,73389,14,14,14,109938498,10,3,136597,798889,1215903,15284,1837216027,780133,51138342,2094
402894.38,12,253952,62,97650,6432959506,8,20989837,0,704,12,12,1737,686,4,594,870579,0,19,38415,21,20,116090868,1190,1,0,4,1304,121697328,9,486724772,20,26,121,10,6289,594,0,0,58869424,2557049,2060213993,0,594,596,0,3,1,14,14,2034,0,3,2058743175,2028564419,82333901,123500955,123500955,1,3,1,0,6421197724,73389,73389,14,14,14,123484575,10,3,140852,891477,1319858,17147,2058743175,870579,57551634,2131
404907.35,12,253952,62,109181,7191213114,8,21418080,0,791,13,13,1737,750,4,603,968032,0,19,42933,21,20,118509551,1208,1,0,4,1304,136073326,9,544228680,20,27,121,10,6289,603,0,0,66158630,2945836,2304173421,0,603,607,0,3,1,14,14,2034,0,3,2301925671,2267428135,90418231,138065443,138065443,1,3,1,0,7179403068,73389,73389,14,14,14,138065447,10,3,141745,991413,1430979,19145,2301925671,968032,64729955,2163
406915.96,13,253952,62,120095,7911938916,8,23624960,0,876,13,13,1737,826,4,621,1061571,0,19,47235,21,20,122750135,1244,1,0,4,1304,149663913,9,598655652,20,27,121,10,6289,621,0,0,73048633,3410983,2535113959,0,621,627,0,3,1,14,14,2034,0,3,2532764204,2494689454,99950704,151865028,151895637,1,3,1,0,7896981488,73389,73389,14,14,14,151865032,10,3,149514,1087312,1563823,21076,2532764204,1061571,71487346,2246
408924.95,16,253952,62,130407,8591341816,9,26218953,0,967,14,14,1737,887,6,621,1152557,0,19,51297,21,20,123992933,1244,1,0,4,1304,162577832,9,650246720,20,28,121,10,6289,621,0,0,79637179,3984737,2748288041,0,621,627,0,3,1,14,14,2034,0,3,2746316141,2708481647,109667004,164962704,164979088,1,3,1,0,8578060640,73389,73389,14,14,14,164962708,10,3,155722,1180599,1684211,22837,2746316141,1152557,77955722,2246
