timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
33927.37,0,0,0,18137,1193670020,0,0,0,0,1,1,5319,117,549,131380,29,1694,16,21,113102204,1100,1,0,15,15,0,14,95,549,0,0,0,1985792,7466,393081530,0,549,376,2,1,14,14,3596,1,393117892,351990712,1993683,26845123,26861507,1,2,1,1181185412,73389,73389,14,14,14,26845123,11,3,274174,133606,686788,3017,393117892,131380,1299092,1818
35934.02,1,253952,62,33310,2193634306,5,8000454,0,36,12,12,5319,119,675,254145,29,5163,27,38,140299886,1352,1,0,26,26,10,14,327,675,0,0,0,5477911,1143742,691748718,0,675,439,2,1,14,14,3596,1,695991088,645057095,16123279,49491624,49508008,1,2,1,2177631456,73389,73389,14,14,14,49491624,11,3,409880,258625,1113633,5329,695991088,254145,4364484,2207
37938.76,1,253952,62,42990,2831473662,10,14109545,0,67,12,12,5319,121,675,310227,29,7913,27,38,140565338,1352,1,0,26,26,10,14,327,675,0,0,0,7799176,1224932,882022278,0,675,439,2,1,14,14,3596,1,882244400,831538256,25790811,63996165,63996165,1,2,1,2815831260,73389,73389,14,14,14,63996165,11,3,411842,316031,1180534,6750,882244400,310227,6618886,2207
39942.57,1,253952,62,59641,3928553542,11,15615848,0,81,20,20,5319,123,675,395482,29,12566,27,38,140830790,1352,1,0,26,34,10,14,327,675,0,0,0,11182227,1430816,1200139980,0,675,439,2,1,14,14,3596,1,1202715440,1152248694,31682326,88926075,88942459,1,2,1,3912747300,73389,73389,14,14,14,88926075,11,3,440865,403311,1321299,9195,1202715440,395482,9861314,2207
41945.84,1,253952,62,81310,5356351234,11,15615848,0,83,20,20,5319,127,675,474453,29,18695,27,38,141361694,1352,1,0,26,34,10,14,327,675,0,0,0,15385638,1430895,1617248074,0,675,439,2,1,14,14,3596,1,1619786544,1569605102,40474854,121385704,121385704,1,2,1,5340250080,73389,73389,14,14,14,121369320,11,3,466894,484470,1455064,12377,1619786544,474453,13931120,2207
43956.32,1,253952,62,96184,6336708190,16,22733020,0,104,20,20,5319,129,675,551713,29,22862,27,38,141892598,1352,1,0,26,34,10,14,327,675,0,0,0,18624456,1697039,1906126330,0,675,439,2,1,14,14,3596,1,1906441008,1856198095,69909296,143647181,143663565,1,2,1,6320475964,73389,73389,14,14,14,143647181,11,3,487806,563618,1597388,14564,1906441008,551713,17027727,2207
45968.71,1,253952,62,109991,7246607330,16,26398772,0,139,21,21,5319,132,675,664759,29,26804,27,38,142423502,1352,1,0,26,35,10,14,327,675,0,0,0,22536529,2650452,2170759717,0,675,439,2,1,14,14,3596,1,2172255024,2122231283,78119198,164323728,164340112,1,2,1,7230244032,73389,73389,14,14,14,164323728,11,3,513498,678988,1794668,16592,2172255024,664759,20742659,2207
47978.89,1,253952,62,124187,8181734522,17,31119163,0,182,21,21,5319,134,675,791541,29,30773,27,38,142423502,1352,1,0,26,35,10,14,327,675,0,0,0,26553450,3502930,2442599610,0,675,439,2,1,14,14,3596,1,2445540144,2395577662,88834309,185592258,185592258,1,2,1,8165338456,73389,73389,14,14,14,185575874,11,3,534150,808169,1956677,18677,2445540144,791541,24597692,2207
49982.99,1,253952,62,134702,8874827342,19,34175176,0,217,21,21,5319,136,675,851608,29,33750,27,38,142942340,1352,1,0,26,35,10,14,327,675,0,0,0,28990286,3545570,2647549750,0,675,439,2,1,14,14,3596,1,2647915312,2598223622,94604589,201329473,201345857,1,2,1,8858496812,73389,73389,14,14,14,201329473,11,3,547945,869594,2056780,20221,2647915312,851608,26934513,2207
51989.86,1,253952,62,148049,9754049018,19,36368208,0,250,25,25,5319,138,675,954557,29,37504,27,38,143207792,1352,1,0,26,39,10,14,327,675,0,0,0,32535358,4311119,2903137762,0,675,439,2,1,14,14,3596,1,2904423216,2855228773,101632078,221330402,221330402,1,2,1,9738537688,73389,73389,14,14,14,221330402,11,3,568174,974637,2213570,22178,2904423216,954557,30322918,2207
