timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1157447.46,3,253952,62,35415,2330730900,2,5567670,198,15,15,1189,276,0,567,333197,0,30,13886,30,103532473,1136,1,0,4,6224,43974557,8,175898228,29,29,14,3613,567,0,0,20783613,614932,764600925,0,567,537,0,3,1,14,14,6831,3,764806489,736432281,26977405,44636815,44669583,1,3,1,2321114412,73389,73389,14,14,14,44636819,8,3,88448,340665,569697,6391,764806489,333197,20214628,2069
1159460.28,9,253952,62,76414,5034244180,2,9579927,405,18,18,1189,544,5,576,697128,0,30,30038,32,114059324,1154,1,0,4,6224,95157689,8,380501696,31,32,14,3745,576,0,0,45546169,1180842,1614233076,0,576,550,0,3,1,14,14,6831,3,1616116402,1587702747,56297739,96598932,96648084,1,3,1,5022292528,73389,73389,14,14,14,96582552,8,3,118117,713338,1081453,13464,1616116402,697128,44466249,2103
1161472.20,10,253952,62,116992,7706124694,6,16827146,619,19,19,1189,801,6,576,1062744,0,30,45963,33,116858636,1154,1,0,4,6224,145779527,8,582859672,32,33,14,3861,576,0,0,70053985,1820325,2458885252,0,576,550,0,3,1,14,14,6831,3,2458122410,2429038929,88768348,147999292,148015676,1,3,1,7695963216,73389,73389,14,14,14,147999296,8,3,146675,1087550,1569217,20446,2458122410,1062744,68487127,2103
1163476.75,12,253952,62,149088,9822406374,10,22441176,757,19,19,1189,1011,6,585,1309245,0,30,58598,33,118357797,1172,1,0,4,6224,185827203,8,743308812,32,33,14,3861,585,0,0,87090029,2089447,3127112356,0,585,559,0,3,1,14,14,6831,3,3124802086,3095270426,111646973,188706933,188706933,1,3,1,9812760548,73389,73389,14,14,14,188706937,8,3,159875,1340014,1859057,25992,3124802086,1309245,85233964,2138
1165486.85,22,253952,62,178899,11786163114,13,26255738,905,25,25,1189,1203,7,585,1533586,0,30,70372,33,118671513,1172,1,0,4,6224,223120683,8,892288928,32,39,14,3861,585,0,0,102468232,2259043,3748806453,0,585,559,0,3,1,14,14,6831,3,3746468025,3713945799,131029156,226419349,226468501,1,3,1,11773806180,73389,73389,14,14,14,226419353,8,3,185049,1570207,2153734,31159,3746468025,1533586,100318083,2138
1167499.63,25,253952,62,208214,13717727714,16,31691134,1079,25,25,1189,1393,14,594,1792359,2,30,81928,33,120113180,1190,1,0,4,6224,259730624,8,1038857964,32,39,14,3861,594,0,0,119476921,2655633,4361263785,0,592,568,2,3,1,14,14,6831,3,4358859000,4322327895,153727619,263547974,263597126,1,3,1,13704494680,73389,73389,14,14,14,263547978,8,3,198685,1835073,2471136,36229,4358859000,1792359,117009943,2167
1169511.14,39,253952,62,237990,15680948656,16,33527287,1246,26,26,1189,1586,15,612,2061113,4,30,93677,33,123366747,1226,1,0,4,6224,297001433,8,1187940988,32,40,14,3861,612,0,0,137238685,3036014,4982793677,0,608,588,4,3,1,14,14,6831,3,4980144099,4940537710,173659145,301319005,301319005,1,3,1,15668588292,73389,73389,14,14,14,301319009,8,3,210620,2112119,2806662,41386,4980144099,2061113,134436779,2231
1171523.52,40,253952,62,264441,17421946444,17,37098826,1417,26,26,1189,1753,15,612,2304308,4,30,104069,33,123366747,1226,1,0,4,6224,329950826,8,1319738480,32,40,14,3861,612,0,0,152852853,3423605,5538015463,0,608,588,4,3,1,14,14,6831,3,5533696953,5489187990,193219555,334772469,334772469,1,3,1,17408168420,73389,73389,14,14,14,334772473,8,3,222777,2360898,3106240,45970,5533696953,2304308,149751899,2231
1173527.93,41,253952,62,285045,18778774220,20,41663428,1548,26,26,1189,1888,15,621,2461227,6,30,112088,33,124808895,1244,1,0,4,6224,355556232,8,1422224928,32,40,14,3861,621,0,0,164008693,3597335,5969390534,0,615,595,6,3,1,14,14,6831,3,5964260428,5916376114,209079788,360841067,360857451,1,3,1,18763735516,73389,73389,14,14,14,360841071,8,3,240485,2521749,3295939,49557,5964260428,2461227,160718443,2265
1175532.38,42,253952,62,301204,19844461624,22,44642403,1610,29,29,1189,1991,15,630,2560848,6,30,118482,33,126307203,1262,1,0,4,6224,375795976,8,1503054620,32,43,14,3861,630,0,0,171328414,3598493,6312161290,0,624,600,6,3,1,14,14,6831,3,6306997205,6252632582,219400010,381304178,381304178,1,3,1,19827817288,73389,73389,14,14,14,381304182,8,3,256032,2623989,3437635,52409,6306997205,2560848,167896763,2290
1177542.15,43,253952,62,320389,21107778652,25,49449811,1716,32,32,1189,2112,15,648,2715157,6,30,126038,33,129618387,1298,1,0,4,6224,399616363,8,1598335956,32,46,14,3861,648,0,0,181252289,3711717,6725430391,0,642,611,6,3,1,14,14,6831,3,6719641545,6651345173,234222989,405527861,405544245,1,3,1,21087448804,73389,73389,14,14,14,405527865,8,3,282925,2781902,3661553,55832,6719641545,2715157,177597086,2342
