timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1043120.84,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
1045136.10,10,253952,62,54224,3571843724,3,7624568,248,23,23,263,397,0,576,523985,4,3,21284,38,110980172,1154,1,0,4,1044,67446086,10,269590340,37,37,0,14,3164,576,0,0,32330995,1137328,1154778299,0,572,537,4,3,1,14,14,1655,3,1156545168,1127822922,40994185,68458202,68490970,1,3,1,3558974568,73389,73389,14,14,14,68441822,10,3,130900,535272,894416,9630,1156545168,523985,31437657,2240
1047143.44,19,253952,62,96249,6340449192,8,17595525,482,26,26,263,668,0,585,945905,4,3,37825,38,116813349,1172,1,0,4,1044,119920638,10,479359768,37,40,0,14,3164,585,0,0,58924481,2370540,2026414369,0,581,544,4,3,1,14,14,1655,3,2027245447,1999028148,78984406,121746152,121746152,1,3,1,6329096000,73389,73389,14,14,14,121713388,10,3,156783,966328,1421117,16860,2027245447,945905,57505317,2271
1049150.84,26,253952,62,138216,9104650272,11,23155071,693,27,27,263,937,2,585,1366946,4,3,54359,38,118044081,1172,1,0,4,1044,172342013,10,689238932,37,41,0,14,3164,585,0,0,85487625,3408298,2898087953,0,581,544,4,3,1,14,14,1655,3,2898216557,2869429830,112147212,174899156,174915540,1,3,1,9094756144,73389,73389,14,14,14,174899160,10,3,170152,1396586,1932271,24076,2898216557,1366946,83558148,2271
1051163.02,38,253952,62,180521,11893102004,11,28186592,932,27,27,263,1211,4,585,1786553,4,3,71013,38,118671513,1172,1,0,4,1044,225186640,10,900552756,37,41,0,14,3164,585,0,0,112092609,4261604,3775718897,0,581,544,4,3,1,14,14,1655,3,3773999484,3747060610,144614334,228528567,228528567,1,3,1,11881781580,73389,73389,14,14,14,228495803,10,3,193624,1825608,2530998,31346,3773999484,1786553,109565267,2271
1053167.89,52,253952,62,211840,13956314464,16,34923353,1102,27,27,263,1416,4,585,2073678,4,3,83302,38,118671513,1172,1,0,4,1044,264173632,10,1056500644,37,41,0,14,3164,585,0,0,131051360,4570158,4428283121,0,581,544,4,3,1,14,14,1655,3,4425330063,4396698694,170520104,268186361,268219129,1,3,1,13945690804,73389,73389,14,14,14,268186365,10,3,206688,2119076,2897743,36761,4425330063,2073678,128157921,2271
1055172.89,56,253952,62,252726,16651468962,18,39414403,1263,36,36,263,1678,6,594,2395125,4,3,99461,38,120483071,1190,1,0,4,1044,315345520,10,1261382080,37,50,0,14,3164,594,0,0,152142026,4616515,5280902885,0,590,550,4,3,1,14,14,1655,3,5277284631,5245617050,196195084,319991115,320007499,1,3,1,16639538012,73389,73389,14,14,14,319991119,10,3,241387,2447854,3346203,43842,5277284631,2395125,148800929,2307
1057187.97,58,253952,62,296927,19563585716,26,50693850,1471,41,41,263,1963,7,648,2772379,4,3,116849,38,130055644,1298,1,0,4,1044,370471501,10,1481757016,37,55,0,14,3164,648,0,0,176228251,5272173,6210030195,0,644,606,4,3,1,14,14,1655,3,6207524112,6163613409,232283252,375934988,375934988,1,3,1,19547767440,73389,73389,14,14,14,375918608,10,3,276474,2833744,3818356,51560,6207524112,2772379,172415876,2496
1059201.40,66,253952,62,337412,22231799834,26,55543826,1692,41,41,263,2220,7,657,3154995,4,3,132760,38,132124606,1316,1,0,4,1044,420967658,10,1683547408,37,55,0,14,3164,657,0,0,200741135,6337121,7079015387,0,653,617,4,3,1,14,14,1655,3,7075388373,7005782102,262716102,427102925,427133534,1,3,1,22209352132,73389,73389,14,14,14,427102929,10,3,293650,3225114,4297790,58746,7075388373,3154995,196450141,2565
1061208.12,68,253952,62,377959,24901803082,27,59181411,1900,42,42,263,2483,7,765,3571454,4,3,148617,38,151595628,1532,1,0,4,1044,471190276,10,1884567024,37,56,0,14,3164,765,0,0,225286447,7398623,7983901892,0,761,727,4,3,1,14,14,1655,3,7978905290,7851946108,292001096,478107466,478123850,1,3,1,24861588264,73389,73389,14,14,14,478107470,10,3,309301,3650539,4803852,66247,7978905290,3571454,220490203,2964
