timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1033587.36,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1035590.76,253952,62,25002,1646241246,0,0,0,28,28,7066,118,675,116650,30,2843,43,80,140034434,1352,1,42,42,4,14,182,675,2306290,127,531340336,675,261,2,1,14,14,279,1,535821104,484994352,2536066,37063533,37063533,1,2,1,1630795452,73389,73389,14,14,14,37063533,5,3,470853,118655,762608,4107,535821104,116650,1543776,1526
1037597.79,253952,62,46236,3045530778,0,192031,28,28,28,7066,121,675,207706,30,8810,43,80,140565338,1352,1,42,42,4,14,182,675,6219145,168942,941105076,675,261,2,1,14,14,279,1,945158960,894138478,24485533,68859610,68859610,1,2,1,3029101944,73389,73389,14,14,14,68843226,5,3,495015,211809,925470,7230,945158960,207706,5293936,1526
1039608.14,253952,62,60068,3956802866,24,26735814,78,29,29,7066,123,675,349224,30,12682,43,80,140830790,1352,1,42,43,4,14,182,675,10340690,965329,1209686974,675,261,2,1,14,14,279,1,1211235120,1160522640,89452051,89571084,89587468,1,2,1,3941127696,73389,73389,14,14,14,89571084,5,3,504621,355726,1110052,9260,1211235120,349224,9231150,1526
1041622.27,253952,62,73393,4834848202,25,32336620,120,29,29,7066,126,675,471035,30,16483,43,80,141361694,1352,1,42,43,4,14,182,675,14358651,1901896,1464880186,675,261,2,1,14,14,279,1,1467480880,1417171633,101929083,109520702,109537086,1,2,1,4818910888,73389,73389,14,14,14,109520702,5,3,514736,479891,1247953,11215,1467480880,471035,13111341,1526
1043626.95,253952,62,88164,5808189498,25,35713798,155,30,30,7066,128,675,605413,30,20629,43,80,141627146,1352,1,42,44,4,14,182,675,18281564,2567197,1749044823,675,261,2,1,14,14,279,1,1751907120,1701662362,110474596,131645074,131661458,1,2,1,5792383256,73389,73389,14,14,14,131645074,5,3,526264,616657,1411891,13385,1751907120,605413,16870461,1526
1045637.28,253952,62,101719,6701308114,25,38777345,182,30,30,7066,130,675,730656,30,24428,43,80,141892598,1352,1,42,44,4,14,182,675,22387189,3769891,2009075814,675,261,2,1,14,14,279,1,2013002544,1962857972,118425147,151946948,151963332,1,2,1,6685665712,73389,73389,14,14,14,151946948,5,3,534920,744235,1565305,15377,2013002544,730656,20822790,1526
1047645.30,253952,62,115246,7592857174,26,42913810,225,31,31,7066,132,675,857598,30,28226,43,80,142423502,1352,1,42,45,4,14,182,675,26602258,5171772,2271467631,675,261,2,1,14,14,279,1,2273573680,2223441208,130583199,172197511,172213895,1,2,1,7576690484,73389,73389,14,14,14,172197511,5,3,551704,873417,1772355,17365,2273573680,857598,24830842,1526
1049659.96,253952,62,128568,8470440450,27,46456682,263,32,32,7066,135,675,972184,30,32040,43,80,142688954,1352,1,42,46,4,14,182,675,30513161,6593546,2525206146,675,261,2,1,14,14,279,1,2529819440,2479945910,140155466,192157480,192157480,1,2,1,8454929120,73389,73389,14,14,14,192157480,5,3,563361,990116,1943561,19320,2529819440,972184,28570735,1526
1051670.63,253952,62,142185,9367622298,27,49732907,296,32,32,7066,137,675,1083535,30,35871,43,80,142942340,1352,1,42,46,4,14,182,675,34627291,8091582,2790090807,675,261,2,1,14,14,279,1,2791570224,2742263599,150299919,212541274,212557658,1,2,1,9351816056,73389,73389,14,14,14,212541274,5,3,572252,1103619,2087802,21317,2791570224,1083535,32540748,1526
