timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
563562.29,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
565566.45,1,0,0,18374,1209202052,0,0,0,0,1,1,6276,117,0,558,122752,15,1716,13,0,114873386,1118,1,0,12,15,0,11,830,558,0,0,0,1987944,5337,398325267,0,558,347,2,1,14,14,410,1,398360772,356598026,1994013,27189187,27205571,1,2,1,1196324228,73389,73389,14,14,14,27189187,10,3,349431,124829,851822,3057,398360772,122752,1136212,1700
567575.81,1,253952,62,34549,2275364314,19,19844032,0,43,23,23,6276,119,0,675,240784,15,5501,35,20,140299886,1352,1,0,34,37,28,11,1089,675,0,0,0,5849836,848833,718371415,0,675,412,2,1,14,14,410,1,719977264,668998682,31494073,51355082,51355082,1,2,1,2258902712,73389,73389,14,14,14,51338698,10,3,489023,245274,1267563,5512,719977264,240784,4582498,2039
569581.37,1,253952,62,46598,3069254810,23,25959567,0,86,25,25,6276,121,0,675,329275,15,8896,35,20,140565338,1352,1,0,34,39,28,11,1089,675,0,0,0,9078895,1362418,951790784,0,675,412,2,1,14,14,410,1,951843632,901049760,41913770,69400282,69400282,1,2,1,3053612408,73389,73389,14,14,14,69400282,10,3,495542,335693,1382791,7281,951843632,329275,7696440,2039
571594.19,1,253952,62,57986,3819560558,23,27456180,0,116,26,26,6276,123,0,675,403148,15,12115,35,20,140830790,1352,1,0,34,40,28,11,1089,675,0,0,0,11955671,1492579,1170265548,0,675,412,2,1,14,14,410,1,1170996016,1120367222,46594881,86440025,86456409,1,2,1,3803361100,73389,73389,14,14,14,86440025,10,3,505822,411240,1489560,8953,1170996016,403148,10466560,2039
573605.42,1,253952,62,71821,4731560158,25,31895108,0,152,29,29,6276,125,0,675,515105,15,16010,35,20,141361694,1352,1,0,34,43,28,11,1089,675,0,0,0,15917474,2341644,1436211552,0,675,412,2,1,14,14,410,1,1437334320,1386977033,56467293,107171757,107188141,1,2,1,4715557308,73389,73389,14,14,14,107171757,10,3,515538,525563,1623633,10985,1437334320,515105,14294425,2039
575614.34,1,253952,62,85557,5636275338,28,36020478,0,197,32,32,6276,128,0,675,628174,15,19910,35,20,141627146,1352,1,0,34,46,28,11,1089,675,0,0,0,19982031,3231616,1699935672,0,675,412,2,1,14,14,410,1,1701706544,1651392419,66190168,127737934,127754318,1,2,1,5620469096,73389,73389,14,14,14,127737934,10,3,524548,640997,1780995,13002,1701706544,628174,18201757,2039
577622.29,1,253952,62,99139,6531163426,29,39211320,0,237,34,34,6276,130,1,675,736392,15,23743,35,20,141892598,1352,1,0,34,48,28,11,1089,675,0,0,0,23885299,4329518,1961296517,0,675,412,2,1,14,14,410,1,1962933040,1913053139,75121602,148072576,148088960,1,2,1,6515193344,73389,73389,14,14,14,148072576,10,3,535775,751512,1951311,14995,1962933040,736392,21934844,2039
579627.96,1,253952,62,110774,7298187470,32,43402310,0,277,34,34,6276,132,1,675,815404,15,27005,35,20,142423502,1352,1,0,34,48,28,11,1089,675,0,0,0,26717125,4511299,2187763170,0,675,412,2,1,14,14,410,1,2187328304,2137338469,82436234,165509409,165509409,1,2,1,7282413996,73389,73389,14,14,14,165509409,10,3,536359,832130,2033038,16707,2187328304,815404,24685040,2039
581636.31,1,253952,62,123967,8167051150,32,45082644,0,314,37,37,6276,134,1,675,910040,15,30713,35,20,142423502,1352,1,0,34,51,28,11,1089,675,0,0,0,30019227,4767879,2439545022,0,675,412,2,1,14,14,410,1,2441214768,2391294232,88010633,185258545,185258545,1,2,1,8151375980,73389,73389,14,14,14,185258545,10,3,545470,928779,2161727,18644,2441214768,910040,27858581,2039
583643.50,1,253952,62,138079,9097204222,33,48627570,0,366,39,39,6276,136,1,675,1034642,15,34677,35,20,142942340,1352,1,0,34,53,28,11,1089,675,0,0,0,33950290,5767473,2713098080,0,675,412,2,1,14,14,410,1,2712664880,2663188484,96889722,206399877,206399877,1,2,1,9081594588,73389,73389,14,14,14,206399877,10,3,558203,1055773,2319684,20715,2712664880,1034642,31631825,2039
585658.61,1,253952,62,152306,10034628482,35,53002987,0,413,39,39,6276,138,1,675,1164947,15,38669,35,20,143207792,1352,1,0,34,53,28,11,1089,675,0,0,0,38082417,6644412,2985897203,0,675,412,2,1,14,14,410,1,2986506778,2937216259,107107548,227707208,227707208,1,2,1,10018396256,73389,73389,14,14,14,227690824,10,3,561855,1188508,2485447,22805,2986506778,1164947,35598329,2039
587673.58,1,253952,62,166311,10957179378,35,56066313,0,459,40,40,6276,141,1,675,1292033,15,42644,35,20,144004148,1352,1,0,34,54,28,11,1089,675,0,0,0,42118189,7429702,3255460586,0,675,412,2,1,14,14,410,1,3255798736,3206804539,115275851,248660124,248676508,1,2,1,10941045456,73389,73389,14,14,14,248660124,10,3,572080,1317991,2659886,24862,3255798736,1292033,39459799,2039
589680.22,1,253952,62,181255,11941592950,36,58992397,0,503,41,41,6276,143,1,675,1441588,15,46831,35,20,144004148,1352,1,0,34,55,28,11,1089,675,0,0,0,46323280,8225705,3541589532,0,675,412,2,1,14,14,410,1,3543108560,3494576923,123666146,271048799,271048799,1,2,1,11925426260,73389,73389,14,14,14,271032415,10,3,584557,1470018,2848991,27054,3543108560,1441588,43475920,2039
591684.94,1,253952,62,194062,12785690638,38,63981214,0,560,41,41,6276,145,1,675,1538956,15,50433,35,20,144535052,1352,1,0,34,55,28,11,1089,675,0,0,0,49750124,8716153,3790348743,0,675,412,2,1,14,14,410,1,3789917136,3741256264,133154723,290228369,290244753,1,2,1,12770048236,73389,73389,14,14,14,290228369,10,3,594231,1569478,2977182,28937,3789917136,1538956,46774683,2039
593695.96,1,253952,62,205504,13539535330,39,66458496,0,582,43,43,6276,147,1,675,1605874,15,53669,35,20,144800504,1352,1,0,34,57,28,11,1089,675,0,0,0,52332982,8906777,4008815596,0,675,412,2,1,14,14,410,1,4009855952,3961622611,138556074,307366416,307366416,1,2,1,13524122304,73389,73389,14,14,14,307366416,10,3,606094,1637940,3074264,30615,4009855952,1605874,49260552,2039
595699.90,1,253952,62,217431,14325430434,41,69779404,0,625,43,43,6276,149,1,675,1675876,15,57024,35,20,145065956,1352,1,0,34,57,28,11,1089,675,0,0,0,55129166,9202909,4240519178,0,675,412,2,1,14,14,410,1,4239494096,4191376181,145251109,325231392,325231392,1,2,1,14309460352,73389,73389,14,14,14,325215008,10,3,609104,1709431,3167121,32367,4239494096,1675876,51963991,2039
597704.38,1,253952,62,228068,15026518646,41,70963160,0,647,43,43,6276,151,1,675,1724795,15,60036,35,20,145596860,1352,1,0,34,57,28,11,1089,675,0,0,0,57321956,9203045,4445994088,0,675,412,2,1,14,14,410,1,4444359632,4396343531,148630843,341148831,341165215,1,2,1,15010548564,73389,73389,14,14,14,341148831,10,3,613055,1759600,3220111,33930,4444359632,1724795,54103871,2039
599710.77,1,253952,62,241247,15894730274,42,73163622,0,683,48,48,6276,153,1,675,1813669,15,63745,35,20,145596860,1352,1,0,34,62,28,11,1089,675,0,0,0,60647564,9746387,4698293708,0,675,412,2,1,14,14,410,1,4697852880,4650092955,154765245,360887616,360904000,1,2,1,15879055104,73389,73389,14,14,14,360887616,10,3,631674,1850430,3350509,35864,4697852880,1813669,57299203,2039
601717.50,1,253952,62,255500,16834123922,42,77383348,0,727,48,48,6276,155,1,675,1933195,15,67739,35,20,146127764,1352,1,0,34,62,28,11,1089,675,0,0,0,64628955,11171092,4972497230,0,675,412,2,1,14,14,410,1,4972579792,4924787381,166066078,382241940,382241940,1,2,1,16818645360,73389,73389,14,14,14,382241940,10,3,642124,1973176,3502973,37960,4972579792,1933195,61128267,2039
603725.69,1,253952,62,269674,17768074774,44,81622294,0,780,49,49,6276,158,1,675,2049020,15,71769,35,20,146658668,1352,1,0,34,63,28,11,1089,675,0,0,0,68646221,12419126,5245652679,0,675,412,2,1,14,14,410,1,5245340624,5197738414,176798751,403459159,403475543,1,2,1,17752202996,73389,73389,14,14,14,403459159,10,3,659070,2091267,3690663,40041,5245340624,2049020,64957978,2039
605730.26,1,253952,62,281541,18549772266,47,85778490,0,823,49,49,6276,160,1,675,2117011,15,75115,35,20,146658668,1352,1,0,34,63,28,11,1089,675,0,0,0,71478130,12569576,5475931276,0,675,412,2,1,14,14,410,1,5473668048,5426268889,184024884,421236182,421236182,1,2,1,18534392008,73389,73389,14,14,14,421236182,10,3,661046,2160965,3756938,41783,5473668048,2117011,67723720,2039
607741.37,1,253952,62,294320,19391343510,48,87493566,0,856,53,53,6276,162,1,675,2218027,15,78713,35,20,146924120,1352,1,0,34,67,28,11,1089,675,0,0,0,74712831,13136807,5719192425,0,675,412,2,1,14,14,410,1,5718776651,5672274607,189863631,440360567,440376951,1,2,1,19375864948,73389,73389,14,14,14,440360567,10,3,672685,2263775,3910381,43657,5718776651,2218027,70805096,2039
609752.48,1,253952,62,308620,20333817350,49,92335751,0,899,54,54,6276,164,1,675,2338543,15,82724,35,20,147455024,1352,1,0,34,68,28,11,1089,675,0,0,0,78720958,14153852,5996022355,0,675,412,2,1,14,14,410,1,5994027851,5947712992,199409531,461780427,461796811,1,2,1,20318338788,73389,73389,14,14,14,461780427,10,3,686404,2386638,4084021,45757,5994027851,2338543,74639717,2039
611762.46,1,253952,62,322474,21246072478,52,97612465,0,944,58,58,6276,168,1,675,2455620,15,86718,35,20,147985928,1352,1,0,34,72,28,11,1089,675,0,0,0,82644254,15351546,6260175001,0,675,412,2,1,14,14,410,1,6260266345,6214385458,212062157,482524669,482524669,1,2,1,21230364540,73389,73389,14,14,14,482508285,10,3,700050,2505940,4232839,47795,6260266345,2455620,78414339,2039
613774.09,1,253952,62,336274,22155098948,52,103682722,0,990,59,59,6276,171,1,675,2571207,15,90693,35,20,148516832,1352,1,0,34,73,28,11,1089,675,0,0,0,86744889,16627277,6524745626,0,675,412,2,1,14,14,410,1,6525104138,6479960605,224570059,503193024,503193024,1,2,1,22140493056,73389,73389,14,14,14,503193024,10,3,722893,2623834,4442605,49822,6525104138,2571207,82305329,2039
615781.38,1,253952,62,350485,23091474632,55,109210808,0,1034,60,60,6276,173,1,675,2686833,15,94681,35,20,148782284,1352,1,0,34,74,28,11,1089,675,0,0,0,90725110,17568323,6796589490,0,675,412,2,1,14,14,410,1,6798782474,6753790737,236464767,524467587,524467587,1,2,1,23076573828,73389,73389,14,14,14,524467587,10,3,740809,2741792,4634727,51910,6798782474,2686833,86093559,2039
617786.76,1,253952,62,360043,23721584048,58,113539508,0,1063,60,60,6276,175,1,675,2740525,15,97393,35,20,149313188,1352,1,0,34,74,28,11,1089,675,0,0,0,92994877,17579499,6985547344,0,675,412,2,1,14,14,410,1,6983200778,6937949545,243277939,538789745,538789745,1,2,1,23706748780,73389,73389,14,14,14,538789745,10,3,744345,2796701,4696748,53317,6983200778,2740525,88301394,2039
619790.59,1,253952,62,370229,24392689540,58,115339713,0,1099,60,60,6276,177,1,675,2808225,15,100277,35,20,149844092,1352,1,0,34,74,28,11,1089,675,0,0,0,95432890,17584653,7181191487,0,675,412,2,1,14,14,410,1,7178361667,7134060801,247534652,554043632,554043632,1,2,1,24377919808,73389,73389,14,14,14,554043632,10,3,749551,2865771,4787802,54812,7178361667,2808225,90648437,2039
621795.37,1,253952,62,380355,25059492500,58,117192511,0,1141,60,60,6276,179,1,675,2871912,15,103148,35,20,149844092,1352,1,0,34,74,28,11,1089,675,0,0,0,97784465,17584788,7374994493,0,675,412,2,1,14,14,410,1,7373265731,7328995327,251743652,569197500,569197500,1,2,1,25043969104,73389,73389,14,14,14,569181116,10,3,755457,2930810,4858764,56299,7373265731,2871912,92929124,2039
623800.21,1,253952,62,390616,25734788988,59,119464446,0,1181,61,61,6276,183,1,675,2944891,15,106165,35,20,150640448,1352,1,0,34,75,28,11,1089,675,0,0,0,100395141,17622358,7571455345,0,675,412,2,1,14,14,410,1,7568713607,7526306699,256703211,584551850,584551850,1,2,1,25720281400,73389,73389,14,14,14,584551850,10,3,759291,3005176,4955054,57804,7568713607,2944891,95443603,2039
625740.32,1,253952,62,400982,26415782060,61,120838331,2,1203,67,67,6276,191,1,675,3015525,15,109422,42,20,158511825,1359,1,1038,41,88,28,34,1123,675,606,1038,1576,103449104,18238356,7767512048,8,675,412,2,1,14,14,410,1,7763869224,7725268584,325313254,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,10,3,784716,3077282,5130431,59330,7763869224,3015525,98322300,2039
