timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
223272.44,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
225276.14,3,0,0,19690,1295978332,0,0,0,0,1,1,5594,117,0,594,127629,74,1838,8,770,122489018,1190,1,0,7,15,0,6,1084,594,0,0,0,1986970,472,426504336,0,594,429,2,1,14,14,2151,1,426934468,382218740,1990601,29134565,29150949,1,2,1,1281920860,73389,73389,14,14,14,29134565,16,3,375090,129748,810480,3275,426934468,127629,1176571,1877
227280.27,3,253952,62,40278,2652678222,1,1000065,0,1,26,26,5594,120,0,675,242060,74,7118,33,801,140299886,1352,1,0,32,40,11,6,1200,675,0,0,0,6305582,31219,825874681,0,675,471,2,1,14,14,2151,1,830208816,779339540,10880399,59916993,59933377,1,2,1,2636347692,73389,73389,14,14,14,59916993,16,3,467086,246914,1099348,6353,830208816,242060,5206469,2129
229284.36,3,253952,62,55821,3676878762,22,22639523,0,52,26,26,5594,123,0,675,331920,74,11522,33,801,140830790,1352,1,0,32,40,11,6,1200,675,0,0,0,9911568,486718,1125907335,0,675,471,2,1,14,14,2151,1,1129315120,1078682274,91335011,83210662,83210662,1,2,1,3661269128,73389,73389,14,14,14,83210662,16,3,485014,338866,1252272,8635,1129315120,331920,8659668,2129
231297.65,3,253952,62,67340,4436300630,25,25943458,0,69,29,29,5594,125,0,675,395650,74,14775,33,801,141361694,1352,1,0,32,43,11,6,1200,675,0,0,0,12511074,646661,1350141479,0,675,471,2,1,14,14,2151,1,1351351088,1300684895,97580170,100467271,100483655,1,2,1,4420559924,73389,73389,14,14,14,100467271,16,3,495705,404087,1337283,10329,1351351088,395650,11174273,2129
233307.21,3,253952,62,82267,5419334638,25,28676651,0,105,31,31,5594,127,0,675,505756,74,18956,33,801,141361694,1352,1,0,32,45,11,6,1200,675,0,0,0,16524667,1807085,1636411735,0,675,471,2,1,14,14,2151,1,1638136624,1588054272,106470563,122800761,122817145,1,2,1,5403233484,73389,73389,14,14,14,122800761,16,3,512322,516553,1535828,12517,1638136624,505756,14989458,2129
235314.32,3,253952,62,97991,6455662646,27,33816765,0,147,33,33,5594,130,0,675,628090,74,23422,33,801,141892598,1352,1,0,32,47,11,6,1200,675,0,0,0,20725495,2726162,1939071520,0,675,471,2,1,14,14,2151,1,1941044016,1891050081,117720310,146362607,146362607,1,2,1,6439233812,73389,73389,14,14,14,146346223,16,3,527199,641343,1713015,14828,1941044016,628090,19013244,2129
237318.59,3,253952,62,111400,7339478458,30,39346806,0,196,33,33,5594,132,0,675,720169,74,27176,33,801,142423502,1352,1,0,32,47,11,6,1200,675,0,0,0,24100532,3192985,2199500859,0,675,471,2,1,14,14,2151,1,2199255856,2149379553,127507788,166449330,166449330,1,2,1,7323770520,73389,73389,14,14,14,166449330,16,3,532962,735286,1841114,16798,2199255856,720169,22260294,2129
239322.92,3,253952,62,122328,8059106742,31,42122085,0,229,33,33,5594,134,0,675,772961,74,30264,33,801,142423502,1352,1,0,32,47,11,6,1200,675,0,0,0,26439289,3195012,2409183096,0,675,471,2,1,14,14,2151,1,2409757488,2359720078,132645299,182788879,182805263,1,2,1,8042710676,73389,73389,14,14,14,182788879,16,3,537567,789485,1916051,18404,2409757488,772961,24524219,2129
241332.45,3,253952,62,135879,8952228666,31,44060712,0,264,35,35,5594,136,0,675,880652,74,34073,33,801,142942340,1352,1,0,32,49,11,6,1200,675,0,0,0,29933985,3782844,2670265406,0,675,471,2,1,14,14,2151,1,2670197552,2620809240,138978129,203104978,203104978,1,2,1,8936619032,73389,73389,14,14,14,203104978,16,3,551588,899112,2064937,20391,2670197552,880652,27870154,2129
