timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
11658.88,5,253952,62,61131,4027034736,2,4536801,0,260,21,21,719,437,0,567,552944,0,6,24019,33,108551929,1136,1,0,4,774,76127005,8,304378612,32,35,0,11,356,567,0,0,35371907,231901,1299906895,0,567,543,0,3,1,14,14,1359,3,1300305576,1270754440,39967947,77247330,77263714,1,3,1,4016861192,73389,73389,14,14,14,77247334,9,3,125471,565215,903401,10827,1300305576,552944,34469705,2297
13668.14,15,253952,62,119892,7897111606,2,6996509,0,492,24,24,719,822,2,594,1089100,0,6,47095,35,117639650,1190,1,0,4,774,149276175,8,596975444,34,38,0,11,387,594,0,0,69368051,1039392,2516925757,0,594,570,0,3,1,14,14,1359,3,2517356382,2489152739,77289170,151671023,151703791,1,3,1,7885189292,73389,73389,14,14,14,151638259,9,3,146314,1113303,1557726,20939,2517356382,1089100,67812691,2397
15679.12,16,253952,62,163515,10772085866,12,18292942,0,698,27,27,719,1104,2,612,1438815,2,6,64316,35,121810233,1226,1,0,4,774,203835554,8,815277796,34,41,0,11,387,612,0,0,92966628,1102151,3428316096,0,610,589,2,3,1,14,14,1359,3,3427854899,3394591315,112448805,206940549,206973317,1,3,1,10760908580,73389,73389,14,14,14,206940553,9,3,162064,1471223,1967563,28495,3427854899,1438815,91000300,2455
17691.33,19,253952,62,207474,13667651472,13,21550259,0,917,28,28,719,1386,2,639,1883368,6,6,81595,35,127447292,1280,1,0,4,774,258698659,8,1034665420,34,42,0,11,387,639,0,0,119577959,2400871,4359820546,0,633,629,6,3,1,14,14,1359,3,4358626949,4307766831,143596018,262517941,262534325,1,3,1,13650080996,73389,73389,14,14,14,262501561,9,3,186668,1925207,2529466,36231,4358626949,1883368,117052608,2563
19700.48,21,253952,62,252288,16621543012,17,28776879,0,1137,34,34,719,1673,3,711,2321560,6,6,99089,35,141127331,1424,1,0,4,774,314214978,8,1256666112,34,48,0,11,387,711,0,0,146147123,3954720,5321839673,0,705,705,6,3,1,14,14,1359,3,5319792453,5240665698,179039937,319086751,319150128,1,3,1,16590807148,73389,73389,14,14,14,319053987,9,3,220354,2372963,3122128,44225,5319792453,2321560,143030008,2843
21713.29,22,253952,62,288141,18982433216,21,36213085,0,1319,34,34,719,1902,7,792,2667644,6,6,113233,35,156257667,1586,1,0,4,774,358966425,8,1435671836,34,48,0,11,387,792,0,0,167414439,4943145,6107011491,0,786,790,6,3,1,14,14,1359,3,6103720906,5987981043,208628587,364265509,364298277,1,3,1,18940954532,73389,73389,14,14,14,364249129,9,3,235837,2726745,3552003,50718,6103720906,2667644,163868157,3160
23719.84,25,253952,62,324013,21345624474,23,40061576,0,1514,35,35,719,2131,7,900,3028186,6,6,127256,35,176479194,1802,1,0,4,774,403397460,8,1613525176,34,49,0,11,387,900,0,0,188693312,5788215,6914918189,0,894,916,6,3,1,14,14,1359,3,6911123476,6736938803,234705539,409363618,409380002,1,3,1,21285204232,73389,73389,14,14,14,409330854,9,3,256364,3095100,3996133,57436,6911123476,3028186,184702636,3568
25724.26,26,253952,62,357654,23561823134,26,44163849,0,1651,35,35,719,2344,7,1017,3324020,6,6,140330,35,197157011,2036,1,0,4,774,444936222,8,1779421912,34,49,0,11,387,1017,0,0,206276391,5816245,7698856167,0,1011,1020,6,3,1,14,14,1359,3,7693398033,7441666603,256330921,451544104,451544104,1,3,1,23480293440,73389,73389,14,14,14,451544108,9,3,268103,3397602,4361992,63918,7693398033,3324020,201920493,3934
27735.44,27,253952,62,394604,25996268008,26,46267485,0,1816,43,43,719,2578,7,1386,3696238,6,6,154738,35,262719927,2774,1,0,4,774,490552046,8,1962014224,34,57,0,11,387,1386,0,0,227161506,6667461,8581968641,0,1380,1342,6,3,1,14,14,1359,3,8576193096,8217014800,280257279,497779186,497811954,1,3,1,25882813768,73389,73389,14,14,14,497746422,9,3,301564,3779829,4842912,71211,8576193096,3696238,222326438,5348
29745.51,29,253952,62,438199,28868476890,28,52341803,0,2009,43,43,719,2854,7,1395,4158888,6,6,171716,35,269188577,2792,1,0,4,774,544418687,8,2177481052,34,57,0,11,387,1395,0,0,252698139,7769768,9611333706,0,1389,1349,6,3,1,14,14,1359,3,9603639126,9130661640,312987844,552398114,552447266,1,3,1,28724701960,73389,73389,14,14,14,552398118,9,3,312607,4255290,5380739,79703,9603639126,4158888,247326098,5379
