timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
543546.17,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
545550.79,0,0,18119,1192490372,0,0,0,0,1,1,5220,117,549,125095,32,1692,16,0,113102204,1100,1,0,15,15,14,2035,549,0,0,0,1971968,17104,392424910,0,549,367,2,1,14,14,3665,1,392855748,351692794,1989512,26812355,26828739,1,2,1,1179743620,73389,73389,14,14,14,26812355,9,3,344844,127214,800088,3015,392855748,125095,1171968,3042
547556.58,253952,62,34403,2265796058,9,9870644,0,45,28,28,5220,119,675,245592,32,5462,43,42,140299886,1352,1,0,42,42,14,2225,675,0,0,0,5728460,1154336,714561985,0,675,444,2,1,14,14,3665,1,717224752,666161103,22498174,51125706,51142090,1,2,1,2249531064,73389,73389,14,14,14,51125706,9,3,484097,249992,1237739,5491,717224752,245592,4490945,3672
549562.89,253952,62,48198,3174908766,24,27734948,0,90,29,29,5220,122,675,354748,32,9404,43,42,140830790,1352,1,0,42,43,14,2225,675,0,0,0,9721226,2171386,979470108,0,675,444,2,1,14,14,3665,1,982776624,931931868,51848040,71785869,71802253,1,2,1,3158578236,73389,73389,14,14,14,71785869,9,3,490099,361456,1385153,7517,982776624,354748,8335417,3672
551569.24,253952,62,62244,4100205558,24,31408513,0,128,29,29,5220,124,675,465737,32,13337,43,42,141096242,1352,1,0,42,43,14,2225,675,0,0,0,13798154,3488117,1249739324,0,675,444,2,1,14,14,3665,1,1252916016,1202391113,61712887,92825023,92841407,1,2,1,4084301012,73389,73389,14,14,14,92825023,9,3,508248,474666,1547918,9578,1252916016,465737,12250711,3672
553573.82,253952,62,74973,4938925986,26,36203235,0,179,29,29,5220,126,675,553614,32,16910,43,42,141361694,1352,1,0,42,43,14,2225,675,0,0,0,17126579,3993451,1497971593,0,675,444,2,1,14,14,3665,1,1498020656,1447671684,70569048,111892064,111892064,1,2,1,4923250816,73389,73389,14,14,14,111892064,9,3,511764,564393,1656954,11448,1498020656,553614,15470218,3672
555588.50,253952,62,85926,5660723574,27,38619888,0,197,32,32,5220,128,675,621718,32,20011,43,42,141627146,1352,1,0,42,46,14,2225,675,0,0,0,19692518,4153855,1707523342,0,675,444,2,1,14,14,3665,1,1708915504,1658598576,75863958,128301023,128301023,1,2,1,5644524116,73389,73389,14,14,14,128284639,9,3,518722,633973,1758705,13057,1708915504,621718,17934505,3672
557594.89,253952,62,100008,6588645114,28,42977873,0,242,32,32,5220,130,675,752362,32,23963,43,42,141892598,1352,1,0,42,46,14,2225,675,0,0,0,23788040,5055166,1980561100,0,675,444,2,1,14,14,3665,1,1979972400,1929862424,84795587,149378978,149395362,1,2,1,6572675032,73389,73389,14,14,14,149378978,9,3,528107,766951,1932786,15125,1979972400,752362,21856098,3672
559599.58,253952,62,112213,7393024678,29,46029717,0,299,32,32,5220,132,675,846083,32,27398,43,42,142423502,1352,1,0,42,46,14,2225,675,0,0,0,27167149,5590261,2215297106,0,675,444,2,1,14,14,3665,1,2215246640,2165024179,93006109,167667779,167667779,1,2,1,7377382276,73389,73389,14,14,14,167667779,9,3,534790,862676,2056077,16920,2215246640,846083,25112034,3672
561606.01,253952,62,121865,8028763574,31,48318032,0,310,35,35,5220,134,675,908070,32,30140,43,42,142423502,1352,1,0,42,49,14,2225,675,0,0,0,29638049,5724325,2401515258,0,675,444,2,1,14,14,3665,1,2400844592,2350834462,97974451,182117135,182117135,1,2,1,8013153940,73389,73389,14,14,14,182117135,9,3,541275,926016,2143591,18336,2400844592,908070,27495517,3672
