timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
170093.60,3,249856,61,26018,1712367314,19,21094643,175,29,29,820,211,0,567,245488,0,30,10164,39,714,102905041,1136,1,0,4,1179,32215886,9,128669836,38,43,9,9,42288,567,0,0,14897724,917853,570696541,0,567,417,0,3,1,14,14,1786,3,571553966,542057065,36528448,32742919,32742919,1,3,1,1702631820,73389,73389,14,14,14,32742923,9,3,139369,251088,572229,4779,571553966,245488,14326064,4999
172098.58,3,253952,62,47556,3132364080,22,25288404,260,29,29,820,355,0,576,404776,0,30,18646,39,714,108738218,1154,1,0,4,1179,59062502,9,236120648,38,43,9,9,42288,576,0,0,25850643,1116985,1019438600,0,576,423,0,3,1,14,14,1786,3,1020724176,989419061,52249150,60004946,60037714,1,3,1,3120257224,73389,73389,14,14,14,60004950,9,3,151818,414407,792547,8521,1020724176,404776,25059073,5028
174106.25,4,253952,62,68068,4481971684,25,29136301,369,33,33,820,491,0,576,536700,0,30,26742,39,714,110294732,1154,1,0,4,1179,84711566,9,338781684,38,47,9,9,42288,576,0,0,35645794,1217861,1444356973,0,576,423,0,3,1,14,14,1786,3,1444745607,1413797243,65984772,86002419,86018803,1,3,1,4471273852,73389,73389,14,14,14,85986039,9,3,169770,549774,973692,12050,1444745607,536700,34673458,5028
176110.34,4,253952,62,89589,5900226906,27,32417642,490,33,33,820,625,0,576,685115,0,30,35183,39,714,113106110,1154,1,0,4,1179,111538114,9,446152456,38,47,9,9,42288,576,0,0,46487081,1347321,1891994894,0,576,423,0,3,1,14,14,1786,3,1891717985,1860584700,80233158,113260572,113276956,1,3,1,5889549776,73389,73389,14,14,14,113260576,9,3,179306,702140,1153423,15756,1891717985,685115,45335421,5028
178124.38,4,253952,62,109515,7214567574,29,35291504,597,36,36,820,757,0,576,818370,0,30,43086,39,714,115302122,1154,1,0,4,1179,136568466,9,546144716,38,50,9,9,42288,576,0,0,56156590,1519001,2302425147,0,576,423,0,3,1,14,14,1786,3,2301277420,2274253585,92932581,138548327,138564711,1,3,1,7204513036,73389,73389,14,14,14,138548331,9,3,195364,838938,1340115,19157,2301277420,818370,54818607,5028
180132.62,10,253952,62,132255,8713929846,30,37810253,764,37,37,820,898,1,576,1001456,0,30,52034,39,714,116858636,1154,1,0,4,1179,164952532,9,659745476,38,51,9,9,42288,576,0,0,68963418,1898673,2776422769,0,576,423,0,3,1,14,14,1786,3,2774541949,2746304135,108604147,167370708,167387092,1,3,1,8703276848,73389,73389,14,14,14,167370712,9,3,206059,1026661,1561402,23070,2774541949,1001456,67404619,5028
182138.23,15,253952,62,154261,10161737818,30,40395682,910,38,38,820,1046,1,585,1187379,0,30,60683,39,714,118357797,1172,1,0,4,1179,192383082,9,769532328,38,52,9,9,42288,585,0,0,81660287,2193787,3233360390,0,585,434,0,3,1,14,14,1786,3,3232795617,3202487064,124166754,195209222,195209222,1,3,1,10150879576,73389,73389,14,14,14,195209226,9,3,214574,1217239,1788766,26881,3232795617,1187379,79874558,5056
184142.74,15,253952,62,175449,11558696782,34,45543533,1031,39,39,820,1179,2,603,1330697,0,30,68996,39,714,121669072,1208,1,0,4,1179,218775180,9,875036000,38,53,9,9,42288,603,0,0,92125070,2302100,3678274914,0,603,449,0,3,1,14,14,1786,3,3675875975,3642348293,139892116,222075874,222075874,1,3,1,11547945480,73389,73389,14,14,14,222075878,9,3,230897,1364402,1990288,30553,3675875975,1330697,90138206,5114
186146.60,15,253952,62,194139,12790804222,35,47188658,1114,41,41,820,1301,2,603,1440216,0,30,76365,39,714,121669072,1208,1,0,4,1179,242165081,9,968531132,38,55,9,9,42288,603,0,0,100271853,2326313,4070168641,0,603,449,0,3,1,14,14,1786,3,4067526456,4030661292,149700156,245733865,245733865,1,3,1,12778161012,73389,73389,14,14,14,245733869,9,3,247308,1477059,2151204,33803,4067526456,1440216,98124398,5114
188156.13,16,253952,62,213931,14094142922,37,50489416,1217,44,44,820,1432,3,603,1588323,0,30,84179,39,714,121693204,1208,1,0,4,1179,266855175,9,1067356260,38,58,9,9,42288,603,0,0,110849869,2568767,4485435344,0,603,449,0,3,1,14,14,1786,3,4483296107,4441366669,163803131,270758205,270774589,1,3,1,14078574724,73389,73389,14,14,14,270741825,9,3,268451,1629180,2382394,37256,4483296107,1588323,108471598,5114
190160.52,17,253952,62,234441,15444850186,37,51737951,1322,44,44,820,1561,3,603,1744889,0,30,92226,39,714,122296504,1208,1,0,4,1179,292445670,9,1169718048,38,58,9,9,42288,603,0,0,121812957,2784728,4915923672,0,603,449,0,3,1,14,14,1786,3,4913164436,4867177149,176225808,296714274,296714274,1,3,1,15429142280,73389,73389,14,14,14,296714278,9,3,279135,1789952,2593094,40818,4913164436,1744889,119224380,5114
192167.14,17,253952,62,252062,16607943934,40,56096286,1371,47,47,820,1670,3,630,1852856,0,30,99172,39,714,127047076,1262,1,0,4,1179,314450992,9,1257610168,38,61,9,9,42288,630,0,0,129575862,2814435,5290894363,0,630,459,0,3,1,14,14,1786,3,5286404192,5233788584,188371132,319050750,319050750,1,3,1,16590639032,73389,73389,14,14,14,319050754,9,3,290377,1900862,2739947,43904,5286404192,1852856,126840719,5175
194178.59,18,253952,62,274350,18075861968,40,57804845,1495,47,47,820,1818,3,630,2032982,0,30,107939,39,714,127047076,1262,1,0,4,1179,342233112,9,1368738876,38,61,9,9,42288,630,0,0,141647496,3060874,5759374928,0,630,459,0,3,1,14,14,1786,3,5754722040,5696382152,202399263,347230725,347247109,1,3,1,18055997732,73389,73389,14,14,14,347230729,9,3,296773,2085642,2946950,47796,5754722040,2032982,138705777,5175
196186.26,20,253952,62,294061,19374321178,41,60333692,1605,47,47,820,1949,3,648,2191017,0,30,115712,39,714,130074676,1298,1,0,4,1179,366825143,9,1467235988,38,61,9,9,42288,648,0,0,152193936,3276244,6175768762,0,648,472,0,3,1,14,14,1786,3,6171365246,6105695504,215668428,372174860,372191244,1,3,1,19353092752,73389,73389,14,14,14,372174864,9,3,304124,2247868,3147723,51253,6171365246,2191017,149051844,5233
198190.73,20,253952,62,311214,20502912540,41,61476492,1699,47,47,820,2052,5,657,2317643,0,30,122372,39,714,131897769,1316,1,0,4,1179,388078039,9,1552312156,38,61,9,9,42288,657,0,0,160658236,3398789,6548343378,0,657,479,0,3,1,14,14,1786,3,6542436720,6462502438,225389618,393796090,393796090,1,3,1,20477396712,73389,73389,14,14,14,393796094,9,3,321770,2377762,3324383,54317,6542436720,2317643,157339811,5262
200197.24,20,253952,62,325734,21459952278,44,65199846,1789,49,49,820,2144,5,657,2411686,0,30,128122,39,714,132211485,1316,1,0,4,1179,406212164,9,1624783996,38,63,9,9,42288,657,0,0,167552254,3440984,6862669276,0,657,479,0,3,1,14,14,1786,3,6856506183,6764942546,236040533,412129725,412129725,1,3,1,21430745732,73389,73389,14,14,14,412129729,9,3,342358,2474311,3474064,56928,6856506183,2411686,164084402,5262
202204.97,22,253952,62,343077,22602386256,44,65428344,1864,50,50,820,2259,10,756,2550360,0,30,134915,39,714,149418075,1514,1,0,4,1179,427748779,9,1710930420,38,64,9,9,42288,756,0,0,177282754,3536353,7237998909,0,756,554,0,3,1,14,14,1786,3,7231762274,7126162774,246085354,434000145,434000145,1,3,1,22568007572,73389,73389,14,14,14,434000149,9,3,350988,2616519,3654134,60041,7231762274,2550360,173635175,5607
204213.19,23,253952,62,360703,23765994124,44,67098717,1982,50,50,820,2370,10,774,2699664,0,30,141862,39,714,153356606,1550,1,0,4,1179,449757787,9,1798966608,38,64,9,9,42288,774,0,0,187535099,3810217,7620656143,0,774,572,0,3,1,14,14,1786,3,7614327151,7493777414,258252455,456289628,456289628,1,3,1,23727060688,73389,73389,14,14,14,456289632,9,3,358066,2769673,3839839,63197,7614327151,2699664,183702163,5676
206221.63,26,253952,62,378276,24922219200,44,68664302,2104,50,50,820,2483,10,774,2852578,0,30,148709,39,714,153682388,1550,1,0,4,1179,471453944,9,1885815776,38,64,9,9,42288,774,0,0,197643957,4051894,8003000352,0,774,572,0,3,1,14,14,1786,3,7997886761,7859593970,270134337,478410570,478410570,1,3,1,24876497704,73389,73389,14,14,14,478394190,9,3,364843,2926379,4020773,66374,7997886761,2852578,193630430,5676
208227.01,28,253952,62,393900,25952391786,44,70902999,2235,50,50,820,2583,10,855,2996812,0,30,154852,39,714,167483319,1712,1,0,4,1179,490969766,9,1963749972,38,64,9,9,42288,855,0,0,206584163,4250199,8353497761,0,855,657,0,3,1,14,14,1786,3,8346901802,8185680605,280785410,498104077,498104077,1,3,1,25900560068,73389,73389,14,14,14,498087697,9,3,369733,3074072,4175667,69259,8346901802,2996812,202416059,5968
210240.25,28,253952,62,411331,27101204868,45,73508322,2329,51,51,820,2691,11,891,3155574,0,30,161672,39,714,174442681,1784,1,0,4,1179,512590861,9,2050298708,38,65,9,9,42288,891,0,0,216634984,4504573,8743623762,0,891,693,0,3,1,14,14,1786,3,8736564174,8549758792,294359775,520019331,520035715,1,3,1,27041005244,73389,73389,14,14,14,520019335,9,3,377637,3236819,4361387,72482,8736564174,3155574,212281504,6109
212253.41,28,253952,62,427669,28177072152,45,75280803,2451,51,51,820,2794,11,936,3314428,0,30,168023,39,714,183179620,1874,1,0,4,1179,532765035,9,2130865852,38,65,9,9,42288,936,0,0,226198487,4805272,9127012396,0,936,743,0,3,1,14,14,1786,3,9118826526,8892110275,305972134,540481171,540481171,1,3,1,28105020924,73389,73389,14,14,14,540481175,9,3,385227,3399422,4554119,75643,9118826526,3314428,221652605,6278
214265.27,29,253952,62,441869,29113052722,46,77791508,2547,51,51,820,2885,13,945,3458924,0,30,173560,39,714,184947069,1892,1,0,4,1179,550312260,9,2201249040,38,65,9,9,42288,945,0,0,234555731,5008889,9466257649,0,945,752,0,3,1,14,14,1786,3,9457927673,9190049962,317029100,558278452,558294836,1,3,1,29030479536,73389,73389,14,14,14,558278456,9,3,391552,3547307,4722770,78462,9457927673,3458924,229840500,6308
216269.64,29,253952,62,455461,30006337564,46,79217095,2618,51,51,820,2965,13,1206,3581124,2,30,178804,39,714,228653753,2414,1,0,4,1179,566999626,9,2267998504,38,65,9,9,42288,1206,0,0,241847674,5107771,9790798905,0,1204,946,2,3,1,14,14,1786,3,9783125463,9474295405,325741437,575253103,575302255,1,3,1,29913161388,73389,73389,14,14,14,575253107,9,3,404913,3672595,4888458,81158,9783256535,3581163,236968005,7194
218274.75,29,253952,62,466768,30751655228,48,82830809,2661,52,52,820,3038,13,1287,3658298,2,30,183174,39,714,244571861,2576,1,0,4,1179,580861514,9,2323316692,38,66,9,9,42288,1287,0,0,246636336,5114999,10070916754,0,1285,987,2,3,1,14,14,1786,3,10062516183,9712877494,334245375,589360110,589360110,1,3,1,30646725752,73389,73389,14,14,14,589360114,9,3,424574,3751881,5009084,83483,10062516183,3658298,241636233,7420
219332.24,29,253952,62,475224,31307823122,48,83681124,2699,58,58,820,3127,13,1431,3734470,6,30,186584,46,714,275922566,2871,1,1228,4,1179,591599349,9,2366397396,45,79,9,38,42322,1431,1228,110,251657751,5221622,10260341448,8,1425,1134,6,3,1,14,14,1786,3,10251231462,9888340551,391545681,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,9,3,435607,3829973,5119114,85020,10251231462,3734470,246547805,7924
