timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
67127.15,0,0,19303,1270615900,0,0,0,0,1,1,5720,117,0,585,125855,16,1802,6,0,120717836,1172,1,0,5,15,4,908,585,0,0,0,1983991,103,416805012,0,585,321,2,1,14,14,451,1,418676932,374701726,1985122,28561125,28577509,1,2,1,1256689500,73389,73389,14,14,14,28561125,12,3,365081,127951,847449,3212,418676932,125855,1136646,1620
69136.15,253952,62,36343,2393466802,19,21106473,0,46,25,25,5720,120,0,675,253187,16,6052,30,15,140299886,1352,1,0,29,39,4,1051,675,0,0,0,6023988,681943,752453535,0,675,346,2,1,14,14,451,1,754318128,703555549,36993878,54037740,54037740,1,2,1,2376939664,73389,73389,14,14,14,54021356,12,3,503071,257762,1271961,5774,754318128,253187,4752276,1855
71151.44,253952,62,51365,3383523086,20,26871147,0,85,26,26,5720,122,0,675,368993,16,10253,30,15,140830790,1352,1,0,29,40,4,1051,675,0,0,0,10303351,1743293,1041476718,0,675,346,2,1,14,14,451,1,1043725104,992933051,50305547,76528593,76544977,1,2,1,3367258092,73389,73389,14,14,14,76528593,12,3,513483,376039,1446720,7982,1043725104,368993,8857023,1855
73156.27,253952,62,64008,4216607418,24,32662429,0,136,26,26,5720,124,0,675,448257,16,13809,30,15,141096242,1352,1,0,29,40,4,1051,675,0,0,0,13498398,2235798,1286436326,0,675,346,2,1,14,14,451,1,1286863664,1236438166,60630046,95464562,95480946,1,2,1,4200440728,73389,73389,14,14,14,95464562,12,3,517043,457146,1565757,9837,1286863664,448257,11933143,1855
75163.56,253952,62,75643,4983100558,24,34241426,0,163,28,28,5720,126,0,675,528234,16,17093,30,15,141361694,1352,1,0,29,42,4,1051,675,0,0,0,16448682,2584126,1508582894,0,675,346,2,1,14,14,451,1,1510996784,1460556040,65361489,112897521,112897521,1,2,1,4966770028,73389,73389,14,14,14,112881137,12,3,524426,538890,1670863,11547,1510996784,528234,14778425,1855
77168.61,253952,62,88566,5834534970,25,36546168,0,219,28,28,5720,128,0,675,637660,16,20727,30,15,141627146,1352,1,0,29,42,4,1051,675,0,0,0,20092474,3266441,1758925282,0,675,346,2,1,14,14,451,1,1759509296,1709417429,72701595,132251282,132251282,1,2,1,5819056408,73389,73389,14,14,14,132251282,12,3,533424,652333,1823940,13443,1759509296,637660,18269268,1855
79177.72,253952,62,99552,6558495246,26,39222583,0,244,29,29,5720,130,0,675,696887,16,23834,30,15,141892598,1352,1,0,29,43,4,1051,675,0,0,0,22568761,3331257,1971618347,0,675,346,2,1,14,14,451,1,1971190576,1921098413,77959165,148701201,148701201,1,2,1,6542852844,73389,73389,14,14,14,148701201,12,3,539969,712982,1899008,15058,1971190576,696887,20669582,1855
81188.67,253952,62,114002,7510799486,26,41093291,0,291,30,30,5720,132,0,675,805693,16,27899,30,15,142423502,1352,1,0,29,44,4,1051,675,0,0,0,26552990,3951938,2248983476,0,675,346,2,1,14,14,451,1,2249325360,2199460128,83989444,170334053,170350437,1,2,1,7494698332,73389,73389,14,14,14,170334053,12,3,542367,824237,2042485,17180,2249325360,805693,24511477,1855
83195.57,253952,62,128226,8448027138,26,44002589,0,332,31,31,5720,135,0,675,923470,16,31947,30,15,142688954,1352,1,0,29,45,4,1051,675,0,0,0,30706853,4811170,2522795766,0,675,346,2,1,14,14,451,1,2523265840,2473427048,93010421,191633192,191649576,1,2,1,8431860448,73389,73389,14,14,14,191633192,12,3,553543,944479,2211327,19270,2523265840,923470,28495639,1855
85206.52,253952,62,142540,9391153030,27,47426482,0,375,31,31,5720,137,0,675,1036494,16,35945,30,15,142942340,1352,1,0,29,45,4,1051,675,0,0,0,34857665,5757580,2796217881,0,675,346,2,1,14,14,451,1,2798779184,2749113175,102462604,213071595,213087979,1,2,1,9375150180,73389,73389,14,14,14,213071595,12,3,562254,1059901,2371511,21372,2798779184,1036494,32487408,1855
87215.95,253952,62,156396,10303673610,28,51010221,0,420,32,32,5720,139,0,675,1147475,16,39830,30,15,143473244,1352,1,0,29,46,4,1051,675,0,0,0,38956693,6752038,3063975790,0,675,346,2,1,14,14,451,1,3064564688,3015832873,111791774,233821870,233821870,1,2,1,10288162280,73389,73389,14,14,14,233821870,12,3,570844,1173248,2529481,23403,3064564688,1147475,36428612,1855
89224.26,253952,62,169434,11162910114,28,53138707,0,472,33,33,5720,141,0,675,1260398,16,43494,30,15,144004148,1352,1,0,29,47,4,1051,675,0,0,0,42812149,7380537,3316551505,0,675,346,2,1,14,14,451,1,3315698640,3266943455,118749719,253337312,253353696,1,2,1,11146841728,73389,73389,14,14,14,253337312,12,3,572131,1288410,2644564,25319,3315698640,1260398,40169109,1855
91228.81,253952,62,180333,11880903306,31,57919308,0,501,33,33,5720,143,0,675,1307919,16,46584,30,15,144004148,1352,1,0,29,47,4,1051,675,0,0,0,44990864,7387650,3525440010,0,675,346,2,1,14,14,451,1,3525282768,3476795257,125728616,269666510,269682894,1,2,1,11865326440,73389,73389,14,14,14,269666510,12,3,572289,1337139,2688456,26918,3525282768,1307919,42304027,1855
93242.66,253952,62,194367,12805944570,31,59493567,0,549,36,36,5720,145,0,675,1417543,16,50516,30,15,144535052,1352,1,0,29,50,4,1051,675,0,0,0,48990932,8200412,3794664975,0,675,346,2,1,14,14,451,1,3795684304,3747224260,132500554,290693154,290693154,1,2,1,12789777880,73389,73389,14,14,14,290676770,12,3,585281,1449913,2839047,28981,3795684304,1417543,46153634,1855
95250.52,253952,62,209754,13819921494,33,64617895,0,586,38,38,5720,148,0,675,1532781,16,54878,30,15,145065956,1352,1,0,29,52,4,1051,675,0,0,0,53324718,9176150,4092480570,0,675,346,2,1,14,14,451,1,4091907024,4043600930,144016273,313741063,313741063,1,2,1,13804606772,73389,73389,14,14,14,313741063,12,3,596706,1567706,3017748,31241,4091907024,1532781,50308783,1855
97255.08,253952,62,223246,14708911342,34,67959180,0,637,38,38,5720,150,0,675,1630769,16,58665,30,15,145331408,1352,1,0,29,52,4,1051,675,0,0,0,56859814,9716994,4352269819,0,675,346,2,1,14,14,451,1,4351429584,4303495969,151123108,333928249,333944633,1,2,1,14692842956,73389,73389,14,14,14,333928249,12,3,601980,1667885,3158591,33221,4351429584,1630769,53703264,1855
99268.10,253952,62,234480,15448859094,36,71468565,0,660,39,39,5720,152,0,675,1695619,16,61841,30,15,145596860,1352,1,0,29,53,4,1051,675,0,0,0,59452587,9881279,4568107747,0,675,346,2,1,14,14,451,1,4567698384,4519779609,158161193,350765351,350765351,1,2,1,15433675444,73389,73389,14,14,14,350765351,12,3,604034,1734232,3239518,34871,4567698384,1695619,56215200,1855
101280.59,253952,62,248570,16377304922,36,73457246,0,700,41,41,5720,154,0,675,1810381,16,65795,30,15,145862312,1352,1,0,29,55,4,1051,675,0,0,0,63517876,10697613,4839172123,0,675,346,2,1,14,14,451,1,4838624208,4791196112,165526911,371851498,371867882,1,2,1,16361465912,73389,73389,14,14,14,371851498,12,3,606351,1851415,3367350,36938,4838624208,1810381,60152806,1855
103290.63,253952,62,262389,17287990494,37,77242521,0,752,42,42,5720,156,0,675,1930468,16,69672,30,15,146127764,1352,1,0,29,56,4,1051,675,0,0,0,67563242,11308653,5107087957,0,675,346,2,1,14,14,451,1,5104831440,5057491310,174291967,392552621,392569005,1,2,1,17272315324,73389,73389,14,14,14,392552621,12,3,614944,1973919,3531381,38969,5104831440,1930468,64034269,1855
105298.34,253952,62,275894,18177832310,38,82114785,0,795,43,43,5720,159,0,675,2042935,16,73522,30,15,146658668,1352,1,0,29,57,4,1051,675,0,0,0,71657462,12455835,5365158529,0,675,346,2,1,14,14,451,1,5365009360,5317533329,185074411,412780767,412780767,1,2,1,18162353748,73389,73389,14,14,14,412780767,12,3,625156,2089664,3691521,40954,5365009360,2042935,67968474,1855
