timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
41419.51,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
43426.54,24576,6,22308,1468625454,0,0,0,1,10,10,5678,117,675,124343,13,2099,25,21,139503530,1352,1,0,24,24,14,210,675,0,0,0,1989114,7777,483128970,0,675,276,2,1,14,14,285,1,484475076,433004026,1997587,33008937,33041705,1,2,1,1452393228,73389,73389,14,14,14,33008937,5,3,422408,126390,836079,3714,484475076,124343,1153121,1708
45438.97,253952,62,37189,2449175710,6,8512364,0,43,10,10,5678,120,675,242054,13,6277,25,21,140299886,1352,1,0,24,24,14,210,675,0,0,0,5956826,895095,770410062,0,675,276,2,1,14,14,285,1,770702128,719812985,14419377,55305341,55305341,1,2,1,2433435004,73389,73389,14,14,14,55305341,5,3,458586,246419,1068670,5899,770702128,242054,4888357,1708
47446.86,253952,62,51654,3402462990,7,11973758,0,89,12,12,5678,122,675,352450,13,10331,25,21,140830790,1352,1,0,24,26,14,210,675,0,0,0,10023339,1931903,1049069637,0,675,276,2,1,14,14,285,1,1049230128,998484345,24867997,76970961,76970961,1,2,1,3386722284,73389,73389,14,14,14,76970961,5,3,466874,359222,1237858,8024,1049230128,352450,8785814,1708
49451.12,253952,62,63580,4188292558,10,16875931,0,137,12,12,5678,124,675,427886,13,13694,25,21,141096242,1352,1,0,24,26,14,210,675,0,0,0,12904490,2187516,1278811039,0,675,276,2,1,14,14,285,1,1278737200,1228182213,33217873,94835937,94835937,1,2,1,4172781228,73389,73389,14,14,14,94835937,5,3,472419,436301,1335270,9775,1278737200,427886,11569643,1708
51461.14,253952,62,76267,5024260474,10,18477923,0,162,14,14,5678,126,675,509236,13,17266,25,21,141361694,1352,1,0,24,28,14,210,675,0,0,0,15959952,2481135,1522194889,0,675,276,2,1,14,14,285,1,1522924336,1472603783,38311648,113821058,113837442,1,2,1,5008126552,73389,73389,14,14,14,113821058,5,3,487057,519476,1460235,11638,1522924336,509236,14500247,1708
53472.25,253952,62,90862,5985801982,11,21741366,0,204,14,14,5678,128,675,619611,13,21366,25,21,141627146,1352,1,0,24,28,14,210,675,0,0,0,19973930,2987376,1802572937,0,675,276,2,1,14,14,285,1,1803680560,1753605021,46325731,135677253,135693637,1,2,1,5969799132,73389,73389,14,14,14,135677253,5,3,487493,632371,1580747,13780,1803680560,619611,18393858,1708
55483.36,253952,62,105455,6947477870,11,24649265,0,244,15,15,5678,131,675,731698,13,25503,25,21,142158050,1352,1,0,24,29,14,210,675,0,0,0,24102301,3457481,2082025986,0,675,276,2,1,14,14,285,1,2085223216,2034866721,54068417,157523097,157539481,1,2,1,6931016268,73389,73389,14,14,14,157523097,5,3,497925,746896,1727315,15928,2085223216,731698,22375798,1708
57490.08,253952,62,119817,7893749490,12,27839345,0,283,15,15,5678,133,675,844615,13,29528,25,21,142423502,1352,1,0,24,29,14,210,675,0,0,0,28161530,3932219,2360691160,0,675,276,2,1,14,14,285,1,2360998704,2311400444,61916515,179043420,179059804,1,2,1,7877910480,73389,73389,14,14,14,179043420,5,3,500739,862388,1873313,18032,2360998704,844615,26289172,1708
59498.02,253952,62,134142,8837861730,13,30176332,0,325,16,16,5678,136,675,955115,13,33591,25,21,142688954,1352,1,0,24,30,14,210,675,0,0,0,32205715,4538403,2638309735,0,675,276,2,1,14,14,285,1,2637167408,2587388367,69199954,200504240,200504240,1,2,1,8822186560,73389,73389,14,14,14,200504240,5,3,509344,975290,2022765,20139,2637167408,955115,30184047,1708
