timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
432482.31,0,0,16041,1055775660,0,0,0,0,1,1,5741,117,486,123959,2,24,1498,7,0,100173026,974,1,0,6,15,0,5,3818,486,0,0,0,1979241,9770,346155744,0,484,410,2,2,1,14,14,655,1,347766980,311338551,1990019,23752865,23752865,1,2,1,1045126060,73389,73389,14,14,14,23752865,16,3,304658,125965,826453,2671,347766980,123959,1152872,1675
434493.87,253952,62,32398,2133600022,21,22055765,0,40,28,28,5741,119,675,248537,2,24,4930,34,13,140299886,1352,1,0,33,42,4,5,3989,675,0,0,0,5354044,1270807,674300106,0,673,517,2,2,1,14,14,655,1,678558512,627501589,37926407,48125719,48142103,1,2,1,2117531636,73389,73389,14,14,14,48125719,16,3,492322,252767,1303995,5196,678558512,248537,4050247,2195
436504.66,253952,62,45361,2987655874,22,27444031,0,75,29,29,5741,121,675,366259,2,24,8563,34,13,140565338,1352,1,0,33,43,4,5,3989,675,0,0,0,9656345,3871688,925801211,0,673,517,2,2,1,14,14,655,1,927857456,877170694,52159738,67536824,67553208,1,2,1,2971620256,73389,73389,14,14,14,67536824,16,3,505092,374231,1506743,7098,927857456,366259,8149900,2195
438512.46,253952,62,58431,3848989530,23,32261773,0,111,30,30,5741,123,675,481514,2,24,12252,34,13,140830790,1352,1,0,33,44,4,5,3989,675,0,0,0,13594617,6045293,1175860002,0,673,517,2,2,1,14,14,655,1,1179515696,1128988614,65263240,87117802,87134186,1,2,1,3833183288,73389,73389,14,14,14,87117802,16,3,519282,493664,1677397,9018,1179515696,481514,11917620,2195
440517.98,253952,62,70319,4632594182,24,36884478,0,165,30,30,5741,125,675,591926,2,24,15635,34,13,141361694,1352,1,0,33,44,4,5,3989,675,0,0,0,17209705,7672127,1407037629,0,673,517,2,2,1,14,14,655,1,1408629552,1358081092,75927297,104931467,104931467,1,2,1,4616984548,73389,73389,14,14,14,104931467,16,3,527579,606017,1817887,10766,1408629552,591926,15392315,2195
442526.40,253952,62,80135,5279080982,28,42647858,0,194,30,30,5741,127,675,645236,2,24,18374,34,13,141361694,1352,1,0,33,44,4,5,3989,675,0,0,0,19769011,7754214,1596916080,0,673,517,2,2,1,14,14,655,1,1597111088,1547057655,86949287,119626583,119626583,1,2,1,5263569652,73389,73389,14,14,14,119626583,16,3,528354,660576,1884103,12204,1597111088,645236,17885499,2195
444531.70,253952,62,91663,6038827222,31,46740911,0,246,33,33,5741,129,675,724511,2,24,21629,34,13,141892598,1352,1,0,33,47,4,5,3989,675,0,0,0,22750218,8116453,1819320703,0,673,517,2,2,1,14,14,655,1,1819278128,1769148908,94552966,136893543,136893543,1,2,1,6023315892,73389,73389,14,14,14,136893543,16,3,536671,741500,1991444,13899,1819278128,724511,20759472,2195
446543.88,253952,62,103226,6800601770,31,48261111,0,272,36,36,5741,130,675,805144,2,24,24838,34,13,141892598,1352,1,0,33,50,4,5,3989,675,0,0,0,25718704,8586803,2040415529,0,673,517,2,2,1,14,14,655,1,2041838384,1991878766,99487626,154187238,154203622,1,2,1,6784238472,73389,73389,14,14,14,154187238,16,3,544349,823941,2109458,15597,2041838384,805144,23609054,2195
448560.56,253952,62,116636,7684217666,32,52021340,0,305,37,37,5741,133,675,924882,2,24,28659,34,13,142423502,1352,1,0,33,51,4,5,3989,675,0,0,0,29761063,10421714,2298340663,0,673,517,2,2,1,14,14,655,1,2300050224,2250171828,110085303,174284312,174284312,1,2,1,7668509728,73389,73389,14,14,14,174284312,16,3,555541,945909,2282144,17567,2300050224,924882,27479834,2195
450566.32,253952,62,129065,8503277294,32,54938106,0,367,37,37,5741,135,675,1018144,2,24,32161,34,13,142688954,1352,1,0,33,51,4,5,3989,675,0,0,0,33117712,11158097,2533848715,0,673,517,2,2,1,14,14,655,1,2539387696,2489583299,116034023,192900793,192900793,1,2,1,8487634892,73389,73389,14,14,14,192900793,16,3,559187,1041087,2391469,19393,2539387696,1018144,30727262,2195
452572.08,253952,62,139764,9208187418,36,59499632,0,397,38,38,5741,136,675,1076937,2,24,35134,34,13,142942340,1352,1,0,33,52,4,5,3989,675,0,0,0,35658941,11296628,2745488546,0,673,517,2,2,1,14,14,655,1,2745432880,2695672152,125583092,208918695,208918695,1,2,1,9192422580,73389,73389,14,14,14,208918695,16,3,566069,1101176,2469552,20965,2745432880,1076937,33190498,2195
454586.33,253952,62,150657,9926028714,36,61131972,0,427,39,39,5741,138,675,1137759,2,24,38213,34,13,143207792,1352,1,0,33,53,4,5,3989,675,0,0,0,38153738,11323922,2954637491,0,673,517,2,2,1,14,14,655,1,2954623792,2905481365,129617423,225237542,225237542,1,2,1,9909730952,73389,73389,14,14,14,225221158,16,3,570237,1163369,2536920,22561,2954623792,1137759,35618020,2195
