timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
167979.93,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
169989.57,5,253952,62,26339,1733706020,4,6332754,0,149,14,14,803,215,1,567,237546,0,25,10282,20,102892975,1136,1,0,4,4727,32634689,11,130280200,19,28,1,5,1759,567,0,0,15003284,526528,573045888,0,567,446,0,3,1,14,14,5346,3,574472110,548617389,21694219,33166744,33166744,1,3,1,1723818752,73389,73389,14,14,14,33150364,8,3,79329,242660,436236,4799,574472110,237546,14567588,1916
171994.55,5,253952,62,46511,3062937812,7,11192935,0,247,14,14,803,358,1,567,401268,0,25,18256,20,105740551,1136,1,0,4,4727,57849320,11,231267928,19,28,1,5,1759,567,0,0,26201414,731072,995698979,0,567,446,0,3,1,14,14,5346,3,995818606,967128133,38098638,58725279,58725279,1,3,1,3053714540,73389,73389,14,14,14,58725283,8,3,86627,410248,651206,8320,995818606,401268,25551163,1916
174002.18,5,253952,62,66548,4383599762,10,14888684,0,335,18,18,803,489,1,576,535944,0,25,26171,20,109993082,1154,1,0,4,4727,82891925,11,331438404,19,32,1,5,1759,576,0,0,35689688,827243,1413653964,0,576,453,0,3,1,14,14,5346,3,1413551564,1382848317,51181976,84109623,84142391,1,3,1,4373700428,73389,73389,14,14,14,84109627,8,3,109758,548296,848933,11793,1413551564,535944,34842073,1942
176007.03,5,253952,62,88292,5816143730,11,17287336,0,444,18,18,803,629,2,576,699508,0,25,34701,20,112804460,1154,1,0,4,4727,109945435,11,439781740,19,32,1,5,1759,576,0,0,46843235,978946,1862261392,0,576,453,0,3,1,14,14,5346,3,1862124279,1834003980,65067482,111664847,111664847,1,3,1,5806572076,73389,73389,14,14,14,111664851,8,3,119564,715814,1054256,15518,1862124279,699508,45790713,1942
178019.34,6,253952,62,107811,7101313584,14,21205103,0,572,22,22,803,751,2,576,834926,0,25,42401,20,114360974,1154,1,0,4,4727,134393513,11,537444940,19,36,1,5,1759,576,0,0,56252038,1105959,2269335046,0,576,453,0,3,1,14,14,5346,3,2268320459,2238849660,78520424,136347282,136363666,1,3,1,7090058696,73389,73389,14,14,14,136347286,8,3,139414,854582,1252202,18879,2268320459,834926,55001941,1942
180033.12,9,253952,62,130409,8590814708,14,24355430,0,719,22,22,803,892,2,576,1034096,0,25,51306,20,115338320,1154,1,0,4,4727,162638624,11,650489744,19,36,1,5,1759,576,0,0,69019316,1464547,2737505032,0,576,453,0,3,1,14,14,5346,3,2736017534,2707635774,94757860,165010141,165010141,1,3,1,8580527364,73389,73389,14,14,14,165010145,8,3,145422,1058269,1452161,22748,2736017534,1034096,67569716,1942
182046.72,11,253952,62,152692,10059889180,14,27281090,0,881,22,22,803,1031,3,585,1233560,2,25,60078,20,118356478,1172,1,0,4,4727,190452537,11,761681016,19,36,1,5,1759,585,0,0,81797738,1871852,3199802332,0,583,463,2,3,1,14,14,5346,3,3199072938,3169985832,110834090,193269433,193285817,1,3,1,10047454644,73389,73389,14,14,14,193220285,8,3,162119,1262276,1699104,26579,3199072938,1233560,80101641,1979
184051.45,11,253952,62,173857,11454174088,17,31622695,0,1007,23,23,803,1173,3,603,1392139,2,25,68367,20,121667734,1208,1,0,4,4727,216774498,11,867033436,19,37,1,5,1759,603,0,0,92536390,1983343,3642088707,0,601,473,2,3,1,14,14,5346,3,3639513167,3609089034,126032004,220064960,220081344,1,3,1,11443377952,73389,73389,14,14,14,220064964,8,3,174688,1424685,1894723,30251,3639513167,1392139,90645079,2024
186055.55,12,253952,62,191668,12628011754,19,34244700,0,1101,25,25,803,1289,3,603,1504919,2,25,75416,20,121981450,1208,1,0,4,4727,239118401,11,956473604,19,39,1,5,1759,603,0,0,100692822,1985616,4013162910,0,601,473,2,3,1,14,14,5346,3,4010130946,3978812087,136810543,242645925,242645925,1,3,1,12617588132,73389,73389,14,14,14,242645929,8,3,189125,1540284,2042403,33326,4010130946,1504919,98654141,2024
188062.53,12,253952,62,210711,13882975884,21,37595060,0,1205,28,28,803,1411,5,612,1651764,2,25,82937,20,123794327,1226,1,0,4,4727,262892391,11,1051569564,19,42,1,5,1759,612,0,0,111024140,2226936,4411204284,0,610,480,2,3,1,14,14,5346,3,4408611244,4374245437,150717484,266756635,266756635,1,3,1,13870493084,73389,73389,14,14,14,266740255,8,3,208187,1690746,2228839,36634,4408611244,1651764,108798993,2056
190067.28,13,253952,62,231084,15224176998,21,39003871,0,1320,28,28,803,1542,6,639,1811723,2,25,90905,20,128489292,1280,1,0,4,4727,288207382,11,1152829528,19,42,1,5,1759,639,0,0,122223419,2453614,4835609938,0,637,504,2,3,1,14,14,5346,3,4831939755,4796866877,163552164,292532480,292532480,1,3,1,15211688992,73389,73389,14,14,14,292532484,8,3,212613,1854620,2432450,40152,4831939755,1811723,119795475,2159
192080.36,14,253952,62,247812,16328318172,24,43457609,0,1380,31,31,803,1648,6,657,1917141,2,25,97513,20,132114257,1316,1,0,4,4727,309098906,11,1236395624,19,45,1,5,1759,657,0,0,129743168,2472701,5191917189,0,655,512,2,3,1,14,14,5346,3,5188468912,5144869667,175537506,313703977,313753129,1,3,1,16312606836,73389,73389,14,14,14,313703981,8,3,236795,1962603,2589165,43104,5188468912,1917141,127158787,2208
194089.30,16,253952,62,269489,17754876252,24,45144425,0,1502,31,31,803,1788,6,711,2104221,2,25,106023,20,142059014,1424,1,0,4,4727,336083360,11,1344268800,19,45,1,5,1759,711,0,0,141847936,2773406,5661306099,0,709,559,2,3,1,14,14,5346,3,5657324799,5596073063,189625093,341025951,341042335,1,3,1,17733349484,73389,73389,14,14,14,341025955,8,3,243800,2154039,2794567,47003,5657324799,2104221,139058587,2392
196097.32,19,253952,62,289137,19048799636,24,47988659,0,1629,31,31,803,1911,6,837,2272580,2,25,113678,20,165262522,1676,1,0,4,4727,360370249,11,1441287480,19,45,1,5,1759,837,0,0,152478404,3021076,6091941357,0,835,682,2,3,1,14,14,5346,3,6087823569,6005237477,202671149,365789862,365806246,1,3,1,19021072856,73389,73389,14,14,14,365789866,8,3,251475,2326347,2994941,50566,6087823569,2272580,149489088,2829
198102.15,20,253952,62,306159,20169269252,25,50114200,0,1735,31,31,803,2021,6,864,2407358,2,25,120299,20,170072875,1730,1,0,4,4727,381470519,11,1525882076,19,45,1,5,1759,864,0,0,161162730,3155243,6477547557,0,862,705,2,3,1,14,14,5346,3,6472721108,6360924099,214250401,387158855,387158855,1,3,1,20132260492,73389,73389,14,14,14,387158859,8,3,265606,2464452,3171697,53745,6472721108,2407358,157996996,2915
200108.52,20,253952,62,320336,21102904490,28,53882266,0,1815,34,34,803,2111,6,882,2515374,2,25,125862,20,173709917,1766,1,0,4,4727,399020364,11,1596016928,19,48,1,5,1759,882,0,0,167843174,3198750,6808370139,0,880,716,2,3,1,14,14,5346,3,6803704438,6658255705,224739181,404876375,404909143,1,3,1,21052719564,73389,73389,14,14,14,404859995,8,3,279228,2575082,3315425,56480,6803704438,2515374,164533985,2963
202116.66,20,253952,62,338411,22295105468,28,55993478,0,1907,34,34,803,2221,6,891,2686307,2,25,132944,20,176114072,1784,1,0,4,4727,421490037,11,1685960148,19,48,1,5,1759,891,0,0,177593310,3396827,7219869275,0,889,726,2,3,1,14,14,5346,3,7214562299,7036001124,236750832,427663855,427663855,1,3,1,22238520492,73389,73389,14,14,14,427663859,8,3,288895,2749747,3518678,59883,7214562299,2686307,174081228,2994
204124.67,21,253952,62,357177,23532507360,28,57596344,0,2023,34,34,803,2346,6,891,2872464,2,25,140274,20,176403656,1784,1,0,4,4727,444712961,11,1778722720,19,48,1,5,1759,891,0,0,187824994,3603049,7653192444,0,889,726,2,3,1,14,14,5346,3,7647508921,7429323430,248806065,451221383,451221383,1,3,1,23463511948,73389,73389,14,14,14,451221387,8,3,299301,2939935,3729145,63489,7647508921,2872464,184102815,2994
206134.42,23,253952,62,375748,24754771412,28,59062482,0,2147,34,34,803,2460,6,936,3057875,2,25,147502,20,184210274,1874,1,0,4,4727,467648529,11,1870594116,19,48,1,5,1759,936,0,0,198009807,3830498,8082263947,0,934,772,2,3,1,14,14,5346,3,8076214011,7817391089,260666150,474521529,474521529,1,3,1,24675119540,73389,73389,14,14,14,474521533,8,3,309176,3129375,3966022,67038,8076214011,3057875,194051117,3155
208141.41,23,253952,62,391638,25801230304,29,61800788,0,2271,34,34,803,2560,6,963,3214446,2,25,153697,20,189288867,1928,1,0,4,4727,487287202,11,1949019520,19,48,1,5,1759,963,0,0,206953264,4020345,8461810630,0,961,800,2,3,1,14,14,5346,3,8455062033,8150854577,272512983,494401737,494401737,1,3,1,25708890356,73389,73389,14,14,14,494401741,8,3,315589,3289489,4158860,70175,8455062033,3214446,202802049,3244
210149.51,24,253952,62,409198,26957620142,29,63401750,0,2372,35,35,803,2671,6,1287,3393360,2,25,160520,20,245496734,2576,1,0,4,4727,508885458,11,2035541832,19,49,1,5,1759,1287,0,0,216934098,4223480,8882372543,0,1285,1081,2,3,1,14,14,5346,3,8875932137,8519330294,284275435,516339852,516372620,1,3,1,26849672336,73389,73389,14,14,14,516339856,8,3,329247,3472370,4402378,73644,8875932137,3393360,212539699,4397
212161.83,25,253952,62,425860,28057146356,29,65276504,0,2485,35,35,803,2777,6,1323,3562765,2,25,167013,20,255272683,2648,1,0,4,4727,529478321,11,2117848448,19,49,1,5,1759,1323,0,0,226503094,4486252,9287386193,0,1321,1114,2,3,1,14,14,5346,3,9281131498,8870271096,295956558,537210404,537210404,1,3,1,27934941040,73389,73389,14,14,14,537210408,8,3,336318,3645755,4614974,76976,9281131498,3562765,221896434,4531
214172.61,26,253952,62,440965,29051829388,30,67693416,0,2577,35,35,803,2871,6,1323,3713579,2,25,172851,20,256817131,2648,1,0,4,4727,548022455,11,2192025108,19,49,1,5,1759,1323,0,0,234930325,4750624,9655865301,0,1321,1114,2,3,1,14,14,5346,3,9649288552,9187805062,307042289,556052387,556052387,1,3,1,28913020220,73389,73389,14,14,14,556019623,8,3,340237,3800169,4804440,80010,9649288552,3713579,230134501,4531
216177.88,27,253952,62,454964,29974565470,30,69176113,0,2657,35,35,803,2959,6,1332,3846146,2,25,178225,20,258283272,2666,1,0,4,4727,565170786,11,2260618528,19,49,1,5,1759,1332,0,0,242392214,4849396,10000229357,0,1330,1123,2,3,1,14,14,5346,3,9993147379,9482675436,315998049,573528021,573528021,1,3,1,29823457124,73389,73389,14,14,14,573528025,8,3,352842,3935914,4959139,82854,9993147379,3846146,237441959,4562
218182.72,27,253952,62,466141,30710910396,32,72790524,0,2698,36,36,803,3027,6,1332,3921412,2,25,182566,20,258295338,2666,1,0,4,4727,578940852,11,2315698792,19,50,1,5,1759,1332,0,0,247059721,4850476,10274773643,0,1330,1123,2,3,1,14,14,5346,3,10266599090,9717604916,324339790,587494049,587494049,1,3,1,30548838612,73389,73389,14,14,14,587477669,8,3,365148,4013061,5058910,85103,10266599090,3921412,242009879,4562
219432.45,27,253952,62,476131,31367179812,33,73609394,1,2753,42,42,803,3127,6,1440,4013149,2,25,186584,27,283025856,2889,1,1228,4,4727,591599349,11,2366397396,26,63,1,19,1791,1440,1228,1437,252984283,4952184,10507675588,8,1438,1234,2,3,1,14,14,5346,3,10498502758,9925405709,382689153,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,8,3,380308,4106992,5195061,86992,10498502758,4013149,247798493,4944
