timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
642623.89,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
644629.74,3,253952,62,17778,1170154662,1,2737332,0,80,7,7,1632,171,1,558,155560,0,24,6963,15,97327437,1118,1,0,4,4333,21998040,9,87862952,14,21,7,4069,558,0,0,9852102,248930,398877807,0,558,585,0,3,1,14,14,4954,0,3,399303049,371194442,12805051,22329616,22329616,1,3,1,0,1161140064,73389,73389,14,14,14,22329620,12,3,92985,159083,368234,3380,399303049,155560,9484225,1811
646636.21,7,253952,62,35970,2368080726,1,4675494,0,164,7,7,1632,268,2,567,302167,0,24,14085,15,100361302,1136,1,0,4,4333,44695114,9,178586340,14,21,7,4069,567,0,0,19861650,396037,777692231,0,567,593,0,3,1,14,14,4954,0,3,777494734,748276641,24901736,45367618,45367618,1,3,1,0,2359116168,73389,73389,14,14,14,45367622,12,3,100729,309256,524141,6479,777494734,302167,19338218,1839
648640.79,8,253952,62,52393,3449711626,3,7554971,0,249,7,7,1632,390,8,567,395668,0,24,20570,15,102243598,1136,1,0,4,4333,65157984,9,260631936,14,21,7,4069,567,0,0,26675787,405755,1123515473,0,567,593,0,3,1,14,14,4954,0,3,1122670821,1088943856,34598549,66154979,66154979,1,3,1,0,3440058940,73389,73389,14,14,14,66154983,12,3,106947,405307,642050,9387,1122670821,395668,26034706,1839
650646.47,10,253952,62,73286,4827413540,4,9189011,0,373,10,10,1632,507,8,585,542254,2,24,28777,15,108667480,1172,1,0,4,4333,91204465,9,364753364,14,24,7,4069,585,0,0,37009483,534512,1561807706,0,583,610,2,3,1,14,14,4954,0,3,1561215552,1523378095,46674293,92589614,92605998,1,3,1,0,4814659960,73389,73389,14,14,14,92589618,12,3,129769,555796,838688,13005,1561215552,542254,36172157,1907
652654.55,13,253952,62,93449,6155693528,4,10180811,0,502,11,11,1632,649,8,585,708204,2,24,36728,16,110863492,1172,1,0,4,4333,116406058,9,465559772,15,25,7,4783,585,0,0,47418228,780841,1991889049,0,583,610,2,3,1,14,14,4954,0,3,1990371139,1942188481,58307193,118117540,118117540,1,3,1,0,6142112112,73389,73389,14,14,14,118117544,12,3,139611,725798,1058048,16585,1990371139,708204,46361949,1907
654658.79,15,253952,62,110234,7261700024,7,13780428,0,594,12,12,1632,770,8,585,826064,2,24,43312,16,111502990,1172,1,0,4,4333,137268255,9,549073020,15,26,7,4783,585,0,0,55476141,858507,2337595579,0,583,610,2,3,1,14,14,4954,0,3,2336530272,2290709522,69952496,139359335,139359335,1,3,1,0,7245833484,73389,73389,14,14,14,139342955,12,3,148829,846665,1209026,19478,2336530272,826064,54269185,1907
656664.98,15,253952,62,125387,8259810620,9,16684442,0,680,16,16,1632,844,8,594,923910,2,24,49276,16,115163558,1190,1,0,4,4333,156223298,9,624828612,15,30,7,4783,594,0,0,62479382,909280,2655025427,0,592,617,2,3,1,14,14,4954,0,3,2653327327,2605206783,79979997,158518647,158551415,1,3,1,0,8242969676,73389,73389,14,14,14,158518651,12,3,162834,947043,1344876,22067,2653327327,923910,61136847,1938
658672.78,20,253952,62,148724,9797368802,9,17750011,0,838,16,16,1632,1001,10,594,1129983,2,24,58466,16,118554104,1190,1,0,4,4333,185340089,9,741360356,15,30,7,4783,594,0,0,75236023,1167340,3149251429,0,592,617,2,3,1,14,14,4954,0,3,3146693003,3090155625,94029959,188052017,188068401,1,3,1,0,9778704916,73389,73389,14,14,14,188052021,12,3,167797,1157808,1586350,26175,3146693003,1129983,73652485,1938
660677.17,20,253952,62,170098,11205966100,9,18700024,0,956,16,16,1632,1150,10,603,1297398,2,24,66873,16,121609779,1208,1,0,4,4333,211964819,9,847859276,15,30,7,4783,603,0,0,85890835,1304738,3602111550,0,601,623,2,3,1,14,14,4954,0,3,3599415591,3534198645,105752123,215105370,215105370,1,3,1,0,11184627304,73389,73389,14,14,14,215088990,12,3,181305,1329198,1805265,29953,3599415591,1297398,84088784,1960
