timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
18544.30,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
20557.66,2,253952,62,36924,2431482888,8,11325583,0,203,21,21,1632,288,1,558,361512,0,40,14472,35,4373,103263909,1118,1,0,4,6080,45859861,7,183180876,34,35,13,20325,558,0,0,21613822,1286817,796783672,0,558,508,0,3,1,14,14,6745,3,796700093,768445183,34205565,46565365,46598133,1,3,1,2421399012,73389,73389,14,14,14,46565369,10,3,117485,369157,672360,6662,796700093,361512,20942215,3366
22568.40,3,253952,62,73079,4812894374,8,15297080,0,397,22,22,1632,518,1,567,708921,0,40,28720,35,4373,110410093,1136,1,0,4,6080,91033269,7,364068468,34,36,13,20325,567,0,0,42831283,2921602,1545220161,0,567,514,0,3,1,14,14,6745,3,1546326996,1518091582,61096663,92366715,92383099,1,3,1,4802217244,73389,73389,14,14,14,92350335,10,3,137996,724123,1124178,12879,1546326996,708921,41708591,3402
24574.58,4,253952,62,108447,7144550994,10,20142313,0,574,22,22,1632,750,3,567,1036253,0,40,42622,35,4373,113257669,1136,1,0,4,6080,135120815,7,540289208,34,36,13,20325,567,0,0,63456204,3460506,2280933109,0,567,514,0,3,1,14,14,6745,3,2280996523,2252229902,87103094,137180263,137213031,1,3,1,7133373708,73389,73389,14,14,14,137180267,10,3,153146,1058554,1512844,18982,2280996523,1036253,61945563,3402
26586.61,5,253952,62,141343,9312344458,13,25275806,0,669,25,25,1632,962,3,585,1291350,0,40,55615,35,4373,117753178,1172,1,0,4,6080,176294705,7,704984840,34,39,13,20325,585,0,0,79839151,3597153,2964438670,0,585,529,0,3,1,14,14,6745,3,2963037085,2934550482,108787612,178910189,178910189,1,3,1,9303329860,73389,73389,14,14,14,178910193,10,3,179337,1319260,1825540,24641,2963037085,1291350,78016447,3463
28600.54,5,253952,62,182511,12025087224,14,29195878,0,893,29,29,1632,1225,4,603,1683960,0,40,71786,35,4373,121982294,1208,1,0,4,6080,227607794,7,910366668,34,43,13,20325,603,0,0,104448951,4941623,3821994242,0,603,554,0,3,1,14,14,6745,3,3821212217,3789408190,138646649,230985723,231018491,1,3,1,12010405660,73389,73389,14,14,14,230969343,10,3,210523,1720514,2357226,31762,3821212217,1683960,102095391,3531
30610.62,8,253952,62,225613,14866096930,14,32972231,0,1126,29,29,1632,1504,5,603,2098850,0,40,88795,35,4373,122296010,1208,1,0,4,6080,281548113,7,1125933760,34,43,13,20325,603,0,0,130035936,5974335,4721589712,0,603,554,0,3,1,14,14,6745,3,4719460625,4683803790,169089007,285645167,285645167,1,3,1,14853548716,73389,73389,14,14,14,285645171,10,3,231262,2144571,2859013,39209,4719460625,2098850,127181445,3531
32615.26,12,253952,62,274792,18106382452,14,35727604,0,1368,34,34,1632,1824,7,603,2554523,0,40,108113,35,4373,122296010,1208,1,0,4,6080,342862477,7,1371256044,34,48,13,20325,603,0,0,158566020,6781327,5747887630,0,603,554,0,3,1,14,14,6745,3,5746753179,5704519401,201138471,347916694,347916694,1,3,1,18090816152,73389,73389,14,14,14,347900314,10,3,258163,2610370,3459336,47723,5746753179,2554523,155112179,3531
34622.40,12,253952,62,325823,21467461478,21,44856312,0,1523,39,39,1632,2148,7,630,2930430,0,40,128198,35,4373,127430193,1262,1,0,4,6080,406508785,7,1625906040,34,53,13,20325,630,0,0,183310084,6924580,6824064531,0,630,572,0,3,1,14,14,6745,3,6820663545,6764087404,235210514,412453531,412469915,1,3,1,21447583644,73389,73389,14,14,14,412453535,10,3,293545,2995111,3968502,56640,6820663545,2930430,179347094,3620
36626.55,15,253952,62,392385,25853152088,21,48052090,0,1791,51,51,1632,2571,9,675,3533667,0,40,154231,45,4384,135551246,1352,1,0,4,6080,489097288,7,1956066184,44,65,13,21079,675,0,0,219927196,7775977,8290517275,0,675,622,0,3,1,14,14,6745,3,8286679926,8151876585,275954358,496351433,496384201,1,3,1,25810274548,73389,73389,14,14,14,496351437,10,3,343796,3611796,4736952,68802,8286679926,3533667,215197068,3780
