timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
76459.82,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
78465.18,0,0,19457,1280708444,0,0,0,0,1,1,5888,117,593,132356,38,1817,12,81,122292220,1188,1,0,11,15,1,10,4241,593,0,0,0,1973134,12081,420606472,0,593,445,2,1,14,14,2223,0,1,422609092,377745422,1986099,28790501,28806885,1,2,1,0,1266782044,73389,73389,14,14,14,28790501,10,3,369924,134395,816623,3242,422609092,132356,1156595,1904
80474.47,253952,62,36366,2394974130,22,24052420,0,60,27,27,5888,120,675,250569,38,6050,38,115,140299886,1352,1,0,37,41,83,10,4372,675,0,0,0,6006005,967533,753367238,0,675,481,2,1,14,14,2223,0,1,754973488,704007851,35590276,54070508,54070508,1,2,1,0,2378381456,73389,73389,14,14,14,54054124,10,3,488180,254951,1204838,5779,754973488,250569,4801388,2142
82481.45,253952,62,51776,3410458382,23,27127023,0,104,27,27,5888,122,675,361377,38,10367,38,115,140830790,1352,1,0,37,41,83,10,4372,675,0,0,0,10054181,2068336,1050114775,0,675,481,2,1,14,14,2223,0,1,1051327280,1000793714,44263352,77151185,77167569,1,2,1,0,3394652140,73389,73389,14,14,14,77151185,10,3,492425,368099,1338533,8040,1051327280,361377,8716007,2142
84488.39,253952,62,66931,4409230954,26,31483029,0,155,30,30,5888,125,675,469428,38,14665,38,115,141361694,1352,1,0,37,44,83,10,4372,675,0,0,0,14260116,2932355,1342408382,0,675,481,2,1,14,14,2223,0,1,1343093552,1292797021,54354410,99855030,99855030,1,2,1,0,4393621320,73389,73389,14,14,14,99855030,10,3,503413,478497,1498445,10266,1343093552,469428,12762162,2142
86500.23,253952,62,81729,5384076270,26,34171297,0,204,32,32,5888,127,675,572824,38,18813,38,115,141361694,1352,1,0,37,46,83,10,4372,675,0,0,0,18300562,3863720,1625658439,0,675,481,2,1,14,14,2223,0,1,1627913008,1577715290,62147710,121997945,122014329,1,2,1,0,5367909580,73389,73389,14,14,14,121997945,10,3,512738,586738,1641322,12439,1627913008,572824,16659866,2142
88506.54,253952,62,96480,6356106846,28,38621465,0,247,33,33,5888,129,675,690347,38,22944,38,115,141892598,1352,1,0,37,47,83,10,4372,675,0,0,0,22386736,5042543,1910085667,0,675,481,2,1,14,14,2223,0,1,1912077104,1861906099,72449428,144089549,144105933,1,2,1,0,6339940156,73389,73389,14,14,14,144089549,10,3,527505,706545,1796442,14607,1912077104,690347,20591043,2142
90510.92,253952,62,108191,7127846174,33,45641786,0,291,35,35,5888,131,675,752953,38,26244,38,115,142158050,1352,1,0,37,49,83,10,4372,675,0,0,0,25071439,5401296,2137984188,0,675,481,2,1,14,14,2223,0,1,2137783088,2087551137,83228021,161626845,161643229,1,2,1,0,7111581180,73389,73389,14,14,14,161626845,10,3,531598,770568,1881452,16329,2137783088,752953,23190837,2142
92520.82,253952,62,121763,8022078902,33,47691110,0,329,38,38,5888,133,675,834963,38,30061,38,115,142423502,1352,1,0,37,52,83,10,4372,675,0,0,0,28402745,6147433,2397884494,0,675,481,2,1,14,14,2223,0,1,2398747440,2348885626,89111724,181961487,181977871,1,2,1,0,8006305428,73389,73389,14,14,14,181961487,10,3,543237,854417,2010480,18320,2398747440,834963,26393235,2142
94528.36,253952,62,137545,9062207998,33,50506660,0,373,40,40,5888,136,675,948406,38,34528,38,115,142942340,1352,1,0,37,54,83,10,4372,675,0,0,0,32685591,7093533,2699737652,0,675,481,2,1,14,14,2223,0,1,2702572336,2652968183,98993667,205597061,205597061,1,2,1,0,9046270684,73389,73389,14,14,14,205597061,10,3,552413,970348,2176914,20638,2702572336,948406,30509768,2142
