event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,55669,55669,Total time spent analyzing index of patch parts
ArenaAllocBytes,651264,60411904,59760640,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,19,14329,14310,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2576387,2576387,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,478,188877,188399,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,1,96,95,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,66171,66171,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,90,97038894,97038804,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,4224850,6394108407686,6394104182836,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,14157,14157,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,6141460152,6141460152,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,148774,148774,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,14157,14157,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,14157,14157,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,4716388106,4716388106,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1577,511154,509577,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1,9710,9709,Context lock wait time in microseconds
CreatedReadBufferOrdinary,187,133301,133114,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,371837,1083961156,1083589319,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,3803215,3803215,Number of dequeues invoked at all FairPolicyNodes
FileOpen,245,664,419,Number of files opened.
FilterTransformPassedBytes,1804310,28925455,27121145,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,80569,54106,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,0,1013,1013,Time spent filtering parts by PK.
FunctionExecute,19,32458706,32458687,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,656,1137,481,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,9757829,13471924,3714095,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,712,27690,26978,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,118,190953,190835,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,75086,431518,356432,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,2701,2700,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,2636,2636,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,223,223,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,2636,2636,Number of reset server HTTP connections. Server closes connection
