event,value,description
RecomputeWeight,1237,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,3803215,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,446,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,2930,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,2930,"Same as Query, but only for SELECT queries."
InitialQuery,2930,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,3278,Count queries with all subqueries
SelectQueriesWithSubqueries,3278,Count SELECT queries with all subqueries
QueryTimeMicroseconds,6435167760,Total time of all queries.
SelectQueryTimeMicroseconds,6435167760,Total time of SELECT queries.
FileOpen,664,Number of files opened.
Seek,23646,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,409235,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1967977532346,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,61,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,1944306295949,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,97038894,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6394108407686,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,132715,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,560,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,115194,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,298011,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,47149590723,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,14329,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,60411904,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,32458706,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,6,Number of table function calls.
MarkCacheHits,133070,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,439,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,453,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,133301,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1083970773,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,421062875,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,610980,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,967624,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,29188909,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1137,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,431518,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,190959,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,27695,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,13471981,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,24177,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,24042,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,3321174,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,144677305,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,15720654,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,199564661962,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,283987595,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,55669,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,66171,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,416,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,61526332296,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,246105329184,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,665,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,121233,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,511476,Total time spent executing query plan optimizations.
SelectedParts,446,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,446,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,446,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,16365747,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,16365747,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,133808738467,Number of rows SELECTed from all tables.
SelectedBytes,6386877187658,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,133808452146,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,133808452146,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2735830,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,1013,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,2437544,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,48565,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,188877,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,96,Time spent resetting task for Common executor.
ContextLock,511197,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,9720,Context lock wait time in microseconds
RWLockAcquiredReadLocks,4562,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,13,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,2730669,Total time spent holding data parts lock in MergeTree tables
PartsLocks,395,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,15536,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,241,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,30369,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,211955819072,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,37890322687,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1096662114,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2681,Total time spent for memory allocator purge
SoftPageFaults,88887664,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,6521746411,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,38986268571,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,1975114712060,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,23432,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,38492246,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,15694046,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,1966720005512,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,961896942,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,5031632758,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2765,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,28783,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,996,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2924,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,446,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,690,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,2576387,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6653911,Cumulative time spend in logging
InterfaceHTTPSendBytes,25512584,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,952810,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,3676325,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,14814,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,2702,Number of created server HTTP connections
HTTPServerConnectionsReused,223,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,223,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,2637,Number of expired server HTTP connections.
HTTPServerConnectionsReset,2637,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,14157,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,4716388106,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,6141460152,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,148774,Total number of CPU preemptions
ConcurrencyControlUpscales,14157,Total number of CPU upscaling events
ConcurrencyControlDownscales,14157,Total number of CPU downscaling events
MemoryWorkerRun,23646,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,65706679,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,80569,Number of rows that passed the filter in the query
FilterTransformPassedBytes,28925455,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
