arrival_ms,start_ms,end_ms,latency_ms,qid
1870.2462,1870.3250,90350.5829,88480.2579,np_greedy_87
5040.7843,5040.8374,94649.7560,89608.9186,np_greedy_87
23136.1867,23136.2288,40251.9771,17115.7483,p_greedy_330
23213.7614,23213.8144,124525.7665,101311.9521,np_greedy_87
27172.0235,27172.0680,113420.9856,86248.9176,np_greedy_87
61502.6404,61502.7070,72679.6572,11176.9502,p_greedy_330
77808.7787,77808.8647,88827.6889,11018.8242,p_greedy_330
78934.4439,78934.5452,99279.6817,20345.1365,p_greedy_330
107606.7803,107606.8653,193886.8240,86279.9586,np_greedy_87
108958.8463,108958.9220,174314.4285,65355.5065,np_greedy_87
127691.5968,127691.6805,137978.7582,10287.0776,p_greedy_330
134650.2795,134650.3739,148718.4170,14068.0431,p_greedy_330
135657.1785,135657.2596,202811.9001,67154.6405,np_greedy_87
149688.3395,149688.4319,208346.1309,58657.6990,np_greedy_87
194276.5328,194276.6001,204405.2126,10128.6125,p_greedy_330
216099.9910,216100.0667,276456.8988,60356.8321,np_greedy_87
222144.7206,222144.7860,297301.5077,75156.7217,np_greedy_87
236437.8968,236437.9510,301145.8416,64707.8905,np_greedy_87
250551.2306,250551.3124,318467.1017,67915.7893,np_greedy_87
260325.2555,260325.3409,336592.3505,76267.0096,np_greedy_87
260383.8336,260383.8811,334795.4854,74411.6042,np_greedy_87
279388.9999,279389.0723,290512.5951,11123.5228,p_greedy_330
280302.5103,280302.6077,373800.8945,93498.2868,np_greedy_87
283488.9705,283489.0642,383820.0998,100331.0356,np_greedy_87
315120.9367,315121.0209,402901.3467,87780.3258,np_greedy_87
316682.0800,316682.1484,328174.5101,11492.3617,p_greedy_330
317638.6430,317638.7260,412438.6621,94799.9361,np_greedy_87
323161.8347,323161.9336,339663.1268,16501.1932,p_greedy_330
330808.4660,330808.5561,421309.0944,90500.5382,np_greedy_87
337440.0285,337440.0992,350910.9948,13470.8956,p_greedy_330
351477.9279,351478.0183,447516.4818,96038.4635,np_greedy_87
354683.9622,354684.0370,366624.2523,11940.2153,p_greedy_330
357328.8585,357328.9367,378277.0536,20948.1169,p_greedy_330
378533.6772,378533.7672,389463.3083,10929.5411,p_greedy_330
408118.5881,408118.6852,418559.8634,10441.1782,p_greedy_330
422353.6623,422353.7318,432248.6479,9894.9161,p_greedy_330
429636.3807,429636.4992,442140.3158,12503.8166,p_greedy_330
432843.0290,432843.1172,452675.8943,19832.7771,p_greedy_330
433421.6080,433421.6966,535342.0141,101920.3175,np_greedy_87
436804.9291,436805.0017,535750.8596,98945.8580,np_greedy_87
442132.3763,442132.4872,538617.9367,96485.4495,np_greedy_87
467235.3325,467235.4040,477734.7278,10499.3238,p_greedy_330
467683.8077,467683.8951,488569.8577,20885.9626,p_greedy_330
482756.8062,482756.8734,499222.0821,16465.2086,p_greedy_330
491801.3104,491801.4103,510597.8005,18796.3902,p_greedy_330
496378.0860,496378.1685,576915.5965,80537.4280,np_greedy_87
497123.3465,497123.4250,581827.9038,84704.4788,np_greedy_87
518185.1485,518185.2476,529439.2852,11254.0376,p_greedy_330
562877.4701,562877.5494,572993.6860,10116.1366,p_greedy_330
581246.9496,581247.0466,634631.0740,53384.0274,np_greedy_87
610851.0694,610851.1343,682967.9209,72116.7866,np_greedy_87
621565.3670,621565.4373,697444.5783,75879.1409,np_greedy_87
646229.4410,646229.5168,656533.8777,10304.3609,p_greedy_330
681616.1791,681616.2601,691477.2169,9860.9568,p_greedy_330
684780.7620,684780.8537,747128.3085,62347.4548,np_greedy_87
735670.8183,735670.9128,788219.8865,52548.9737,np_greedy_87
750294.0196,750294.1212,799624.9071,49330.7859,np_greedy_87
806482.5848,806482.6571,861054.2283,54571.5711,np_greedy_87
814534.4826,814534.5528,875172.8940,60638.3412,np_greedy_87
847158.7087,847158.7943,926647.4349,79488.6406,np_greedy_87
848513.2193,848513.2989,858930.9200,10417.6211,p_greedy_330
873180.7956,873180.8855,940131.4661,66950.5806,np_greedy_87
930770.0424,930770.1431,992868.2719,62098.1288,np_greedy_87
943929.6650,943929.7442,1020017.7410,76087.9968,np_greedy_87
961580.1030,961580.1838,1041806.0230,80225.8392,np_greedy_87
964086.9863,964087.0697,974531.4700,10444.4003,p_greedy_330
998635.9329,998636.0113,1008470.6019,9834.5905,p_greedy_330
1007870.2514,1007870.3399,1018199.4039,10329.0640,p_greedy_330
1012542.6344,1012542.7295,1086197.9546,73655.2252,np_greedy_87
1030850.1137,1030850.2025,1040426.7305,9576.5280,p_greedy_330
1037526.7020,1037526.7856,1102600.5993,65073.8138,np_greedy_87
1037644.6376,1037644.7033,1050220.6283,12575.9250,p_greedy_330
1077650.8151,1077650.8911,1127965.8892,50314.9981,np_greedy_87
1112996.1714,1112996.2368,1180670.2659,67674.0290,np_greedy_87
1151170.6274,1151170.6988,1216271.4879,65100.7891,np_greedy_87
