event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,86357,86357,Total time spent analyzing index of patch parts
ArenaAllocBytes,651264,9392128,8740864,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,19,2153,2134,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,3022511,3022511,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,60,60,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,8,8,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,60,60,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CannotWriteToWriteBufferDiscard,1024,38340,37316,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,5332803,54758342,49425539,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,548,1277,729,Time spent resetting task for Common executor.
CompileExpressionsBytes,8192,24576,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,273899,375850,101951,Total time spent for compilation of expressions to LLVM code.
CompileFunction,1,3,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,420529,33180355,32759826,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,171265320,2135211863454,2135040598134,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlSlotsAcquired,0,1938,1938,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,103,223,120,Total number of noncompeting CPU slot acquired
ConcurrencyControlSlotsGranted,103,223,120,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlWaitMicroseconds,0,523824544,523824544,Total time a query was waiting on resource requests for CPU slots.
ContextLock,17842,238301,220459,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,265,7295,7030,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1012,66987,65975,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,179066902,1449839321,1270772419,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,97915,410891,312976,Total time spent waiting for write syscall. This include writes to page cache.
FailedQuery,2,2,0,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,2,2,0,"Same as FailedQuery, but only for SELECT queries."
FairPolicyDequeue,0,2134,2134,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2525,111172,108647,Number of files opened.
FilterTransformPassedBytes,1804677,9425683,7621006,Number of bytes that passed the filter in the query
FilterTransformPassedRows,26463,27165,702,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,0,1109,1109,Time spent filtering parts by PK.
FunctionExecute,158538,11024741,10866203,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,691,798,107,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,30149920,30868513,718593,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,784,13017,12233,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,496,37752,37256,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,198160,256198,58038,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,2025,2024,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,1988,1988,Number of expired server HTTP connections.
