event,value,description
Query,12,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,12,"Same as Query, but only for SELECT queries."
InitialQuery,12,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,17,Count queries with all subqueries
SelectQueriesWithSubqueries,17,Count SELECT queries with all subqueries
FailedQuery,2,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,2,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,737780,Total time of all queries.
SelectQueryTimeMicroseconds,737780,Total time of SELECT queries.
FileOpen,2525,Number of files opened.
Seek,17871,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,426654,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1181391283,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,15741,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,91549138,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,34170544,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,420529,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,171265320,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheMisses,985,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,1188,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,4594,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,459472295,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,19,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,651264,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,158538,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheMisses,119,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
CreatedReadBufferOrdinary,1012,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,179066902,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,97915,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,1037017256,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1829,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,3135,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,336988,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,691,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,198160,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,496,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,784,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,30149920,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
