event,value,description
RecomputeWeight,88,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,2134,Number of dequeues invoked at all FairPolicyNodes
Query,2074,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,2074,"Same as Query, but only for SELECT queries."
InitialQuery,2074,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,2186,Count queries with all subqueries
SelectQueriesWithSubqueries,2186,Count SELECT queries with all subqueries
FailedQuery,2,"Number of total failed queries, both internal and user queries."
FailedSelectQuery,2,"Same as FailedQuery, but only for SELECT queries."
QueryTimeMicroseconds,3678125069,Total time of all queries.
SelectQueryTimeMicroseconds,3678125069,Total time of SELECT queries.
FileOpen,111172,Number of files opened.
Seek,38513,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,948888,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,652000488654,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,88850,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,202346149,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,646865304697,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,33180355,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2135211863454,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,29266,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,37694,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,134744,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,427046,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,98830137904,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,2153,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,9392128,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,11024741,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,29863,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
