arrival_ms,start_ms,end_ms,latency_ms,wait_ms,qid
333.9867,334.0576,61246.9946,60913.0079,0.0709,np_greedy_58
898.5471,898.6057,63577.4548,62678.9076,0.0585,np_greedy_58
4136.7237,4136.7908,69305.1697,65168.4460,0.0670,np_greedy_58
4290.9505,4291.0096,31489.5570,27198.6064,0.0591,p_greedy_140
4323.9061,4323.9617,31768.2127,27444.3066,0.0556,p_greedy_140
4838.7212,4838.7852,69957.5711,65118.8499,0.0640,np_greedy_58
5372.4509,5372.5073,34591.6399,29219.1890,0.0564,p_greedy_140
8041.2181,8041.2846,40021.9114,31980.6933,0.0664,p_greedy_140
15033.4656,15033.5379,56634.7485,41601.2829,0.0723,p_greedy_140
19164.4605,19164.5351,85387.8152,66223.3547,0.0746,np_greedy_58
19402.9811,19403.0486,85533.1916,66130.2106,0.0675,np_greedy_58
21323.3282,21323.3883,72528.4921,51205.1638,0.0601,p_greedy_140
22896.9759,22897.0395,76839.2723,53942.2963,0.0636,p_greedy_140
24156.7854,24156.8493,91139.6529,66982.8676,0.0639,np_greedy_58
26342.2071,26342.2722,82614.4887,56272.2815,0.0650,p_greedy_140
26653.8664,26653.9366,92639.0877,65985.2213,0.0702,np_greedy_58
38027.3185,38027.4030,103402.9308,65375.6122,0.0844,p_greedy_140
38478.4909,38478.5569,105247.0193,66768.5284,0.0660,np_greedy_58
39555.2128,39555.2820,104145.1473,64589.9345,0.0692,np_greedy_58
41981.0822,41981.1506,109610.1154,67629.0332,0.0684,p_greedy_140
42100.8650,42100.9257,107393.9837,65293.1186,0.0607,np_greedy_58
44354.5323,44354.5980,113814.8807,69460.3484,0.0657,p_greedy_140
44612.9545,44613.0193,109466.5958,64853.6413,0.0649,np_greedy_58
46355.1118,46355.1971,111669.0156,65313.9038,0.0852,np_greedy_58
46363.4253,46363.4808,111790.1444,65426.7191,0.0556,np_greedy_58
49913.3420,49913.4073,114857.6164,64944.2744,0.0652,np_greedy_58
50478.0666,50478.1346,115287.2731,64809.2064,0.0679,np_greedy_58
50637.5412,50637.6217,119443.2949,68805.7536,0.0805,p_greedy_140
56116.1381,56116.2052,121528.6256,65412.4875,0.0671,np_greedy_58
56558.9424,56559.0130,122838.3422,66279.3997,0.0706,np_greedy_58
58906.2162,58906.2782,123663.8524,64757.6362,0.0619,np_greedy_58
62584.5338,62584.5984,127917.7863,65333.2526,0.0646,np_greedy_58
63018.5449,63018.6038,129407.3102,66388.7653,0.0589,p_greedy_140
70411.2205,70411.2848,134000.0071,63588.7866,0.0643,p_greedy_140
77174.8165,77174.8812,145054.3881,67879.5716,0.0647,np_greedy_58
77776.9998,77777.0650,145055.1082,67278.1084,0.0652,np_greedy_58
78727.4953,78727.5587,145540.9446,66813.4493,0.0633,np_greedy_58
88384.3712,88384.4367,155341.2421,66956.8708,0.0655,np_greedy_58
88517.1013,88517.1660,156081.7860,67564.6847,0.0647,np_greedy_58
94711.3441,94711.4071,151575.8483,56864.5042,0.0630,p_greedy_140
98339.5451,98339.6069,153734.0089,55394.4639,0.0618,p_greedy_140
98425.1671,98425.2329,153830.1036,55404.9365,0.0659,p_greedy_140
98665.9066,98665.9647,154159.2110,55493.3044,0.0582,p_greedy_140
103495.2126,103495.2748,170160.4504,66665.2378,0.0622,np_greedy_58
108768.5623,108768.6246,175781.1713,67012.6090,0.0623,np_greedy_58
110675.3648,110675.4397,177991.8746,67316.5098,0.0749,np_greedy_58
120749.9420,120750.0065,163384.7579,42634.8159,0.0645,p_greedy_140
121931.2365,121931.3008,189500.9393,67569.7029,0.0643,np_greedy_58
123561.2706,123561.3332,165052.9465,41491.6759,0.0626,p_greedy_140
130994.1095,130994.2007,198498.4488,67504.3392,0.0911,np_greedy_58
132883.9634,132884.0286,169458.3311,36574.3677,0.0652,p_greedy_140
133596.2206,133596.2828,200711.1696,67114.9490,0.0622,np_greedy_58
143607.9966,143608.0620,210971.9269,67363.9303,0.0654,np_greedy_58
145036.1643,145036.2317,212866.9954,67830.8311,0.0674,np_greedy_58
150849.4439,150849.5050,218315.0424,67465.5985,0.0611,np_greedy_58
154708.9443,154709.0082,183150.8109,28441.8666,0.0639,p_greedy_140
155476.5709,155476.6311,223514.4494,68037.8785,0.0601,np_greedy_58
159629.5618,159629.6273,187920.6252,28291.0634,0.0655,p_greedy_140
165730.8443,165730.9097,232904.1160,67173.2718,0.0655,np_greedy_58
166549.2650,166549.3285,194563.5331,28014.2681,0.0636,p_greedy_140
168077.3768,168077.4434,236253.9755,68176.5987,0.0666,np_greedy_58
171217.7308,171217.7936,238665.3979,67447.6671,0.0629,np_greedy_58
171658.9388,171659.0012,199731.4348,28072.4960,0.0625,p_greedy_140
179748.8392,179748.9100,206442.6418,26693.8026,0.0707,p_greedy_140
180292.0031,180292.0654,247621.7143,67329.7112,0.0623,np_greedy_58
184739.7738,184739.8432,252662.4720,67922.6982,0.0694,np_greedy_58
190434.0592,190434.1227,221445.6639,31011.6047,0.0635,p_greedy_140
191886.0808,191886.1437,259603.6909,67717.6101,0.0629,np_greedy_58
197787.9553,197788.0208,234037.9837,36250.0284,0.0655,p_greedy_140
198177.9265,198177.9885,266056.6979,67878.7714,0.0620,np_greedy_58
204566.2207,204566.2824,249434.7944,44868.5737,0.0617,p_greedy_140
204768.0584,204768.1395,249187.6222,44419.5637,0.0810,p_greedy_140
204976.8394,204976.8913,272721.1912,67744.3518,0.0519,np_greedy_58
205605.9844,205606.0470,252011.3483,46405.3639,0.0625,p_greedy_140
209293.7455,209293.8101,255530.1094,46236.3640,0.0646,p_greedy_140
218638.5745,218638.6426,286270.8264,67632.2519,0.0681,np_greedy_58
219756.3500,219756.4167,268149.7009,48393.3509,0.0667,p_greedy_140
222759.2014,222759.2703,291841.1604,69081.9590,0.0688,np_greedy_58
229594.7787,229594.8399,297115.9490,67521.1703,0.0612,np_greedy_58
230959.7536,230959.8174,279121.8405,48162.0869,0.0638,p_greedy_140
232492.9347,232492.9989,299622.3671,67129.4324,0.0643,np_greedy_58
232692.2936,232692.3579,300759.9445,68067.6509,0.0643,np_greedy_58
234421.5709,234421.6383,283789.1833,49367.6124,0.0674,p_greedy_140
241377.3446,241377.4110,307674.6593,66297.3146,0.0664,np_greedy_58
242615.2368,242615.3022,308713.4879,66098.2511,0.0654,np_greedy_58
245683.8913,245683.9542,303611.0952,57927.2039,0.0629,p_greedy_140
248329.7844,248329.8504,308423.4812,60093.6968,0.0660,p_greedy_140
253232.2454,253232.3089,321615.1931,68382.9477,0.0636,np_greedy_58
254809.4408,254809.5076,322702.2647,67892.8239,0.0668,p_greedy_140
255635.4111,255635.4745,323620.0374,67984.6263,0.0634,p_greedy_140
268387.1219,268387.1878,344932.9146,76545.7927,0.0659,np_greedy_58
274754.4259,274754.4891,375111.0139,100356.5880,0.0631,p_greedy_140
275025.4127,275025.4870,358929.3301,83903.9174,0.0743,np_greedy_58
276180.1988,276180.2585,365698.9822,89518.7834,0.0597,np_greedy_58
277480.0942,277480.1608,384932.4582,107452.3640,0.0667,p_greedy_140
278722.5247,278722.5894,365198.1194,86475.5947,0.0647,np_greedy_58
279781.7470,279781.8101,388716.7471,108935.0001,0.0630,p_greedy_140
280240.8014,280240.8712,391017.2552,110776.4539,0.0699,p_greedy_140
281667.4992,281667.5643,392696.4907,111028.9915,0.0651,p_greedy_140
281792.8873,281792.9643,372029.0261,90236.1389,0.0770,np_greedy_58
281964.1427,281964.2084,396202.3858,114238.2431,0.0657,p_greedy_140
282264.2312,282264.3064,376946.5721,94682.3409,0.0752,np_greedy_58
286040.7122,286040.7812,381009.5661,94968.8539,0.0691,np_greedy_58
287021.7751,287021.8385,402160.5529,115138.7777,0.0634,p_greedy_140
291310.6349,291310.7278,393079.6364,101769.0015,0.0929,np_greedy_58
293843.3653,293843.4326,405756.1450,111912.7797,0.0673,np_greedy_58
