arrival_ms,start_ms,end_ms,latency_ms,qid
1347.0113,1347.0231,150993.0989,149646.0758,np_greedy_300
3627.5054,3627.5201,282013.3133,278385.7931,np_greedy_300
8704.0255,8704.0333,281265.9340,272561.9007,p_greedy_1200
16707.3863,16707.3934,280657.4928,263950.0994,np_greedy_300
19551.2097,19551.2171,279797.0602,260245.8431,np_greedy_300
29273.1965,29273.2035,281565.2481,252292.0446,p_greedy_1200
49591.3938,49591.4021,280824.0750,231232.6730,p_greedy_1200
63648.8693,63648.8780,281397.5785,217748.7005,p_greedy_1200
63718.2396,63718.2460,288773.8428,225055.5968,p_greedy_1200
77428.2157,77428.2303,280218.3296,202790.0993,np_greedy_300
78389.4914,78389.4977,280351.9102,201962.4126,np_greedy_300
92391.8001,92391.8143,289003.2614,196611.4471,p_greedy_1200
96966.7328,96966.7400,289039.3420,192072.6020,p_greedy_1200
97595.7117,97595.7184,280126.3625,182530.6441,np_greedy_300
107699.7480,107699.7576,280503.7574,172803.9998,np_greedy_300
