event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,4899,5928,1029,Total time spent analyzing index of patch parts
ArenaAllocBytes,34537472,40378368,5840896,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,8432,9858,1426,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,150,150,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,18411,18411,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,171,171,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,59649,59649,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,60532133,70804242,10272109,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,3987832779201,4664557863761,676725084560,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,6124,7235,1111,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,8416025137,10267291790,1851266653,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,219859,266969,47110,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,222977,270751,47774,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,6124,7235,1111,Total number of CPU slots acquired
ConcurrencyControlUpscales,6124,7235,1111,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,6801175384,8062340974,1261165590,Total time a query was waiting on resource requests for CPU slots.
ContextLock,423607,525667,102060,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,6790,14165,7375,Context lock wait time in microseconds
CreatedReadBufferOrdinary,186634,214660,28026,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,458688753,547800501,89111748,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,10,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,2442560,2910345,467785,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2066,2329,263,Number of files opened.
FilterTransformPassedBytes,61647594,91584355,29936761,Number of bytes that passed the filter in the query
FilterTransformPassedRows,1779,2427,648,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,4519,5217,698,Time spent filtering parts by PK.
FunctionExecute,21057936,24656232,3598296,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,962,1081,119,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,3532397,4115206,582809,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,16041,20194,4153,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,120484,149969,29485,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,146354,196536,50182,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1871,2556,685,Number of created server HTTP connections
HTTPServerConnectionsExpired,1820,2485,665,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,136,159,23,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,1800,2462,662,Number of reset server HTTP connections. Server closes connection
