event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,787001,823518,36517,Total time spent analyzing index of patch parts
ArenaAllocBytes,974159872,1354072064,379912192,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,237832,330584,92752,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,147,147,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,15055,16252,1197,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,116,120,4,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,141180,141180,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,169089207,235249459,66160252,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,11086049942714,15423750468820,4337700526106,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,41512,83414,41902,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,14728680057,38808988210,24080308153,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,127431,397824,270393,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,41512,83414,41902,Total number of CPU slots acquired
ConcurrencyControlUpscales,41512,83414,41902,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,4505770132,13532386650,9026616518,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1180262,1649014,468752,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,6308834,6322063,13229,Context lock wait time in microseconds
CreatedReadBufferOrdinary,2541585,3639711,1098126,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,7419523904,8010386457,590862553,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,1974612,4718254,2743642,Number of dequeues invoked at all FairPolicyNodes
FileOpen,10372,12748,2376,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,62294,84394,22100,Time spent filtering parts by PK.
FunctionExecute,57446884,79956448,22509564,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,18112,18112,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,907144121,928917049,21772928,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,257413,315514,58101,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,196954337,198374593,1420256,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,16475,16475,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,245258405,245258405,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,396,505,109,Number of created server HTTP connections
HTTPServerConnectionsExpired,266,326,60,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,3836,5332,1496,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,3576,5013,1437,Number of reused server HTTP connections
IOBufferAllocBytes,482297441738,687747500641,205450058903,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,5121623,7332900,2211277,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,3843,5340,1497,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,3976595,5590750,1614155,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,4402134,6101720,1699586,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,7536,10528,2992,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,44744577,46254438,1509861,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,111424675356,155663346888,44238671532,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,18104,23561,5457,Total time spent executing JOIN reordering algorithm.
