event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,202533,787001,584468,Total time spent analyzing index of patch parts
ArenaAllocBytes,594247680,974159872,379912192,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,145080,237832,92752,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,147,147,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,13285,15055,1770,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,100,116,16,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,141180,141180,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,103083605,169089207,66005602,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,6758498617438,11086049942714,4327551325276,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,41512,41512,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,14728680057,14728680057,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,127431,127431,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,41512,41512,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,41512,41512,0,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,4505770132,4505770132,0,Total time a query was waiting on resource requests for CPU slots.
ContextLock,722104,1180219,458115,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,240578,6308834,6068256,Context lock wait time in microseconds
CreatedReadBufferOrdinary,1580097,2541585,961488,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,1724314583,7419523904,5695209321,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,11,11,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,1974612,1974612,0,Number of dequeues invoked at all FairPolicyNodes
FileOpen,8961,10372,1411,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,28985,62294,33309,Time spent filtering parts by PK.
FunctionExecute,34937320,57446884,22509564,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,3008,18112,15104,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,173321918,907143470,733821552,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,145813,257408,111595,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,8685789,196954319,188268530,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,1371,16475,15104,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,17859735,245258405,227398670,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,132,395,263,Number of created server HTTP connections
HTTPServerConnectionsExpired,102,265,163,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,2340,3836,1496,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,4,5,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,2242,3576,1334,Number of reused server HTTP connections
IOBufferAllocBytes,299050171854,482291149904,183240978050,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,3183565,5121617,1938052,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,2345,3842,1497,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,2445218,3976345,1531127,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,2683894,4385423,1701529,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,4544,7536,2992,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,4551665,44744577,40192912,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,67186003824,111424675356,44238671532,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,8437,18104,9667,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,268744015296,445698701424,176954686128,Total number of rows in the result of a JOIN operation.
LoadedDataParts,21,21,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,10623,10623,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,81125,81125,0,Number of marks loaded (total across columns).
LoadedMarksFiles,77,77,0,Number of mark files loaded.
LoadedMarksMemoryBytes,357896,357896,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,348611350690,1748665699571,1400054348881,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,142880,252978,110098,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,204986168,1211969870,1006983702,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,146930,260568,113638,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,11212122,31394565,20182443,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,142832,252930,110098,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,33381400,319024052,285642652,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1177448,1177448,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,1579747,2541235,961488,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
