timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5055.84,40,262144,64,24564,1618369032,112,0,603,8481998,26,3192,53,68,2,382674,127985460,1208,1,67,4068,1489788,3,439161,603,16164,62678592,7159455,28368934,526545350,603,2108,2,1,4,4,760,1,524115980,476474044,64195849,36426272,36442656,2,1,1602755968,73389,73389,4,4,4,36426272,17,3,249427,26400781,2539395,14611,4001,524115980,8467387,4621959,9762
10088.63,40,262144,64,28898,1904260220,113,0,603,8554134,26,4426,53,68,2,382674,128250912,1208,1,67,4705,1560334,3,439161,603,18712,80800888,8816384,33614792,610305264,603,2108,2,1,4,4,760,1,607477772,560092388,86951767,42923799,42940183,2,1,1888647156,73389,73389,4,4,4,42923799,17,3,258795,29042446,2693524,17144,4637,607477772,8536990,6124497,9762
15259.73,40,262144,64,33607,2214461956,113,0,603,8624733,26,5714,53,68,2,382674,128250912,1208,1,67,5397,1891617,3,439161,603,21484,99076352,11220222,41463162,701439230,603,2108,2,1,4,4,760,1,698179596,650782582,119659419,49972349,49988733,2,1,2198783356,73389,73389,4,4,4,49972349,17,3,267287,31962042,2785210,19684,5330,698179596,8605049,8436745,9762
20293.53,40,262144,64,38835,2558676876,114,0,603,8713863,26,7196,53,68,2,382674,128250912,1208,1,67,6164,2036369,3,439161,603,24556,100529984,13984670,48819715,802577440,603,2108,2,1,4,4,760,1,798842892,751364038,174856510,57799139,57815523,2,1,2543162116,73389,73389,4,4,4,57799139,17,3,278250,35143866,2905136,25004,6097,798842892,8688859,11080945,9762
25662.87,40,262144,64,43680,2878056960,115,0,603,8786226,26,8566,53,68,2,382674,128516364,1208,1,67,6876,2339122,3,439161,603,27404,119024168,16542395,56838073,896208623,603,2108,2,1,4,4,760,1,892035084,844751581,221162275,65066714,65066714,2,1,2862935416,73389,73389,4,4,4,65066714,17,3,291111,38581567,3028144,28129,6808,892035084,8758097,13515926,9762
30694.16,40,262144,64,48400,3188979592,116,0,603,8860201,26,9914,53,68,2,382674,128516364,1208,1,67,7572,2529702,3,439161,603,30188,120347432,18087655,61875543,987871802,603,2108,2,1,4,4,760,1,983261196,935739011,241342138,72123456,72139840,2,1,3173432064,73389,73389,4,4,4,72123456,17,3,295408,41820928,3130397,30673,7504,983261196,8829528,14958980,9762
35722.83,40,262144,64,53680,3536867836,117,0,603,8947177,26,11402,53,68,2,382674,128769750,1208,1,67,8345,2658069,3,439161,603,33280,121815784,20275260,68678382,1089660945,603,2108,2,1,4,4,760,1,1084579852,1037394250,299383168,80030007,80046391,2,1,3521320308,73389,73389,4,4,4,80030007,17,3,304067,45199400,3240887,40192,8277,1084579852,8906985,17035239,9762
41260.69,40,262144,64,58585,3860240410,118,0,603,9026960,26,12803,53,68,2,382674,129035202,1208,1,67,9068,2816851,3,439161,603,36172,123191272,23035069,76660114,1184872600,603,2108,2,1,4,4,760,1,1179344908,1131951410,340188142,87387694,87410111,2,1,3845058536,73389,73389,4,4,4,87387694,17,3,310850,48538300,3358354,43139,9000,1179344908,8983821,19676510,9762
46355.98,40,262144,64,62310,4105894392,118,0,603,9088420,26,13817,53,68,2,382674,129035202,1208,1,67,9617,3077321,3,439161,603,38372,124234856,24626257,83043393,1257309936,603,2108,2,1,4,4,760,1,1251434508,1203750300,378992685,92961684,92978068,2,1,4090314096,73389,73389,4,4,4,92961684,17,3,312609,51609540,3427321,45383,9550,1251434508,9043037,21199768,9762
51608.44,40,262144,64,66522,4383259284,119,0,603,9154386,26,15018,53,68,2,382674,129035202,1208,1,67,10235,3341736,3,439161,603,40840,125409256,27454687,92951864,1338568314,603,2108,2,1,4,4,760,1,1332305932,1284902868,470327006,99275113,99275113,2,1,4367384076,73389,73389,4,4,4,99258729,17,3,319712,55069687,3539144,47665,10167,1332305932,9106721,23916866,9762
56672.17,40,262144,64,70233,4627790640,120,0,603,9212663,26,16086,53,68,2,382674,129300654,1208,1,67,10779,3485095,3,439161,603,43020,126444840,28851814,99578094,1410345267,603,2108,2,1,4,4,760,1,1403740172,1356297791,484938789,104826686,104843070,2,1,4612374184,73389,73389,4,4,4,104826686,17,3,322625,58139889,3627993,50015,10712,1403740172,9162648,25225874,9762
62367.13,40,262144,64,74778,4927244472,120,0,603,9282663,26,17325,53,68,2,382674,129300654,1208,1,67,11448,3608576,3,439161,603,45692,127713896,30316606,105770387,1498319329,603,2108,2,1,4,4,760,1,1491296268,1443885109,528887661,111629476,111645860,2,1,4911696944,73389,73389,4,4,4,111629476,17,3,329020,61725886,3702556,52526,11380,1491296268,9230137,26616187,9762
67554.72,40,262144,64,79434,5233972800,121,0,603,9356861,26,18653,53,68,2,382674,129300654,1208,1,67,12129,3825735,3,439161,603,48420,129007080,32310015,112293547,1588131149,603,2108,2,1,4,4,760,1,1580687372,1533516975,619337045,118604298,118620682,2,1,5218589112,73389,73389,4,4,4,118604298,17,3,331982,65214773,3783930,56325,12062,1580687372,9300536,28527530,9762
72611.01,40,262144,64,83732,5517239240,122,0,603,9432554,26,19878,53,68,2,382674,129566106,1208,1,67,12763,3972087,3,439161,603,50952,130206312,36183947,124642752,1671497697,603,2108,2,1,4,4,760,1,1663655948,1616338568,702452175,125046640,125063024,2,1,5502052160,73389,73389,4,4,4,125046640,17,3,336013,68411976,3882901,61224,12695,1663655948,9371330,32302403,9762
78303.60,40,262144,64,88635,5840154960,123,0,603,9510540,26,21272,53,68,2,382674,129566106,1208,1,67,13482,4131522,3,439161,603,53828,131572136,39310352,135195719,1766191756,603,2108,2,1,4,4,760,1,1757896716,1710681909,762671353,132381910,132398294,2,1,5824804040,73389,73389,4,4,4,132381910,17,3,345568,72123045,3998021,64075,13414,1757896716,9446465,35312837,9762
83675.39,40,262144,64,92952,6124666584,123,0,603,9594861,26,22450,53,68,2,382674,129566106,1208,1,67,14117,4330612,3,439161,603,56368,132773992,40696168,140618038,1849826995,603,2108,2,1,4,4,760,1,1841127436,1793860416,785937092,138857020,138857020,2,1,6109708880,73389,73389,4,4,4,138857020,17,3,351194,75351389,4074429,75057,14049,1841127436,9519804,36622499,9762
88735.17,40,262144,64,97300,6411209824,124,0,603,9683450,26,23687,53,68,2,382674,129831558,1208,1,67,14755,4444956,3,439161,603,58920,133982184,43455956,148862100,1933855229,603,2108,2,1,4,4,760,1,1924751372,1877678593,879278933,145364898,145364898,2,1,6396055512,73389,73389,4,4,4,145364898,17,3,354636,78436645,4151921,92573,14687,1924751372,9590877,39304633,9762
93764.83,40,262144,64,102172,6732359380,125,0,603,9760767,26,25073,53,68,2,382674,130097010,1208,1,67,15471,4553106,3,439161,603,61788,135341544,45389790,155793989,2028278712,603,2108,2,1,4,4,760,1,2018729996,1971502062,912943273,152657049,152673433,2,1,6716910156,73389,73389,4,4,4,152657049,17,3,359956,81489397,4263766,95143,15404,2018729996,9665624,41127261,9762
98847.71,40,262144,64,108404,7142903348,126,1,603,9854891,26,26828,53,68,2,382674,130097010,1208,1,67,16388,4605058,3,439161,603,65452,137077096,48141129,163330353,2148895784,603,2108,2,1,4,4,760,1,2138791948,2091513456,991370354,161986849,162003233,2,1,7127421356,73389,73389,4,4,4,161986849,17,3,367480,84479272,4382428,98333,16320,2138791948,9756558,43760109,9762
103860.93,40,262144,64,118698,7820981808,128,1,603,10001546,26,29692,53,68,2,382674,130362462,1208,1,67,17897,4713679,3,439161,603,71488,139907944,54429738,172402303,2347548805,603,2108,2,1,4,4,760,1,2336579596,2289773326,1077798327,177408894,177408894,2,1,7805270440,73389,73389,4,4,4,177392510,17,3,400637,86852055,4661393,103218,17829,2336579596,9898328,49768362,9762
108879.15,40,262144,64,140849,9280645370,131,1,603,10321452,26,35894,53,68,2,382674,130893366,1208,1,67,21153,4722750,3,439161,603,84520,180114120,64836711,174048827,2776099158,603,2108,2,1,4,4,760,1,2763350028,2716470991,1109671301,210579068,210579068,2,1,9264758096,73389,73389,4,4,4,210562684,17,3,423092,87872516,5048003,111606,21085,2763350028,10209846,59789428,9762
113890.56,40,262144,64,163911,10800265614,135,1,603,10648047,26,42405,53,68,2,382674,131424270,1208,1,67,24542,4729234,3,439161,603,98080,203104800,75039178,175055557,3222180597,603,2108,2,1,4,4,760,1,3207553036,3160732905,1134940057,245115147,245115147,2,1,10785066468,73389,73389,4,4,4,245115147,17,3,442058,88771853,5411091,120938,24474,3207553036,10527109,69628248,9762
118906.69,40,262144,64,187499,12354098958,140,2,603,11030927,26,49120,53,68,2,382674,132220626,1208,1,67,28002,4736168,3,439161,603,111920,209425888,85295505,175972388,3676940235,603,2108,2,1,4,4,760,1,3660469790,3614811923,1166747350,280435499,280435499,2,1,12338441060,73389,73389,4,4,4,280419115,17,3,462987,89753276,5839704,130325,27934,3660469790,10900602,79455534,9762
123918.12,40,262144,64,212235,13983957370,144,2,603,11407059,26,56078,53,68,2,382674,132751530,1208,1,67,31638,4744590,3,439161,603,126472,249936640,96197281,176584923,4155489564,603,2108,2,1,4,4,760,1,4137047582,4091307843,1195021058,317465820,317482204,2,1,13968496080,73389,73389,4,4,4,317465820,17,3,479111,90654969,6147466,139198,31570,4137047582,11267861,90049281,9762
128927.30,40,262144,64,236844,15605758162,148,2,603,11760741,26,63008,53,68,2,382674,133547886,1208,1,67,35255,4752199,3,439161,603,140940,256501824,106806822,176995361,4631525636,603,2108,2,1,4,4,760,1,4611135006,4565341067,1226531450,354338334,354338334,2,1,15590165800,73389,73389,4,4,4,354321950,17,3,497977,91486546,6475582,147233,35187,4611135006,11613508,100331242,9762
133936.19,40,262144,64,261776,17248461630,152,2,603,12111711,26,70028,53,68,2,382674,134078790,1208,1,67,38915,4758668,3,439161,603,155584,297237688,117798363,177425967,5113105069,603,2108,2,1,4,4,760,1,5090727454,5045526852,1253765570,391663567,391679951,2,1,17233196948,73389,73389,4,4,4,391663567,17,3,519678,92319708,6861154,155846,38847,5090727454,11955865,110936384,9762
138943.79,40,262144,64,287192,18923149974,156,2,603,12458303,26,77232,53,68,2,382674,134609694,1208,1,67,42650,4762188,3,439161,603,170540,355539096,127242531,177592011,5604838267,603,2108,2,1,4,4,760,1,5580412446,5535113128,1276008586,429723921,429740305,2,1,18907852524,73389,73389,4,4,4,429723921,17,3,536618,93108674,7122796,164635,42582,5580412446,12293668,120119372,9762
143950.62,40,262144,64,313516,20657634590,161,2,603,12810834,26,84636,53,68,2,382674,135406050,1208,1,67,46520,4765400,3,439161,603,186020,362503704,138889885,177716355,6114132032,603,2108,2,1,4,4,760,1,6087661086,6042209304,1314758498,469150180,469150180,2,1,20642607920,73389,73389,4,4,4,469150180,17,3,552395,93888865,7376934,173311,46452,6087661086,12637523,131512964,9762
148958.58,40,262144,64,339548,22372434274,166,2,603,13142796,26,92003,53,68,2,382674,136202406,1208,1,67,50339,4768637,3,439161,603,201296,369371736,149382283,177808913,6616118066,603,2108,2,1,4,4,760,1,6587623212,6543390728,1342930166,508125879,508125879,2,1,22357538676,73389,73389,4,4,4,508125879,17,3,569547,94623130,7614808,182230,50271,6587623212,12960566,141767698,9762
153965.97,40,262144,64,365710,24096555444,170,2,603,13479563,26,99411,53,68,2,382674,136998762,1208,1,67,54183,4772018,3,439161,603,216672,376271128,159350640,177874295,7122012675,603,2108,2,1,4,4,760,1,7091463980,7047419206,1365856939,547304219,547320603,2,1,24081385636,73389,73389,4,4,4,547304219,17,3,584429,95352087,7845378,190426,54115,7091463980,13289137,151504924,9762
158972.94,40,262144,64,395523,26060974160,175,2,603,13872434,26,107762,53,68,2,382674,137770986,1208,1,67,58564,4773945,3,439161,603,234200,400974240,170434163,177889137,7698535247,603,2108,2,1,4,4,760,1,7665690412,7621635903,1395244152,591954371,591954371,2,1,26045992324,73389,73389,4,4,4,591954371,17,3,600168,96132612,8039848,197812,58496,7665690412,13674622,162393570,9762
