timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5079.55,41,262144,64,24848,1637246708,112,0,603,7431925,6,3268,28,69,29710,539825,127985460,1208,1,68,4109,1135853,4,717985,603,16330,63131734,7253386,24477365,531934963,603,9777,2,1,4,4,332,1,529489932,481952175,56199075,36858289,36874673,2,1,1621764716,73389,73389,4,4,4,36858289,8,3,251993,23395046,2977271,13172,4042,529489932,7418753,4276684,13938
10126.18,41,262144,64,29816,1964687720,113,0,603,7515848,6,4671,28,69,29710,539825,128250912,1208,1,68,4839,1359877,4,717985,603,19246,64513942,9311374,30719239,627934831,603,9777,2,1,4,4,332,1,625041420,577747944,83388894,44306088,44306088,2,1,1948746976,73389,73389,4,4,4,44289704,8,3,261663,26467811,3091137,21365,4771,625041420,7494483,6220466,13938
15151.17,41,262144,64,34703,2286554864,114,0,603,7596922,6,6048,28,69,29710,539825,128250912,1208,1,68,5556,1462965,4,717985,603,22118,65871446,12327476,39589719,722491138,603,9777,2,1,4,4,332,1,719151116,671834317,128392571,51608590,51624974,2,1,2270777960,73389,73389,4,4,4,51608590,8,3,271706,29435159,3206984,24111,5489,719151116,7572811,9121678,13938
20307.93,41,262144,64,39187,2582011000,114,0,603,7664182,6,7292,28,69,29710,539825,128250912,1208,1,68,6215,1607186,4,717985,603,24754,67120342,13760159,45123012,809284551,603,9777,2,1,4,4,332,1,805527564,758179296,152452850,58329460,58345844,2,1,2566496240,73389,73389,4,4,4,58329460,8,3,277390,32594937,3292069,26573,6148,805527564,7637609,10469555,13938
25337.06,41,262144,64,44240,2915022572,115,0,603,7748824,6,8723,28,69,29710,539825,128516364,1208,1,68,6958,1772432,4,717985,603,27722,68524118,16431662,52083238,906997337,603,9777,2,1,4,4,332,1,902782988,855589544,184848687,65891947,65908331,2,1,2899245668,73389,73389,4,4,4,65891947,8,3,279792,35530628,3382827,29441,6890,902782988,7719383,13051103,13938
30380.68,41,262144,64,49732,3276804448,116,0,603,7835255,6,10277,28,69,29710,539825,128516364,1208,1,68,7764,1902256,4,717985,603,30950,70047446,18962373,58219020,1013263997,603,9777,2,1,4,4,332,1,1008558092,961399545,260674753,74117986,74134370,2,1,3261191384,73389,73389,4,4,4,74117986,8,3,286653,38168083,3486029,32636,7697,1008558092,7802619,15477757,13938
35415.10,41,262144,64,53694,3538050792,117,0,603,7903076,6,11413,28,69,29710,539825,128769750,1208,1,68,8349,2016800,4,717985,603,33286,71155606,20728255,64313504,1090179098,603,9777,2,1,4,4,332,1,1085104140,1037766867,307889897,80068808,80068808,2,1,3523027552,73389,73389,4,4,4,80068808,8,3,291190,41141073,3575617,35179,8281,1085104140,7867897,17154049,13938
40515.62,41,262144,64,58626,3863132508,118,0,603,7987540,6,12812,28,69,29710,539825,129035202,1208,1,68,9073,2260074,4,717985,603,36186,89492494,24449968,75049698,1185523258,603,9777,2,1,4,4,332,1,1180000268,1132781640,405554213,87442879,87459263,2,1,3847486676,73389,73389,4,4,4,87442879,8,3,305545,44348128,3747903,37866,9005,1180000268,7949674,20703925,13938
45539.28,41,262144,64,63117,4159047396,118,0,603,8074650,6,14037,28,69,29710,539825,129035202,1208,1,68,9734,2391138,4,717985,603,38834,90747534,26791572,82860195,1272703489,603,9777,2,1,4,4,332,1,1266769932,1219298329,449244849,94180133,94196517,2,1,4143925852,73389,73389,4,4,4,94180133,8,3,308845,47487348,3836606,52748,9667,1266769932,8021902,22957117,13938
50834.43,41,262144,64,67863,4471408512,119,0,603,8155896,6,15388,28,69,29710,539825,129035202,1208,1,68,10430,2655295,4,717985,603,41614,92065550,28511169,88623842,1364237844,603,9777,2,1,4,4,332,1,1357864972,1310668014,470480269,101279994,101279994,2,1,4456319736,73389,73389,4,4,4,101279994,8,3,313183,50741988,3936761,55209,10362,1357864972,8100687,24576425,13938
55926.71,41,262144,64,72878,4802195168,120,0,603,8236008,6,16810,28,69,29710,539825,129300654,1208,1,68,11169,2791920,4,717985,603,44574,110245382,31051679,96281151,1461559519,603,9777,2,1,4,4,332,1,1454727180,1407301873,594489420,108799362,108799362,2,1,4787171928,73389,73389,4,4,4,108799362,8,3,318499,54103370,4035314,57848,11101,1454727180,8178160,27017493,13938
61006.84,41,262144,64,77603,5113180028,121,0,603,8324285,6,18152,28,69,29710,539825,129300654,1208,1,68,11860,2943849,4,717985,603,47338,111560454,33224579,103120515,1552563887,603,9777,2,1,4,4,332,1,1545297932,1498245028,698127494,115866455,115866455,2,1,5098124020,73389,73389,4,4,4,115866455,8,3,328229,57320240,4160186,77719,11792,1545297932,8246566,29065722,13938
66070.63,41,262144,64,82013,5404051952,122,0,603,8400290,6,19411,28,69,29710,539825,129566106,1208,1,68,12511,3113137,4,717985,603,49942,112795206,34922786,109384167,1638294315,603,9777,2,1,4,4,332,1,1630625804,1583240637,723798374,122478670,122478670,2,1,5389061480,73389,73389,4,4,4,122478670,8,3,333593,60356197,4269233,80803,12443,1630625804,8319487,30654726,13938
72343.25,41,262144,64,87337,5754823780,122,0,603,8491868,6,20863,28,69,29710,539825,129566106,1208,1,68,13292,3352654,4,717985,603,53066,114276166,38218038,119517805,1741149643,603,9777,2,1,4,4,332,1,1732993036,1685783305,812393918,130450757,130450757,2,1,5739833308,73389,73389,4,4,4,130450757,8,3,339310,64365577,4374586,84595,13224,1732993036,8407273,33844962,13938
77397.47,41,262144,64,91330,6017836288,123,0,603,8555769,6,22005,28,69,29710,539825,129566106,1208,1,68,13876,3711501,4,717985,603,55406,115387654,39589014,125916586,1818200438,603,9777,2,1,4,4,332,1,1809670156,1762621708,831633443,136420122,136436506,2,1,6002485368,73389,73389,4,4,4,136420122,8,3,342522,67595291,4448669,86986,13809,1809670156,8468783,35141654,13938
82583.87,41,262144,64,95023,6261187996,124,0,603,8616750,6,23066,28,69,29710,539825,129831558,1208,1,68,14420,3863432,4,717985,603,57578,116410054,42554864,135369313,1889715108,603,9777,2,1,4,4,332,1,1880842252,1833839006,928652046,141955311,141955311,2,1,6246033684,73389,73389,4,4,4,141955311,8,3,350594,70401392,4548994,89034,14352,1880842252,8527716,38007075,13938
87743.48,41,262144,64,99485,6555202340,124,0,603,8690750,6,24284,28,69,29710,539825,129831558,1208,1,68,15078,4113859,4,717985,603,60210,117652742,44280333,141685755,1976375559,603,9777,2,1,4,4,332,1,1967087628,1919768298,961296031,148627029,148643413,2,1,6539589276,73389,73389,4,4,4,148627029,8,3,351173,73692383,4606773,93984,15010,1967087628,8596766,39674870,13938
92837.68,41,262144,64,103577,6824968364,125,0,603,8754330,6,25457,28,69,29710,539825,130097010,1208,1,68,15676,4249985,4,717985,603,62602,118788486,46536832,148415123,2055143307,603,9777,2,1,4,4,332,1,2045468684,1998528281,1005600940,154766267,154782651,2,1,6809715748,73389,73389,4,4,4,154766267,8,3,356850,76867077,4723252,97045,15609,2045468684,8657285,41814648,13938
99240.15,41,262144,64,107836,7105413448,126,0,603,8820739,6,26620,28,69,29710,539825,130097010,1208,1,68,16303,4479105,4,717985,603,65110,119981190,49981512,161178461,2137725998,603,9777,2,1,4,4,332,1,2127650828,2080560151,1149743072,161145232,161145232,2,1,7090390208,73389,73389,4,4,4,161145232,8,3,367849,81114578,4827661,99405,16235,2127650828,8721334,45155258,13938
104377.19,41,262144,64,112293,7399100112,127,0,603,8886092,6,27927,28,69,29710,539825,130362462,1208,1,68,16957,4627127,4,717985,603,67730,121226758,51334368,166927124,2223984606,603,9777,2,1,4,4,332,1,2213502988,2166454626,1166503340,167816950,167816950,2,1,7383945800,73389,73389,4,4,4,167816950,8,3,369000,84423890,4888377,101831,16890,2213502988,8784261,46447934,13938
109406.49,41,262144,64,116748,7692655704,127,0,603,8962559,6,29158,28,69,29710,539825,130362462,1208,1,68,17613,4784438,4,717985,603,70350,122468870,53329461,173432441,2310252380,603,9777,2,1,4,4,332,1,2299355148,2252292856,1192428595,174488668,174488668,2,1,7677501392,73389,73389,4,4,4,174488668,8,3,372962,87493131,4981495,104298,17545,2299355148,8858261,48350461,13938
114444.78,41,262144,64,121893,8031696588,128,0,603,9063128,6,30617,28,69,29710,539825,130362462,1208,1,68,18366,4918656,4,717985,603,73362,123901958,55472551,181966593,2409418363,603,9777,2,1,4,4,332,1,2398052364,2351294708,1249841049,182190419,182206803,2,1,8016378436,73389,73389,4,4,4,182190419,8,3,379956,90582287,5084659,135805,18298,2398052364,8927323,50390962,13938
119485.45,41,262144,64,128257,8451156760,129,0,603,9177283,6,32375,28,69,29710,539825,130627914,1208,1,68,19303,5075283,4,717985,603,77110,125670726,59461480,192231971,2532798901,603,9777,2,1,4,4,332,1,2520866828,2473989681,1345207558,191731052,191731052,2,1,8435445392,73389,73389,4,4,4,191714668,8,3,391905,93692462,5230589,141210,19235,2520866828,9036073,54234309,13938
124500.70,41,262144,64,143217,9436884360,132,0,603,9390383,6,36598,28,69,29710,539825,131158818,1208,1,68,21500,5156561,4,717985,603,85898,146911326,66811298,198074217,2821867387,603,9777,2,1,4,4,332,1,2808700940,2762136330,1400812063,214133952,214133952,2,1,9421893888,73389,73389,4,4,4,214133952,8,3,419024,95569585,5603330,152827,21432,2808700940,9237556,61213425,13938
129514.23,41,262144,64,165647,10914832466,136,0,603,9739776,6,42932,28,69,29710,539825,131689722,1208,1,68,24796,5173494,4,717985,603,99094,187188054,77078094,199789411,3255808905,603,9777,2,1,4,4,332,1,3240845324,3194158372,1432838980,247721918,247721918,2,1,10899764392,73389,73389,4,4,4,247721918,8,3,443214,96578027,6015258,162599,24728,3240845324,9577177,71068632,13938
134527.33,41,262144,64,189238,12468596966,140,0,603,10086978,6,49640,28,69,29710,539825,132220626,1208,1,68,28258,5179940,4,717985,603,112942,193518678,86870737,200619679,3710848278,603,9777,2,1,4,4,332,1,3694024222,3648299710,1456742790,283036237,283036237,2,1,12452873532,73389,73389,4,4,4,283019853,8,3,469026,97495868,6463172,170684,28190,3694024222,9916294,80413193,13938
139540.93,41,262144,64,213098,14040780390,144,0,603,10479124,6,56312,28,69,29710,539825,132751530,1208,1,68,31764,5191029,4,717985,603,126966,199928534,98268882,202054120,4172266192,603,9777,2,1,4,4,332,1,4153562654,4107952215,1508315572,318766189,318766189,2,1,14024991420,73389,73389,4,4,4,318749805,8,3,497882,98481675,6911854,178892,31696,4153562654,10300232,91362909,13938
144548.84,41,262144,64,237440,15644817618,148,0,603,10828551,6,63199,28,69,29710,539825,133547886,1208,1,68,35340,5194876,4,717985,603,141274,223346302,108435941,202579500,4642916377,603,9777,2,1,4,4,332,1,4622276126,4576765880,1541337716,355223070,355239454,2,1,15629815080,73389,73389,4,4,4,355223070,8,3,524562,99313738,7261753,187034,35272,4622276126,10641517,101180649,13938
149557.48,41,262144,64,262740,17311903786,152,0,603,11189950,6,70292,28,69,29710,539825,134078790,1208,1,68,39060,5200445,4,717985,603,156162,264111006,120191090,203018289,5132536258,603,9777,2,1,4,4,332,1,5109863966,5064090823,1569428480,393111392,393127776,2,1,17296901248,73389,73389,4,4,4,393111392,8,3,548380,100165911,7634045,195614,38992,5109863966,10994336,112564025,13938
154564.26,41,262144,64,287441,18939468438,157,0,603,11530132,6,77300,28,69,29710,539825,134609694,1208,1,68,42689,5206036,4,717985,603,170686,305483342,130100998,203390524,5610199467,603,9777,2,1,4,4,332,1,5585524254,5539944202,1592670188,430100753,430100753,2,1,18923712236,73389,73389,4,4,4,430084369,8,3,565532,100967844,7949491,203795,42621,5585524254,11326337,122158838,13938
