timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5086.28,26,262144,64,22573,1487355952,112,0,603,5940894,36,2651,57,68,10,478850,127985460,1208,1,67,3775,1852117,3,700602,603,14990,45004672,6458560,28957623,487954513,603,1663,2,1,4,4,818,1,485711884,438163987,62804883,33448702,33465086,2,1,1471742888,73389,73389,4,4,4,33448702,23,3,256991,29286518,2835258,12387,3708,485711884,5928507,3624124,10567
10121.43,26,262144,64,26345,1735885004,112,0,603,6003446,36,3678,57,68,10,478850,127985460,1208,1,67,4329,2118031,3,700602,603,17206,46054656,7378034,33678491,560917919,603,1663,2,1,4,4,818,1,558325772,510808173,82262494,39098579,39114963,2,1,1720337476,73389,73389,4,4,4,39098579,23,3,266177,32623435,2930037,14453,4262,558325772,5988993,4449284,10567
15321.52,26,262144,64,29690,1956430184,113,0,603,6056911,36,4646,57,68,10,478850,128250912,1208,1,67,4821,2206943,3,700602,603,19170,46988096,9245256,40728574,625587261,603,1663,2,1,4,4,818,1,622682124,575325803,115255978,44109480,44125864,2,1,1940817120,73389,73389,4,4,4,44109480,23,3,277276,35723431,3029194,16510,4753,622682124,6040401,6216700,10567
20525.33,26,262144,64,34064,2244411908,114,0,603,6127266,36,5846,57,68,10,478850,128250912,1208,1,67,5465,2443348,3,700602,603,21746,48210304,11322801,48172011,710404247,603,1663,2,1,4,4,818,1,707092492,659507319,155513329,50652285,50668669,2,1,2228700540,73389,73389,4,4,4,50652285,23,3,284191,38873993,3122504,19087,5397,707092492,6108179,8201651,10567
25975.36,26,262144,64,38092,2509718176,114,0,603,6195442,36,6992,57,68,10,478850,128250912,1208,1,67,6055,2729119,3,700602,603,24106,49328832,12474595,54040691,788114155,603,1663,2,1,4,4,818,1,784424972,737075243,189910853,56695378,56695378,2,1,2493875736,73389,73389,4,4,4,56678994,23,3,287151,42385843,3183279,21491,5987,784424972,6173951,9293233,10567
31099.28,26,262144,64,42492,2799934740,115,0,603,6268217,36,8248,57,68,10,478850,128516364,1208,1,67,6704,2967203,3,700602,603,26702,50557312,15009540,62127315,873588214,603,1663,2,1,4,4,818,1,869490700,821904960,270391731,63291209,63291209,2,1,2784813196,73389,73389,4,4,4,63291209,23,3,296766,45516507,3296900,25850,6636,869490700,6242367,11714898,10567
36189.02,26,262144,64,46499,3063599300,116,0,603,6334445,36,9395,57,68,10,478850,128516364,1208,1,67,7290,3145047,3,700602,603,29050,68636576,16304884,67655817,950769481,603,1663,2,1,4,4,818,1,946298892,899047873,300769690,69287309,69287309,2,1,3047920700,73389,73389,4,4,4,69270925,23,3,301412,48807059,3375594,28002,7222,946298892,6306443,12932453,10567
42467.05,26,262144,64,51466,3390974776,116,0,603,6434801,36,10707,57,68,10,478850,128516364,1208,1,67,8020,3434738,3,700602,603,31974,70028512,20172299,82523980,1047043630,603,1663,2,1,4,4,818,1,1042112524,994743308,389151972,76718724,76735108,2,1,3375623856,73389,73389,4,4,4,76718724,23,3,319151,52916773,3568189,34348,7953,1042112524,6400453,16607905,10567
47554.16,26,262144,64,56153,3700000172,117,0,603,6511117,36,12081,57,68,10,478850,128769750,1208,1,67,8709,3580143,3,700602,603,34726,71341280,21998893,90451770,1137649650,603,1663,2,1,4,4,818,1,1132290060,1085092370,432563724,83740539,83756923,2,1,3684583716,73389,73389,4,4,4,83740539,23,3,329273,56064195,3711709,36836,8641,1132290060,6474281,18291726,10567
52593.99,26,262144,64,60321,3974746932,118,0,603,6685127,36,13228,57,68,10,478850,129035202,1208,1,67,9324,3788962,3,700602,603,37186,72511136,24651030,98005492,1218648645,603,1663,2,1,4,4,818,1,1212899340,1165423587,471036344,89994465,89994465,2,1,3959756460,73389,73389,4,4,4,89994465,23,3,338576,59165836,3818542,142535,9256,1212899340,6542592,20837284,10567
57651.79,26,262144,64,65658,4326105276,119,0,603,6763228,36,14772,57,68,10,478850,129035202,1208,1,67,10105,3864024,3,700602,603,40314,73990624,27901867,108375742,1321623014,603,1663,2,1,4,4,818,1,1315397644,1268171508,559071419,97968711,97985095,2,1,4310623284,73389,73389,4,4,4,97968711,23,3,346191,62067218,3950853,145169,10038,1315397644,6618059,23956211,10567
62746.65,26,262144,64,71931,4739601672,120,0,603,6855155,36,16550,57,68,10,478850,129300654,1208,1,67,11029,3938870,3,700602,603,44006,75735072,30637454,115240308,1443159060,603,1663,2,1,4,4,818,1,1436377100,1389006419,587848156,107378272,107378272,2,1,4724643968,73389,73389,4,4,4,107378272,23,3,352334,64905188,4061611,148491,10961,1436377100,6706664,26580084,10567
67762.62,26,262144,64,89665,5907922492,123,0,603,7109752,36,21519,57,68,10,478850,129566106,1208,1,67,13632,3962147,3,700602,603,54422,97326368,39646028,120794419,1785751828,603,1663,2,1,4,4,818,1,1777557516,1730562604,696542422,133928039,133928039,2,1,5892112820,73389,73389,4,4,4,133911655,23,3,375880,66455439,4430167,154624,13564,1777557516,6955128,35219788,10567
72774.46,26,262144,64,112371,7404477372,127,0,603,7453505,36,27916,57,68,10,478850,130362462,1208,1,67,16969,3970372,3,700602,603,67770,103447392,49789958,122026924,2224899442,603,1663,2,1,4,4,818,1,2214944780,2168044425,723296147,167937671,167937671,2,1,7388536628,73389,73389,4,4,4,167921287,23,3,388488,67409142,4801183,162306,16901,2214944780,7291199,44993613,10567
77786.19,26,262144,64,135140,8904364664,130,0,603,7791764,36,34337,57,68,10,478850,130627914,1208,1,67,20314,3976764,3,700602,603,81150,109564128,60307461,123049721,2665106496,603,1663,2,1,4,4,818,1,2653380620,2606510692,761489582,202027508,202027508,2,1,8889210352,73389,73389,4,4,4,202027508,23,3,410328,68296717,5208038,170416,20246,2653380620,7621348,55103386,10567
82798.50,26,262144,64,158216,10425179930,134,0,603,8140765,36,40796,57,68,10,478850,131424270,1208,1,67,23705,3982202,3,700602,603,94722,149868256,71541433,124017238,3111371796,603,1663,2,1,4,4,818,1,3097845772,3051029646,799373702,236577812,236594196,2,1,10409423728,73389,73389,4,4,4,236577812,23,3,427160,69181024,5565080,178422,23637,3097845772,7962343,65981706,10567
87806.33,26,262144,64,183031,12059715530,139,0,603,8502854,36,47837,57,68,10,478850,132220626,1208,1,67,27349,3987987,3,700602,603,109302,173790960,82977003,124464043,3590339537,603,1663,2,1,4,4,818,1,3574879774,3528836873,832864157,273739205,273739205,2,1,12043804124,73389,73389,4,4,4,273722821,23,3,448304,70017131,5910450,187523,27281,3574879774,8315331,77071353,10567
92813.64,26,262144,64,207065,13643278086,143,0,603,8839375,36,54665,57,68,10,478850,132751530,1208,1,67,30879,3993382,3,700602,603,123426,197023104,93386860,124923173,4054914741,603,1663,2,1,4,4,818,1,4037563934,3991721067,856508421,309731301,309731301,2,1,13627456348,73389,73389,4,4,4,309714917,23,3,465451,70831675,6184107,195360,30811,4037563934,8644015,87210595,10567
97821.55,26,262144,64,231372,15245021554,147,0,603,9172982,36,61495,57,68,10,478850,133282434,1208,1,67,34448,3997573,3,700602,603,137702,203476736,103156416,125290599,4524595109,603,1663,2,1,4,4,818,1,4505359902,4459876390,885013335,346130838,346147222,2,1,15229756872,73389,73389,4,4,4,346130838,23,3,482309,71600658,6472510,203075,34380,4505359902,8969907,96692329,10567
102828.58,26,262144,64,257501,16966702518,152,0,603,9526041,36,68851,57,68,10,478850,133813338,1208,1,67,38289,4001323,3,700602,603,153066,210391296,115291156,125471313,5030069945,603,1663,2,1,4,4,818,1,5008807454,4963179080,918402648,385270377,385270377,2,1,16951896588,73389,73389,4,4,4,385270377,23,3,498522,72382168,6734799,211763,38221,5008807454,9314278,108564965,10567
107835.44,26,262144,64,283836,18701883898,156,0,603,9867775,36,76319,57,68,10,478850,134609694,1208,1,67,42160,4004915,3,700602,603,168550,217353856,125313457,125561165,5539491546,603,1663,2,1,4,4,818,1,5516187166,5470503956,946854711,424696636,424713020,2,1,18686651984,73389,73389,4,4,4,424696636,23,3,517987,73125281,6968060,219672,42092,5516187166,9648103,118354031,10567
