timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5059.06,24,262144,64,23924,1576160540,112,0,603,1495817,11,3018,69,4826,127985460,1208,1,68,3973,808388,4,183687,603,15788,75854080,6971276,27636227,513950554,603,1452,2,1,4,4,850,1,511533068,464100040,44356447,35469967,35486351,2,1,1560678548,73389,73389,4,4,4,35469967,18,3,261217,19701315,2622991,38040,3905,511533068,1457777,4346235,19149
10095.30,24,262144,64,28426,1873061776,113,0,603,1571110,11,4301,69,4826,128250912,1208,1,68,4635,953031,4,183687,603,18444,94073440,8658767,33004520,601268215,603,1452,2,1,4,4,850,1,598433804,550956387,80387178,42213254,42229638,2,1,1857383176,73389,73389,4,4,4,42213254,18,3,272484,22676857,2726172,40451,4568,598433804,1530659,5930262,19149
15105.72,24,262144,64,33150,2184246552,113,0,603,1642066,11,5588,69,4826,128250912,1208,1,68,5331,1046053,4,183687,603,21224,95394528,10828513,39064140,692799740,603,1452,2,1,4,4,850,1,689528844,641967536,109934929,49294572,49294572,2,1,2168961168,73389,73389,4,4,4,49294572,18,3,277692,25465673,2845864,43338,5263,689528844,1598728,7980884,19149
20118.89,24,262144,64,38107,2510701216,114,1,603,1713643,11,6994,69,4826,128250912,1208,1,68,6056,1230760,4,183687,603,24128,96770208,13640226,47710303,788405251,603,1452,2,1,4,4,850,1,784687116,737305842,168477475,56711762,56728146,2,1,2495317528,73389,73389,4,4,4,56711762,18,3,290020,28538003,2975168,45821,5989,784687116,1667822,10663106,19149
25151.48,24,262144,64,43543,2869078528,115,1,603,1799059,11,8534,69,4826,128516364,1208,1,68,6857,1366258,4,183687,603,27328,98285024,15941441,54321922,893753633,603,1452,2,1,4,4,850,1,889544716,842100533,214121930,64853722,64870106,2,1,2853563768,73389,73389,4,4,4,64853722,18,3,307069,31689653,3130837,48642,6789,889544716,1750417,12809036,19149
30169.94,24,262144,64,49030,3230532724,116,1,603,1892569,11,10085,69,4826,128516364,1208,1,68,7662,1562271,4,183687,603,30548,99807456,18539761,62456655,999758109,603,1452,2,1,4,4,850,1,995057676,947865238,255883534,73079761,73079761,2,1,3215509484,73389,73389,4,4,4,73079761,18,3,321399,34747750,3294174,51379,7594,995057676,1841190,15244055,19149
35315.46,24,262144,64,53269,3509932540,117,1,603,1965235,11,11297,69,4826,128769750,1208,1,68,8285,1796840,4,183687,603,33040,100990496,21729612,72777773,1081805655,603,1452,2,1,4,4,850,1,1076715532,1029494753,304834322,79423799,79440183,2,1,3494647156,73389,73389,4,4,4,79423799,18,3,327428,37742376,3431014,53718,8217,1076715532,1911517,18297369,19149
40385.71,24,262144,64,58357,3845237872,118,1,603,2041789,11,12740,69,4826,129035202,1208,1,68,9036,2041844,4,183687,603,36044,102416544,24462670,79710845,1180700024,603,1452,2,1,4,4,850,1,1175150604,1127532540,354239560,87043630,87060014,2,1,3829919720,73389,73389,4,4,4,87043630,18,3,331560,40991444,3532376,56470,8968,1175150604,1985319,20928339,19149
45441.27,24,262144,64,62299,4105028704,118,1,603,2102866,11,13814,69,4826,129035202,1208,1,68,9615,2168078,4,183687,603,38364,103520032,26021856,85548992,1257092384,603,1452,2,1,4,4,850,1,1251172364,1203474258,412100689,92939267,92961684,2,1,4089327748,73389,73389,4,4,4,92939267,18,3,333046,43947123,3597554,58743,9548,1251172364,2044123,22423198,19149
50636.89,24,262144,64,66752,4398332564,119,1,603,2179297,11,15085,69,4826,129035202,1208,1,68,10267,2361081,4,183687,603,40972,104757728,28534072,93270085,1342966728,603,1452,2,1,4,4,850,1,1336631308,1289282720,457424586,99619177,99619177,2,1,4383243788,73389,73389,4,4,4,99619177,18,3,336146,47190193,3675453,61314,10200,1336631308,2117983,24857901,19149
55777.22,24,262144,64,72157,4754678260,120,1,603,2264585,11,16603,69,4826,129300654,1208,1,68,11062,2448943,4,183687,603,44152,106266272,31535293,101374393,1447656998,603,1452,2,1,4,4,850,1,1440833548,1393386704,551680329,107711985,107728369,2,1,4739327340,73389,73389,4,4,4,107711985,18,3,341726,50587085,3786883,64059,10995,1440833548,2200526,27747990,19149
60895.24,24,262144,64,76013,5008446884,121,1,603,2323630,11,17680,69,4826,129300654,1208,1,68,11628,2657566,4,183687,603,46416,107340064,33734185,109250643,1522202045,603,1452,2,1,4,4,850,1,1515020300,1467585138,604553840,113478709,113495093,2,1,4993063196,73389,73389,4,4,4,113478709,18,3,346219,53711789,3879222,66366,11561,1515020300,2257264,29854115,19149
66070.45,24,262144,64,80111,5278606124,121,1,603,2392130,11,18838,69,4826,129300654,1208,1,68,12230,2978653,4,183687,603,48820,108481184,35625548,119295264,1601356094,603,1452,2,1,4,4,850,1,1593794572,1546593877,671230410,119626139,119626139,2,1,5263550116,73389,73389,4,4,4,119626139,18,3,348635,57163197,3953262,68729,12162,1593794572,2323401,31671951,19149
71534.09,24,262144,64,83976,5533230024,122,1,603,2455281,11,19946,69,4826,129566106,1208,1,68,12798,3197153,4,183687,603,51092,109564128,37107429,125439279,1676169987,603,1452,2,1,4,4,850,1,1668243468,1620983500,689361621,125407088,125423472,2,1,5517911872,73389,73389,4,4,4,125407088,18,3,349291,60419197,4012784,71050,12730,1668243468,2384231,33094733,19149
76768.14,24,262144,64,88678,5842973008,123,2,603,2536288,11,21278,69,4826,129566106,1208,1,68,13486,3425534,4,183687,603,53848,110872352,39565970,133784812,1766908913,603,1452,2,1,4,4,850,1,1758552076,1711484830,764334511,132447446,132463830,2,1,5827687624,73389,73389,4,4,4,132447446,18,3,353966,63756694,4106718,80821,13419,1758552076,2455467,35459783,19149
82559.08,24,262144,64,93156,6138035928,123,2,603,2626322,11,22505,69,4826,129566106,1208,1,68,14146,3676481,4,183687,603,56484,112124896,41276955,140270770,1853704145,603,1452,2,1,4,4,850,1,1844928524,1797757194,791248716,139151932,139168316,2,1,6122685008,73389,73389,4,4,4,139151932,18,3,360071,67423002,4206197,100769,14078,1844928524,2525553,37070667,19149
87725.55,24,262144,64,97531,6426348640,124,2,603,2700865,11,23750,69,4826,129831558,1208,1,68,14788,3923113,4,183687,603,59052,113340064,43650958,147405261,1938258015,603,1452,2,1,4,4,850,1,1929076748,1882125476,858841025,145708962,145708962,2,1,6411194328,73389,73389,4,4,4,145708962,18,3,364185,70606320,4276545,103257,14720,1929076748,2597608,39373900,19149
92786.06,24,262144,64,101383,6680386024,125,2,603,2762175,11,24857,69,4826,130097010,1208,1,68,15354,4137966,4,183687,603,61316,114418656,45653956,154117260,2012801191,603,1452,2,1,4,4,850,1,2003263500,1956300974,886615748,151471368,151487752,2,1,6664740192,73389,73389,4,4,4,151471368,18,3,367506,73815124,4343530,105474,15286,2003263500,2656701,41310162,19149
99168.03,24,262144,64,106845,7040201820,126,2,603,2845521,11,26400,69,4826,130097010,1208,1,68,16156,4422678,4,183687,603,64524,115946464,49233655,166307872,2118423054,603,1452,2,1,4,4,850,1,2108383244,2061478205,993240923,159664639,159664639,2,1,7025244116,73389,73389,4,4,4,159664639,18,3,374818,77816694,4435468,108349,16088,2108383244,2737172,44798316,19149
104227.08,24,262144,64,111434,7342539236,127,2,603,2911498,11,27667,69,4826,130097010,1208,1,68,16832,4615992,4,183687,603,67228,117232544,50649368,172263191,2207457992,603,1452,2,1,4,4,850,1,2196987916,2149906961,1007986081,166532965,166532965,2,1,7327450460,73389,73389,4,4,4,166532965,18,3,378206,81085294,4496974,110816,16764,2196987916,2800682,46153184,19149
109276.09,24,262144,64,116142,7652940888,127,2,603,2987629,11,28993,69,4826,130362462,1208,1,68,17525,4835143,4,183687,603,70000,118547552,54088237,182009140,2298722970,603,1452,2,1,4,4,850,1,2287820812,2240644444,1101947202,173587548,173587548,2,1,7637852112,73389,73389,4,4,4,173587548,18,3,381736,84308669,4595676,113532,17457,2287820812,2874097,49492736,19149
114324.39,24,262144,64,122036,8041068236,128,2,603,3074727,11,30656,69,4826,130362462,1208,1,68,18389,4945553,4,183687,603,73456,120189920,57529739,191861164,2412503754,603,1452,2,1,4,4,850,1,2401067020,2354051953,1235618406,182403411,182419795,2,1,8025750084,73389,73389,4,4,4,182403411,18,3,385857,87407259,4687761,116303,18321,2401067020,2958424,52842252,19149
119364.32,24,262144,64,128443,8463346456,129,2,603,3177479,11,32456,69,4826,130627914,1208,1,68,19330,5042867,4,183687,603,77220,121966240,60240456,198755833,2536406452,603,1452,2,1,4,4,850,1,2524405772,2477526060,1266835521,192009580,192009580,2,1,8447700624,73389,73389,4,4,4,191993196,18,3,388378,90354605,4791043,124328,19262,2524405772,3053151,55450270,19149
124379.43,24,262144,64,143064,9426857352,132,2,603,3380972,11,36554,69,4826,131158818,1208,1,68,21477,5159257,4,183687,603,85812,142831096,68545060,205007839,2819020774,603,1452,2,1,4,4,850,1,2805817356,2759211599,1332919376,213904576,213904576,2,1,9411801344,73389,73389,4,4,4,213904576,18,3,409650,92316215,5118870,133812,21409,2805817356,3247160,63427406,19149
129391.75,24,262144,64,165261,10889270118,136,2,603,3715482,11,42829,69,4826,131424270,1208,1,68,24741,5169159,4,183687,603,98872,165662456,79040980,206872446,3248611951,603,1452,2,1,4,4,850,1,3233636364,3186657579,1367702112,247142445,247142445,2,1,10873546684,73389,73389,4,4,4,247126061,18,3,426222,93311657,5521199,141311,24673,3233636364,3574171,73519713,19149
134403.64,24,262144,64,188589,12425798650,140,2,603,4051945,11,49463,69,4826,132220626,1208,1,68,28165,5176482,4,183687,603,112576,205609296,89278183,208195852,3698659665,603,1452,2,1,4,4,850,1,3681834526,3635808103,1451894116,282063548,282063548,2,1,12410075216,73389,73389,4,4,4,282047164,18,3,436175,94221265,5835780,149794,28097,3681834526,3902151,83442012,19149
139421.10,24,262144,64,211700,13948630158,144,2,603,4412986,11,55971,69,4826,132751530,1208,1,68,31558,5183597,4,183687,603,126152,228628432,99940459,209244270,4145171554,603,1452,2,1,4,4,850,1,4126561822,4080995416,1495055829,316673355,316673355,2,1,13932906724,73389,73389,4,4,4,316656971,18,3,464500,95108307,6199349,158094,31490,4126561822,4254892,93740527,19149
144434.36,24,262144,64,236206,15563680742,148,2,603,4760162,11,62876,69,4826,133547886,1208,1,68,35162,5189736,4,183687,603,140572,252512912,110862667,209703430,4619461718,603,1452,2,1,4,4,850,1,4598945310,4553083885,1520575703,353382029,353398413,2,1,15548809276,73389,73389,4,4,4,353382029,18,3,485650,95937888,6532845,165783,35094,4598945310,4594379,104330745,19149
149441.82,24,262144,64,260780,17182656870,152,2,603,5100099,11,69755,69,4826,134078790,1208,1,68,38770,5194242,4,183687,603,155008,276129240,122364121,210236958,5094342789,603,1452,2,1,4,4,850,1,5071853086,5026320530,1556559827,390160557,390176941,2,1,17167064508,73389,73389,4,4,4,390160557,18,3,498421,96752902,6863866,173982,38702,5071853086,4926117,115502338,19149
154449.52,24,262144,64,285912,18838732990,156,2,603,5456675,11,76845,69,4826,134609694,1208,1,68,42462,5199145,4,183687,603,169784,316945664,132428761,210608719,5580239248,603,1452,2,1,4,4,850,1,5555770910,5510513661,1578767523,427811311,427811311,2,1,18822976788,73389,73389,4,4,4,427794927,18,3,509452,97588892,7142611,182624,42394,5555770910,5274051,125289312,19149
159457.88,24,262144,64,312602,20597469234,161,2,603,5818814,11,84383,69,4826,135406050,1208,1,68,46382,5203221,4,183687,603,185476,375182568,143497620,210755016,6096206509,603,1452,2,1,4,4,850,1,6069573150,6024591189,1614201298,467784275,467784275,2,1,20582508100,73389,73389,4,4,4,467784275,18,3,528880,98383640,7388450,191098,46314,6069573150,5627716,136113075,19149
164465.18,24,262144,64,339885,22394785358,166,2,603,6174512,11,92102,69,4826,136202406,1208,1,68,50390,5206663,4,183687,603,201512,416483552,153883627,210880842,6622976338,603,1452,2,1,4,4,850,1,6594176812,6549919504,1643247643,508623432,508639816,2,1,22379431008,73389,73389,4,4,4,508623432,18,3,546884,99172846,7643136,200121,50322,6594176812,5974391,146245930,19149
169472.69,24,262144,64,366301,24135552672,170,2,603,6519567,11,99544,69,4826,136998762,1208,1,68,54268,5209888,4,183687,603,217028,423448544,164082420,210953814,7133453751,603,1452,2,1,4,4,850,1,7102605100,7058802694,1676882210,548194988,548194988,2,1,24119858576,73389,73389,4,4,4,548178604,18,3,564785,99910020,7863073,208265,54200,7102605100,6311302,156224197,19149
174479.38,24,262144,64,393489,25926877580,175,3,603,6893955,11,107209,69,4826,137770986,1208,1,68,58262,5212974,4,183687,603,233004,430612512,174954095,211002368,7659059965,603,1452,2,1,4,4,850,1,7626106668,7582465837,1701027417,588905232,588905232,2,1,25911109312,73389,73389,4,4,4,588888848,18,3,582160,100674847,8101591,216411,58194,7626106668,6677544,166856778,19149
