timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5024.11,28,262144,64,49569,3266122080,116,0,603,718422,22,10188,68,3641,128516364,1208,1,67,7742,515415,3,91765,603,30872,116192928,13043152,10805903,1009809448,603,1347,2,1,4,4,682,1,1005543436,958285985,34425685,73888610,73888610,2,1,3250377944,73389,73389,4,4,4,73872226,15,3,297744,9831450,2746708,19408,7674,1005543436,699014,10297411,10168
10053.93,28,262144,64,65163,4293664956,119,0,603,945258,22,14645,68,3641,129035202,1208,1,67,10035,582997,3,91765,603,40044,137228288,19151819,14352425,1311473272,603,1347,2,1,4,4,682,1,1305960460,1258663995,84289682,97231431,97247815,2,1,4278182964,73389,73389,4,4,4,97231431,15,3,322444,11700078,3077709,25804,9967,1305960460,919454,16075204,10168
15074.44,28,262144,64,72497,4776960500,120,0,603,1062636,22,16702,68,3641,129300654,1208,1,67,11113,685482,3,91765,603,44360,139271680,23375842,21094338,1453542799,603,1347,2,1,4,4,682,1,1447387148,1399874756,138093943,108219889,108236273,2,1,4761675116,73389,73389,4,4,4,108219889,15,3,334076,14348284,3260183,29963,11045,1447387148,1032673,20115656,10168
20083.53,28,262144,64,78712,5186390356,121,0,603,1163520,22,18445,68,3641,129300654,1208,1,67,12024,741802,3,91765,603,48008,140993344,26058526,26457601,1573500871,603,1347,2,1,4,4,682,1,1566924812,1519658050,162504939,117516921,117533305,2,1,5170744524,73389,73389,4,4,4,117516921,15,3,342645,16801235,3386453,33602,11957,1566924812,1129918,22672796,10168
25101.43,28,262144,64,86666,5710583672,122,0,603,1292669,22,20678,68,3641,129566106,1208,1,67,13195,843119,3,91765,603,52688,143209792,30273015,33556199,1727669430,603,1347,2,1,4,4,682,1,1720279052,1672880256,216437919,129428916,129445300,2,1,5694872304,73389,73389,4,4,4,129428916,15,3,359566,19354094,3600315,40198,13127,1720279052,1252471,26674389,10168
30122.47,28,262144,64,102172,6732359380,125,0,603,1494844,22,25061,68,3641,130097010,1208,1,67,15472,868967,3,91765,603,61796,147411520,36362433,39005955,2027381160,603,1347,2,1,4,4,682,1,2018729996,1971502062,273346505,152657049,152673433,2,1,6716910156,73389,73389,4,4,4,152657049,15,3,388199,21297610,3884066,45888,15404,2018729996,1448956,32477892,10168
35142.99,28,262144,64,111069,7318353144,126,0,603,1628088,22,27554,68,3641,130097010,1208,1,67,16778,949754,3,91765,603,67024,149883072,41318941,46020003,2199437707,603,1347,2,1,4,4,682,1,2190041100,2142803432,374506186,165986260,165986260,2,1,7303395440,73389,73389,4,4,4,165986260,15,3,407980,23874727,4117573,50422,16711,2190041100,1577666,37201154,10168
40172.74,28,262144,64,117368,7733553476,127,0,603,1740073,22,29327,68,3641,130362462,1208,1,67,17703,1040996,3,91765,603,70724,151630912,45291983,53144430,2321234986,603,1347,2,1,4,4,682,1,2311282700,2264166303,422151063,175412205,175428589,2,1,7718137020,73389,73389,4,4,4,175412205,15,3,415988,26769754,4269149,53992,17636,2311282700,1686081,41022471,10168
45208.76,28,262144,64,122218,8052995788,128,0,603,1822283,22,30707,68,3641,130362462,1208,1,67,18415,1181386,3,91765,603,73568,152976832,46639770,57795293,2414868816,603,1347,2,1,4,4,682,1,2404474892,2357589095,431931353,182681939,182698323,2,1,8038005316,73389,73389,4,4,4,182681939,15,3,423041,29653669,4383536,56734,18347,2404474892,1765549,42256023,10168
50298.43,28,262144,64,126947,8364773696,129,0,603,1897257,22,32048,68,3641,130627914,1208,1,67,19110,1296205,3,91765,603,76352,171790664,49990015,65972870,2506400288,603,1347,2,1,4,4,682,1,2495569932,2448716363,475272062,189769290,189769290,2,1,8349127864,73389,73389,4,4,4,189752906,15,3,430260,32641263,4520662,59607,19042,2495569932,1837650,45468796,10168
