timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5048.80,26,262144,64,25527,1682011104,112,1,603,496926,14,3455,69,18474,127985460,1208,1,68,4209,634289,4,127086,603,16728,59113304,7264890,22585581,544982228,603,1534,2,1,4,4,1052,1,542466060,495122230,43478129,37880130,37880130,2,1,1666725720,73389,73389,4,4,4,37880130,29,3,272903,15146406,2580056,31900,4141,542466060,465026,4685440,14345
10120.38,26,262144,64,31840,2097875554,113,1,603,590116,14,5233,69,18474,128250912,1208,1,68,5135,829534,4,127086,603,20436,60867608,10156030,29968794,667040581,603,1534,2,1,4,4,1052,1,663969804,616685209,81665210,47332810,47332810,2,1,2082643640,73389,73389,4,4,4,47332810,29,3,291076,18081896,2763285,35266,5068,663969804,554850,7394004,14345
15323.10,26,262144,64,37155,2448045492,114,1,603,671579,14,6719,69,18474,128250912,1208,1,68,5917,1005652,4,127086,603,23564,62351320,12663161,36335354,770028066,603,1534,2,1,4,4,1052,1,766468108,719001899,117686889,55296705,55296705,2,1,2433055020,73389,73389,4,4,4,55296705,29,3,302914,21294026,2878929,40389,5850,766468108,631190,9785466,14345
20358.80,26,262144,64,41591,2740355900,115,1,603,738102,14,8002,69,18474,128516364,1208,1,68,6568,1148451,4,127086,603,26164,63583128,15600995,43673486,855639689,603,1534,2,1,4,4,1052,1,851664908,804513320,165740048,61935655,61935655,2,1,2725168820,73389,73389,4,4,4,61935655,29,3,318258,24253054,3058705,42943,6500,851664908,695159,12543268,14345
25394.21,26,262144,64,46517,3064778948,116,1,603,816179,14,9401,69,18474,128516364,1208,1,68,7294,1345381,4,127086,603,29072,81928120,18201102,50714761,951246605,603,1534,2,1,4,4,1052,1,946823180,899379217,208526319,69303693,69320077,2,1,3049362492,73389,73389,4,4,4,69303693,29,3,328825,27160228,3179237,45892,7226,946823180,770287,15022312,14345
30413.35,26,262144,64,50801,3347127884,116,1,603,883938,14,10566,69,18474,128516364,1208,1,68,7924,1550954,4,127086,603,31592,83122744,19665985,55923646,1034221431,603,1534,2,1,4,4,1052,1,1029398540,981981429,226138768,75713267,75729651,2,1,3331383748,73389,73389,4,4,4,75713267,29,3,335314,30335148,3266603,48438,7856,1029398540,835500,16400296,14345
35447.46,26,262144,64,55880,3681843392,117,1,603,962131,14,12008,69,18474,128769750,1208,1,68,8669,1662243,4,127086,603,34576,84531384,21984038,62020458,1132463099,603,1534,2,1,4,4,1052,1,1127178252,1079777032,293561188,83324906,83341290,2,1,3666295864,73389,73389,4,4,4,83324906,29,3,344478,33262557,3356828,51346,8602,1127178252,910785,18628348,14345
40505.96,26,262144,64,60818,4007535512,118,1,603,1039358,14,13409,69,18474,129035202,1208,1,68,9395,1755475,4,127086,603,37476,85899896,24333783,68221130,1227944933,603,1534,2,1,4,4,1052,1,1222205452,1175020451,363451779,90715361,90737778,2,1,3991475884,73389,73389,4,4,4,90715361,29,3,356518,36171674,3477895,54229,9327,1222205452,985129,20856447,14345
45533.20,26,262144,64,64866,4273935312,119,1,603,1101732,14,14570,69,18474,129035202,1208,1,68,9989,1977070,4,127086,603,39856,87024888,26292969,74369499,1306312828,603,1534,2,1,4,4,1052,1,1300193292,1252919982,409728625,96783030,96799414,2,1,4258453320,73389,73389,4,4,4,96783030,29,3,363172,39191103,3569894,56657,9922,1300193292,1045075,22723066,14345
50625.41,26,262144,64,69584,4584992324,119,1,603,1187770,14,15853,69,18474,129035202,1208,1,68,10682,2191045,4,127086,603,42628,88341432,28523339,80886618,1397582040,603,1534,2,1,4,4,1052,1,1391026188,1343806362,448556763,103853997,103870381,2,1,4569575868,73389,73389,4,4,4,103853997,29,3,371660,42423539,3664130,68625,10615,1391026188,1119145,24859702,14345
