event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,486,1219,733,Total time spent analyzing index of patch parts
ArenaAllocBytes,1835008,3670016,1835008,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,448,896,448,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,2715098,2715098,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,3,3,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,116688,117561,873,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,87,87,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,8192,16384,8192,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,1069725,1082588,12863,Total time spent for compilation of expressions to LLVM code.
CompileFunction,1,2,1,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,3027046,6052966,3025920,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,199455991472,398840129692,199384138220,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,489,967,478,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,135842395,235516556,99674161,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,2359,4668,2309,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,489,967,478,Total number of CPU slots acquired
ConcurrencyControlUpscales,489,967,478,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,63319846,126866142,63546296,Total time a query was waiting on resource requests for CPU slots.
ConcurrentQuerySlotsAcquired,7,14,7,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,96,195,99,Total time a query was waiting for a query slots
ContextLock,21727,32623,10896,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,1744,2004,260,Context lock wait time in microseconds
CreatedReadBufferOrdinary,4367,8489,4122,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,897229929,929492207,32262278,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,100808,211441,110633,Number of dequeues invoked at all FairPolicyNodes
FileOpen,308,338,30,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,29,62,33,Time spent filtering parts by PK.
