event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,72007,136457,64450,Total time spent analyzing index of patch parts
ArenaAllocBytes,25456640,50360320,24903680,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,6097,12177,6080,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,467,467,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,16657,21919,5262,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,186,219,33,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,87792,87792,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,41613944,83225976,41612032,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2741535997967,5482953883999,2741417886032,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,10467,20554,10087,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,18536133748,35980356283,17444222535,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,337567,649969,312402,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,10467,20554,10087,Total number of CPU slots acquired
ConcurrencyControlUpscales,10467,20554,10087,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,7169036869,14043934974,6874898105,Total time a query was waiting on resource requests for CPU slots.
ContextLock,167839,333752,165913,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,12398,21139,8741,Context lock wait time in microseconds
CreatedReadBufferOrdinary,94133,187877,93744,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,708723645,1373376790,664653145,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,8,8,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,3737672,7423029,3685357,Number of dequeues invoked at all FairPolicyNodes
FileOpen,864,1268,404,Number of files opened.
FilterTransformPassedBytes,1258657,1258657,0,Number of bytes that passed the filter in the query
FilterTransformPassedRows,20582,20582,0,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,6696,13665,6969,Time spent filtering parts by PK.
FunctionExecute,14112957,28225895,14112938,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1396,1396,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,5383546,8286601,2903055,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,6074,11592,5518,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,852392,1029904,177512,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,1225936,1225936,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,42,79,37,Number of created server HTTP connections
HTTPServerConnectionsExpired,24,45,21,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,95,190,95,Number of preserved server HTTP connections. Connection kept alive successfully
