event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,72007,72007,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,25456640,25456640,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,6097,6097,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,467,467,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,997,16657,15660,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,10,186,176,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,87792,87792,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,95,41613944,41613849,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2605781,2741535997967,2741533392186,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,10467,10467,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,18536133748,18536133748,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,0,337567,337567,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,10467,10467,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,10467,10467,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,7169036869,7169036869,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1028,167796,166768,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,3,12398,12395,Context lock wait time in microseconds
CreatedReadBufferOrdinary,300,94133,93833,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,96365,708723645,708627280,Total time spent waiting for read syscall. This include reads from page cache.
