event,value,description
RecomputeWeight,96,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,259045,Number of dequeues invoked at all FairPolicyNodes
SchedulerNodeUpdate,34,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Query,19,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,19,"Same as Query, but only for SELECT queries."
InitialQuery,19,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,44,Count queries with all subqueries
SelectQueriesWithSubqueries,44,Count SELECT queries with all subqueries
QueryTimeMicroseconds,589041340,Total time of all queries.
SelectQueryTimeMicroseconds,589041340,Total time of SELECT queries.
FileOpen,793,Number of files opened.
Seek,3239,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,22656,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,154745014474,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,1,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,149005166474,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,7420152,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,488819070499,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,18255,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,716,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,16537,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,37967,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,3934293858,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,1054,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,4317184,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,2477468,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
MarkCacheHits,18359,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,180,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,296,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,324,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
CreatedReadBufferDirectIO,18667,Number of times a read buffer with O_DIRECT was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,301344371,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,329,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1931,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,19137,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,28353,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,952,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,104074,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,6297,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,1655,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,1002005,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,1048,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,938,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,90713,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1806563,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,1243753,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,9749312492,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,24549139,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
