event,start_value,end_value,diff,description
AnalyzePatchRangesMicroseconds,0,583,583,Total time spent analyzing index of patch parts
ArenaAllocBytes,0,4317184,4317184,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,0,1054,1054,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,175,175,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,2,2,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,52,52,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsynchronousReaderIgnoredBytes,0,169531860,169531860,Number of bytes ignored during asynchronous reading
CommonBackgroundExecutorTaskExecuteStepMicroseconds,3043,5252,2209,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,54,61,7,Time spent resetting task for Common executor.
CompileExpressionsBytes,0,16384,16384,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,0,43442,43442,Total time spent for compilation of expressions to LLVM code.
CompileFunction,0,2,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,100,7420152,7420052,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2611817,488819070499,488816458682,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,0,777,777,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,0,564693648,564693648,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,0,14362,14362,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,0,14674,14674,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,0,777,777,Total number of CPU slots acquired
ConcurrencyControlUpscales,0,777,777,Total number of CPU upscaling events
ConcurrencyControlWaitMicroseconds,0,588479087,588479087,Total time a query was waiting on resource requests for CPU slots.
ContextLock,1791,29889,28098,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,19,132,113,Context lock wait time in microseconds
CreatedReadBufferDirectIO,0,18667,18667,Number of times a read buffer with O_DIRECT was created for reading data (while choosing among other read methods).
CreatedReadBufferOrdinary,324,324,0,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,469668,301344371,300874703,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,9,9,0,Total time spent waiting for write syscall. This include writes to page cache.
FairPolicyDequeue,0,259045,259045,Number of dequeues invoked at all FairPolicyNodes
FileOpen,381,793,412,Number of files opened.
FilteringMarksWithPrimaryKeyMicroseconds,0,637,637,Time spent filtering parts by PK.
FunctionExecute,0,2477468,2477468,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,673,952,279,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,934008,1002005,67997,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,708,1655,947,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,137,6297,6160,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,30600,104074,73474,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1,12,11,Number of created server HTTP connections
HTTPServerConnectionsExpired,0,4,4,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,0,17,17,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,0,1,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,0,14,14,Number of reused server HTTP connections
IOBufferAllocBytes,21293159,3934293858,3913000699,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,450,37967,37517,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1,19,18,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,250,19137,18887,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,28353,28353,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,32,32,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,9998,9998,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,4732794792,4732794792,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,51,51,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,18931179168,18931179168,Total number of rows in the result of a JOIN operation.
LoadedDataParts,37,37,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,15529,15529,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807433,807433,Number of marks loaded (total across columns).
LoadedMarksFiles,0,154,154,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3662896,3662896,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,68910,9749312492,9749243582,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,121,1048,927,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,13943,24549139,24535196,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,121,1243753,1243632,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,85,1806563,1806478,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,73,938,865,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,5646,90713,85067,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1252746,1252746,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,18359,18359,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,154,154,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,1334,3239,1905,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,82075,294094,212019,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1068,1247,179,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1470,1686,216,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,229,267,38,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2428,2855,427,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,10285,12242,1957,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,3106,3106,Total time spent while merging sorted columns
NetworkReceiveBytes,250,19137,18887,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,7,329,322,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,28353,28353,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,1931,1931,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,2754219796,2754219796,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,47322228,47322228,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,0,154701787136,154701787136,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,0,155395054955,155395054955,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,144,144,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,18255,18255,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,60,16537,16477,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,304,716,412,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12285,12408,123,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,1,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,173,215,42,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,44,43,Count queries with all subqueries
Query,1,19,18,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,180,180,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,296,296,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,55,18256,18201,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,589041340,589041340,Total time of all queries.
RWLockAcquiredReadLocks,246,318,72,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,9159,22656,13497,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,17765385,154745014474,154727249089,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,315048,149005166474,149004851426,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,10895771793,10895771793,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,96,96,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,10200644334,10200644334,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,10200644334,10200644334,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,34,34,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,1334,3239,1905,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,44,43,Count SELECT queries with all subqueries
SelectQuery,1,19,18,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,589041340,589041340,Total time of SELECT queries.
SelectedBytes,0,487230786046,487230786046,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,1247613,1247613,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,1247613,1247613,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,238,238,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,238,238,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,238,238,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,0,10200644437,10200644437,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,91,91,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,3782,6915,3133,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,3,3,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,2880,4798,1918,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,0,12300315,12300315,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,426,426824265,426823839,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,0,74259006,74259006,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,43,43,0,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,255216,255216,0,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,351,351,0,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,0,1242494,1242494,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,0,154697186902,154697186902,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,0,299968489,299968489,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,0,2680793498,2680793498,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,2403396,2403396,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,59,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
