event,start_value,end_value,diff,description
AggregationHashTablesInitializedAsTwoLevel,2652,2652,0,How many hash tables were inited as two-level for aggregation.
AggregationPreallocatedElementsInHashTables,959674335,959674335,0,How many elements were preallocated in hash tables for aggregation.
AnalyzePatchRangesMicroseconds,12241,12241,0,Total time spent analyzing index of patch parts
ArenaAllocBytes,966519824384,966519828480,4096,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,111673,111674,1,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,175,175,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,69,69,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,17,17,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,69,69,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsynchronousReaderIgnoredBytes,773886948,773886948,0,Number of bytes ignored during asynchronous reading
CommonBackgroundExecutorTaskExecuteStepMicroseconds,15822,15822,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,114,114,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,43442,43442,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,83588594,83825404,236810,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,5528854306680,5544455292132,15600985452,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,2590,2590,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,1595712068,1595712068,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,42916,42916,0,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,43800,43800,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,2590,2590,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,2590,2590,0,Total number of CPU upscaling events
